Province,City,Monitoring_Station,Latitude,Longitude,Date,Water_Temperature_C,pH,Dissolved_Oxygen_mg_L,Conductivity_uS_cm,Turbidity_NTU,Nitrate_mg_L,Nitrite_mg_L,Ammonia_N_mg_L,Total_Phosphorus_mg_L,Total_Nitrogen_mg_L,COD_mg_L,BOD_mg_L,Heavy_Metals_Pb_ug_L,Heavy_Metals_Cd_ug_L,Heavy_Metals_Hg_ug_L,Coliform_Count_CFU_100mL,Water_Quality_Index,Pollution_Level
Henan,Luoyang,Luoyang_Station_6,32.368152,115.077808,2023-10-21,31.57,6.07,9.37,338.73,0.15,1.55,0.019197013787348498,0.5047244002934993,0.10455747939795756,3.27,13.65,6.39,4.885321336513964,0.5335270735666775,0.0955668277198427,95,27.08,Moderate
Yunnan,Dali,Dali_Station_1,30.094647,108.685749,2023-04-28,16.04,6.94,9.01,586.58,2.63,1.83,0.020009277560879026,0.4998185466769499,0.08713198200274101,3.47,26.33,4.38,5.051039772250205,0.4657165509747294,0.10498303443313972,92,75.78,Very Poor
Zhejiang,Hangzhou,Hangzhou_Station_4,37.44114,101.120714,2023-03-07,22.22,7.39,6.15,494.05,3.38,1.35,0.016039920926694016,0.46808127549733697,0.09470254093405672,3.77,26.62,3.87,4.884625773177606,0.5008642007047328,0.11106971096727136,112,16.29,Poor
Zhejiang,Ningbo,Ningbo_Station_9,28.245944,106.644102,2023-09-16,21.0,6.7,8.14,461.47,14.09,1.05,0.023141799916156516,0.5371012258996445,0.10886270640466275,3.34,20.35,4.44,4.983437669613141,0.4820710958321559,0.08776977735844582,95,2.33,Moderate
Hubei,Yichang,Yichang_Station_7,43.396203,111.066512,2023-03-24,17.05,7.42,8.71,430.71,4.96,2.18,0.02103997871706493,0.5756841257053268,0.11660901774496162,3.28,16.45,2.21,5.45769347668403,0.48420374838435976,0.10561977725839711,98,75.45,Moderate
Guangdong,Shenzhen,Shenzhen_Station_1,28.866637,118.733761,2023-04-09,26.53,7.01,9.36,468.97,2.46,1.86,0.02138858495085775,0.5209784340624789,0.10351790719396578,2.1,17.77,5.2,5.125355382451383,0.5477250952558279,0.10012770180783903,109,49.44,Very Poor
Beijing,Beijing,Beijing_Station_5,34.324844,107.56774,2023-08-16,20.38,6.66,9.95,485.29,2.16,2.31,0.021265609709238617,0.4690036634477854,0.12092242378990736,3.28,24.36,5.15,4.9139168029228015,0.5619317936201753,0.0893923400054959,83,55.84,Very Poor
Sichuan,Mianyang,Mianyang_Station_3,33.93337,105.833492,2023-11-01,24.29,6.92,7.96,399.75,0.06,1.66,0.019981872675475333,0.46733686704426036,0.11113917474218035,3.25,20.44,2.55,5.133817940583599,0.557048403614516,0.08787130978632263,127,96.99,Good
Beijing,Beijing,Beijing_Station_6,30.601632,114.818788,2023-01-26,21.12,7.01,8.2,422.7,17.42,3.14,0.02002945023638894,0.4174995874410436,0.11665701636529521,3.6,29.08,3.89,4.296061987058109,0.5022588957887848,0.08949412336194129,90,35.34,Excellent
Zhejiang,Hangzhou,Hangzhou_Station_1,28.448851,106.930824,2023-06-26,16.2,7.08,8.68,687.62,1.85,2.29,0.022737030294275973,0.5426980410879424,0.10675033098164949,3.35,19.34,3.93,5.063207882814827,0.47767387629312186,0.08834937380200358,111,46.87,Poor
Sichuan,Mianyang,Mianyang_Station_4,21.767467,124.428567,2023-04-18,12.03,6.7,8.01,504.7,7.33,1.84,0.020843940047245085,0.4898463668866533,0.09696596778618004,3.53,27.71,3.17,4.191614726821573,0.4464491596002631,0.09796379529282007,108,85.22,Good
Guangdong,Guangzhou,Guangzhou_Station_10,41.963126,116.820089,2023-07-07,30.3,7.88,7.5,597.16,0.72,2.74,0.022009726476270863,0.5059097674735978,0.10087460338407017,2.13,27.22,4.89,5.396189860475424,0.45804327194961864,0.10736316075437458,109,62.21,Very Poor
Guangdong,Shenzhen,Shenzhen_Station_9,39.361329,101.608317,2023-12-03,11.48,6.97,8.77,496.73,3.39,2.56,0.019321307265523276,0.4641530108764502,0.11093154665446037,2.45,22.44,4.75,5.422233915569582,0.519124418406463,0.09449188974639355,89,4.09,Very Poor
Henan,Zhengzhou,Zhengzhou_Station_9,41.649875,112.391598,2023-09-25,17.35,6.6,7.79,396.48,1.16,2.03,0.022521031870811205,0.4947434791344697,0.11437615021890245,3.26,26.02,4.85,5.184296954544461,0.5030656671943419,0.0933307109959074,91,48.45,Poor
Hubei,Yichang,Yichang_Station_5,28.35643,110.978065,2023-08-05,12.42,7.68,11.29,475.1,0.19,2.43,0.01862871724577511,0.5388950440955067,0.11240054823766227,2.51,20.4,5.52,4.666090954362363,0.5025956112146943,0.09266760511720307,96,32.21,Poor
Guangdong,Guangzhou,Guangzhou_Station_8,26.856036,104.584787,2023-06-05,16.77,6.46,11.37,588.16,7.78,1.56,0.022519557319797535,0.5597679879864187,0.101769899372455,2.78,27.91,3.61,4.1973277689850015,0.5184632405610241,0.10012614274666021,102,98.65,Excellent
Yunnan,Dali,Dali_Station_7,42.71605,101.869134,2023-01-12,13.01,7.28,6.7,451.29,1.03,1.59,0.02359648647770084,0.5927684721422486,0.11102921405942745,3.2,19.58,4.24,5.594218333093354,0.4056375324039081,0.09849460532703347,102,28.0,Excellent
Zhejiang,Ningbo,Ningbo_Station_3,39.123203,115.35914,2023-10-25,16.69,7.29,6.47,319.51,3.54,1.77,0.019223398253606486,0.5417738743107902,0.11629617375211275,2.43,21.34,6.78,4.790592031662941,0.5316912074279754,0.09949532604378675,87,99.0,Moderate
Beijing,Beijing,Beijing_Station_7,41.566757,118.723211,2023-05-02,25.03,6.71,9.67,387.03,7.14,1.64,0.02215849864870111,0.5124128057708031,0.09325985633735207,3.08,20.45,4.49,5.008076215016436,0.48067655839194323,0.11172268972973853,109,16.37,Very Poor
Sichuan,Chengdu,Chengdu_Station_9,28.681149,103.542698,2023-11-13,21.97,6.79,8.58,707.54,2.22,1.86,0.018987752690479386,0.5435770656848495,0.11726058514399904,2.66,8.85,5.05,4.558197045667209,0.47500038358032626,0.09231000573841897,115,54.36,Poor
Yunnan,Kunming,Kunming_Station_8,40.381768,110.062302,2023-07-23,21.18,7.39,5.04,614.38,0.75,2.25,0.023682304672488632,0.4876989883273834,0.10848418235996642,2.76,22.02,2.91,4.878908310538645,0.530191775415247,0.09172797521707565,113,82.13,Poor
Henan,Luoyang,Luoyang_Station_2,24.801898,121.950265,2023-02-26,18.65,6.51,7.11,537.73,1.3,2.48,0.023709890923252947,0.5033117354084563,0.10114356143377569,2.18,21.4,2.94,4.795964456467307,0.48321814080770764,0.09813728721918125,97,94.73,Good
Shandong,Qingdao,Qingdao_Station_7,27.949988,103.22426,2023-10-30,21.4,6.44,12.89,512.92,0.09,2.89,0.01954628602346821,0.5482648126903747,0.10896781118235381,3.13,14.3,2.66,4.415915650806421,0.5165361272803288,0.09338130629498664,118,11.32,Very Poor
Shanghai,Shanghai,Shanghai_Station_1,41.821983,102.193845,2023-01-24,20.28,7.55,4.62,652.96,0.28,2.54,0.0232642826747502,0.5353912490466411,0.10837666838324767,2.89,23.14,5.27,5.62568769335052,0.42774658942891364,0.09642410678738145,99,17.64,Moderate
Jiangsu,Suzhou,Suzhou_Station_4,40.204767,103.719794,2023-04-02,6.52,6.97,7.54,569.62,4.34,1.49,0.024630384657259797,0.4957680270606835,0.1107221414166734,3.0,20.79,3.32,4.990523971265825,0.45967968658409575,0.09643318106263621,115,19.07,Very Poor
Jiangsu,Nanjing,Nanjing_Station_9,25.671504,121.03869,2023-12-15,19.84,6.73,6.57,510.64,7.47,2.69,0.023423892704848192,0.4945571573623344,0.10494728899295255,2.41,21.02,4.29,5.188332690810474,0.49977362303390294,0.08477486708872917,93,40.87,Excellent
Beijing,Beijing,Beijing_Station_4,30.785867,105.186028,2023-08-20,24.68,7.64,9.44,387.09,0.1,2.05,0.020354835348086867,0.48346732272967696,0.09262164433290282,2.82,18.85,4.81,4.8193532416416955,0.5269849576748058,0.1146137333426509,97,20.5,Poor
Shanghai,Shanghai,Shanghai_Station_8,24.591588,121.321029,2023-12-24,22.97,6.85,8.65,374.89,2.74,1.38,0.02485720402528719,0.5006585964064459,0.10242874767572793,3.38,12.93,5.25,4.651196763161448,0.4871410742353248,0.09833456675731966,122,14.01,Good
Sichuan,Mianyang,Mianyang_Station_6,33.296476,111.897126,2023-07-11,19.81,7.55,8.23,515.03,2.77,3.08,0.017951763477653922,0.516476030591419,0.09179494745051313,2.36,20.5,2.37,4.928473445228349,0.5279233716726801,0.09984398722681931,111,1.1,Excellent
Guangdong,Guangzhou,Guangzhou_Station_4,38.825218,108.347286,2023-06-14,21.28,7.49,11.33,601.44,0.96,1.92,0.02209375319950758,0.49284439335029345,0.11048892054489082,2.83,20.99,2.57,5.168086589830544,0.4782560480097757,0.09921887312965083,96,29.71,Very Poor
Sichuan,Mianyang,Mianyang_Station_6,37.848377,115.055612,2023-06-09,15.25,8.32,8.99,518.48,6.59,2.3,0.017214324193724637,0.5091283268025671,0.09969115265164223,2.16,24.94,3.65,5.3981886653386715,0.5472300305022961,0.11262530256995973,100,43.48,Good
Shanghai,Shanghai,Shanghai_Station_3,25.709125,121.77899,2023-07-14,23.54,6.72,9.26,597.26,1.59,1.12,0.02195015798414805,0.5011715922949127,0.10131273549716781,3.53,20.6,4.82,5.414049992917133,0.4978311164274203,0.09045198651073605,112,48.94,Moderate
Shandong,Jinan,Jinan_Station_10,33.324258,121.851032,2023-12-30,22.15,7.1,8.54,372.33,12.35,2.22,0.0219021655112132,0.5270193924874776,0.10215773408660717,2.77,24.43,2.59,4.978323186579042,0.48563023352956236,0.12461517253421306,107,31.53,Moderate
Hubei,Wuhan,Wuhan_Station_9,21.033143,111.136859,2023-10-07,27.23,7.1,10.06,351.44,10.86,1.33,0.02018222012411196,0.4686510683215516,0.09996892652974272,3.61,16.58,3.49,4.394517447315462,0.5164169621481349,0.10808086120702143,98,73.76,Good
Zhejiang,Ningbo,Ningbo_Station_4,21.262966,100.391229,2023-09-29,17.9,6.86,5.31,408.13,1.76,1.03,0.020245064354712038,0.5306380252227724,0.0899651216324061,2.92,15.87,6.31,5.345939611392202,0.5123362482461187,0.09116157194637253,100,17.65,Poor
Beijing,Beijing,Beijing_Station_4,39.674378,121.409449,2023-10-11,16.88,6.72,6.73,618.9,0.3,1.81,0.020593250504643366,0.45249844501671344,0.10890918122254233,3.17,18.12,3.29,4.792039143844073,0.5578537898999798,0.10370238339451276,102,87.75,Excellent
Shanghai,Shanghai,Shanghai_Station_4,35.251724,113.629876,2023-03-22,16.94,6.81,8.57,533.45,5.32,1.57,0.018291039740121667,0.5182025076429836,0.10305162610378105,3.44,15.25,3.16,4.976035534316873,0.5353078748102558,0.09357237509328797,82,49.51,Very Poor
Shanghai,Shanghai,Shanghai_Station_10,40.326352,100.152429,2023-07-09,32.63,6.73,7.02,604.42,5.67,1.18,0.020962768424174452,0.5744731032322589,0.10671953498906751,3.47,22.11,4.41,5.1432622288394905,0.5225222806162435,0.09339082742472726,105,75.27,Excellent
Yunnan,Dali,Dali_Station_2,28.910684,123.036966,2023-07-23,19.16,7.07,10.41,418.31,0.88,2.21,0.019659894626137694,0.452366456933744,0.10641380432669054,3.41,12.55,4.02,5.101179320543951,0.5166703074589805,0.11245167107793108,101,10.7,Very Poor
Shandong,Qingdao,Qingdao_Station_6,40.459325,100.017169,2023-04-08,21.25,7.79,7.81,527.9,5.01,2.09,0.021184719333248284,0.5827177705256902,0.10622999588318709,2.82,20.87,2.19,5.068261263193894,0.5223059188643759,0.09218017346825036,87,2.46,Excellent
Guangdong,Shenzhen,Shenzhen_Station_3,24.647425,109.881441,2023-06-08,27.83,6.97,6.89,688.12,1.6,1.39,0.022797362694140736,0.54163392236039,0.10517164616600307,3.56,26.55,3.78,4.5439467649974254,0.5075987336376357,0.12335847950708967,104,27.42,Poor
Guangdong,Shenzhen,Shenzhen_Station_7,30.100151,106.011096,2023-10-05,19.77,7.12,7.52,535.21,1.2,2.04,0.021769870785485458,0.49751760982343224,0.09395843637458906,3.25,19.86,4.27,4.9526754245570785,0.5359711349782827,0.11417642780322979,112,62.62,Moderate
Zhejiang,Ningbo,Ningbo_Station_4,31.776082,120.818523,2023-11-22,20.98,7.35,7.82,644.01,0.62,2.19,0.018104898206878692,0.4868982046460466,0.09838779384090174,2.63,19.93,2.41,5.020549111837279,0.48124647012145516,0.0986858843066365,99,7.24,Moderate
Jiangsu,Nanjing,Nanjing_Station_4,44.941576,124.584187,2023-02-18,17.74,5.79,4.83,576.04,5.94,2.19,0.02584246160565646,0.5657197754456422,0.07833493644467711,2.87,17.98,6.4,5.800893492884902,0.46106735455207826,0.15105655378658867,100,35.06,Poor
Yunnan,Dali,Dali_Station_8,29.365034,121.053163,2023-01-19,14.99,6.86,11.6,564.08,8.06,1.75,0.017676133091578304,0.5033053386235561,0.10467099069618574,3.91,21.79,4.39,5.0081634349306094,0.5926662738348583,0.1013885460997912,110,89.48,Excellent
Beijing,Beijing,Beijing_Station_10,34.80574,123.89624,2023-01-21,26.59,7.1,12.15,431.08,3.74,1.82,0.019053551754830735,0.49821676659550107,0.10175103301542178,3.31,25.65,6.97,5.606797764155025,0.5491582365194105,0.11576792344576603,104,68.02,Excellent
Zhejiang,Hangzhou,Hangzhou_Station_7,38.80463,103.096844,2023-06-11,18.71,6.17,8.8,564.72,6.79,1.07,0.022892606188336988,0.503376761171544,0.10712350724225038,2.95,28.9,2.37,5.439362823517829,0.48169991917248467,0.09055638105598973,91,63.16,Excellent
Shanghai,Shanghai,Shanghai_Station_9,24.401751,107.182222,2023-02-17,16.87,7.2,8.99,526.07,0.99,2.16,0.018463182906454816,0.49222312038934185,0.1028063284476179,2.92,25.31,1.77,5.05787938550287,0.5224014725471093,0.09716698847847738,97,25.81,Moderate
Shanghai,Shanghai,Shanghai_Station_2,31.763983,122.839636,2023-08-14,13.53,7.58,7.06,534.65,17.5,1.22,0.0191693204470191,0.49617601936616995,0.08958625150724624,2.87,26.17,4.65,4.849260136180036,0.5734884263245945,0.11770151553666608,89,73.64,Excellent
Shanghai,Shanghai,Shanghai_Station_8,43.655553,118.943604,2023-07-12,18.39,8.04,8.76,543.0,4.4,1.85,0.020688436950157256,0.5454534684505736,0.09352254879554203,3.02,16.56,3.87,5.424598189458654,0.4921763508052095,0.09406351685302639,100,14.83,Very Poor
Yunnan,Dali,Dali_Station_7,32.055866,118.803965,2023-07-29,24.58,7.17,10.0,210.37,3.36,1.56,0.02141405941060852,0.4833081569300602,0.0995571387208245,3.14,16.75,5.07,5.227983495621257,0.4955874109813223,0.09924672676132218,105,61.78,Moderate
Zhejiang,Hangzhou,Hangzhou_Station_4,28.21861,120.078164,2023-12-27,21.01,7.53,10.21,618.7,1.21,1.46,0.019112257026847667,0.523485974632387,0.11417132933696908,3.5,18.74,4.34,5.025520287335889,0.5486074116132045,0.106492692548521,97,66.76,Good
Shandong,Jinan,Jinan_Station_1,35.343173,102.290573,2023-11-20,22.99,7.35,7.4,637.57,8.51,2.06,0.017041465179397444,0.4863897318757352,0.09484344242310737,2.56,27.76,2.45,4.366564189416592,0.5170156128772803,0.10259325659788487,82,66.82,Very Poor
Yunnan,Kunming,Kunming_Station_2,29.874947,123.212833,2023-12-26,16.56,8.13,9.96,467.52,3.66,1.77,0.019873482678946064,0.4341477393801239,0.09276717471654591,3.72,10.88,6.33,5.261720653659068,0.5468000393335046,0.10515435242935212,115,92.7,Good
Yunnan,Dali,Dali_Station_4,33.481498,112.095714,2023-04-14,16.23,6.86,4.61,490.17,1.68,2.49,0.017792051322790874,0.5200066878513055,0.09040422190137228,3.76,23.87,3.4,5.0449346237892465,0.5316056090628725,0.10139485781757429,105,52.52,Very Poor
Sichuan,Mianyang,Mianyang_Station_10,28.827944,123.34357,2023-04-03,16.99,7.16,4.81,544.05,16.47,2.7,0.020540885566654392,0.4498342804885618,0.10422098205540284,3.24,20.7,5.21,5.076437920553005,0.514623446238403,0.11069676831490938,91,41.1,Moderate
Beijing,Beijing,Beijing_Station_9,38.775225,116.334919,2023-02-28,13.78,6.65,6.56,589.49,8.65,2.91,0.020358928153713908,0.5621141668019097,0.11190191177326422,4.11,13.81,4.52,4.941361262243779,0.523672097589003,0.10243562737816347,84,64.2,Poor
Shandong,Qingdao,Qingdao_Station_5,27.843065,116.04246,2023-09-07,24.82,8.11,6.89,363.02,4.51,2.16,0.022724833425605367,0.4804716853264816,0.10196805169521952,2.28,10.43,4.98,5.216470989553255,0.48222649859533107,0.11343568167229279,102,7.94,Good
Shandong,Qingdao,Qingdao_Station_1,25.941333,113.459267,2023-06-18,17.09,6.49,6.7,377.61,0.36,1.62,0.01880133862028378,0.4696941517562978,0.11540015842140401,3.52,20.54,4.46,5.347386645660936,0.48150629291291125,0.09543147116270845,105,73.07,Moderate
Shanghai,Shanghai,Shanghai_Station_1,23.338254,122.207838,2023-08-21,16.47,6.97,9.12,507.6,0.96,1.5,0.023122336039418996,0.47680916667389533,0.12294729495759278,3.79,18.47,5.31,4.121421282039151,0.47212718620721716,0.09702246253687719,118,84.2,Good
Jiangsu,Nanjing,Nanjing_Station_6,39.471234,100.147649,2023-07-08,31.6,7.2,8.38,469.09,0.68,2.25,0.021253222729723582,0.5809708558494241,0.11503923572675116,2.65,18.81,4.09,5.374380699362541,0.5162569030905217,0.09292999934139345,98,51.57,Moderate
Sichuan,Chengdu,Chengdu_Station_3,35.567404,104.55092,2023-11-27,19.97,7.42,8.16,490.11,2.4,2.28,0.01993649445266807,0.4928447266264127,0.11498234262711869,2.41,18.23,2.96,5.184999666700696,0.5230342354814539,0.10306598873575723,111,86.2,Poor
Hubei,Wuhan,Wuhan_Station_9,32.312004,107.244391,2023-02-15,19.87,7.41,10.78,555.78,0.96,0.74,0.021737531413613717,0.4804403969658199,0.10226062447810967,3.25,20.27,2.2,5.3208690244256305,0.5185865582588782,0.10079680934949664,85,21.6,Excellent
Zhejiang,Hangzhou,Hangzhou_Station_6,27.823326,117.585115,2023-06-11,27.65,7.61,7.57,649.07,0.3,1.72,0.01910026946509244,0.471222488293628,0.09398809174176229,3.15,16.86,4.02,5.365048657584336,0.5214364210060651,0.10576658399993732,104,42.61,Moderate
Hubei,Yichang,Yichang_Station_4,30.834977,109.086246,2023-05-01,13.17,6.89,5.66,319.8,8.79,2.44,0.021681893930534064,0.48885862607086117,0.08830229322916391,2.8,19.92,4.86,5.294298736099435,0.46428176566097834,0.10962543417407744,91,24.12,Good
Shanghai,Shanghai,Shanghai_Station_8,20.122618,118.536837,2023-10-04,19.92,7.29,8.24,402.69,3.03,1.4,0.013976959993318478,0.5400228499344606,0.09096295915850341,1.85,17.78,3.13,3.806068945901911,0.46379445391173135,0.08516600138403163,94,43.76,Very Poor
Sichuan,Chengdu,Chengdu_Station_4,44.285236,120.162211,2023-04-13,23.39,6.76,12.31,439.43,5.38,2.14,0.021690091907144236,0.5467479167066798,0.0928145651925059,2.4,20.31,4.09,4.659158486280263,0.5210297433126243,0.10407686622602341,83,7.21,Poor
Jiangsu,Nanjing,Nanjing_Station_7,29.75374,124.714451,2023-03-03,13.26,6.51,10.4,434.31,5.41,1.77,0.02009974864405508,0.4566979355424702,0.09534061909897029,2.61,24.4,4.61,4.794996085925439,0.5050442063255218,0.07270905722921839,86,77.46,Good
Sichuan,Chengdu,Chengdu_Station_7,34.161885,117.521896,2023-07-08,22.28,8.08,6.71,592.78,19.55,2.73,0.02109552759801308,0.5701533419968844,0.11502335055149424,2.57,21.8,4.56,5.149530666372983,0.4812794066939503,0.0970701940351475,98,61.29,Moderate
Henan,Luoyang,Luoyang_Station_1,36.090974,121.843824,2023-05-05,18.89,6.86,8.61,581.57,1.68,2.15,0.019274116716613703,0.5208684757163741,0.08684753097788413,3.61,19.3,4.89,4.943906896172932,0.49484428119281176,0.09427997195486881,120,16.48,Poor
Yunnan,Dali,Dali_Station_6,26.160169,100.966118,2023-03-14,22.0,6.67,6.94,558.64,3.52,2.25,0.021403494585157327,0.45424647686674285,0.1189757623878817,2.05,20.39,5.81,5.41571184614326,0.5495941470487686,0.0892823699125671,108,46.16,Moderate
Henan,Luoyang,Luoyang_Station_2,30.764663,100.69609,2023-08-15,18.95,6.57,6.84,558.86,4.05,2.36,0.021762180677935415,0.5582247768094624,0.10798530273432644,3.14,27.27,2.55,4.7959362904011895,0.5191535782774821,0.10555024996025963,96,72.21,Very Poor
Shandong,Jinan,Jinan_Station_4,37.52267,109.963604,2023-07-25,21.12,7.47,5.16,323.92,5.95,2.58,0.019326196288086028,0.4873084789226584,0.09908330284795339,4.11,18.52,4.13,4.722618298205348,0.4878397934690142,0.10186494925317646,103,80.5,Moderate
Shandong,Qingdao,Qingdao_Station_6,36.717554,122.005308,2023-04-27,23.89,6.72,6.36,499.66,0.3,2.56,0.01828764628699107,0.5218233619839401,0.09359170524676871,1.61,24.0,3.57,4.918189852245047,0.4812312008886934,0.09588733916307035,91,73.57,Poor
Shanghai,Shanghai,Shanghai_Station_9,40.833222,100.684414,2023-06-10,14.88,7.93,10.44,558.21,0.63,2.57,0.020095220243040366,0.5204737101489392,0.10191066247966343,2.37,21.74,2.59,4.96000744598285,0.5236334787518047,0.0970697747091549,100,94.07,Poor
Jiangsu,Nanjing,Nanjing_Station_9,28.892129,106.377935,2023-03-26,17.67,6.2,9.03,446.73,3.06,1.44,0.023007391977976775,0.5251740297079988,0.10489364739750885,1.56,19.2,4.9,4.990512719654949,0.4900425994563733,0.09176857458388099,87,65.7,Very Poor
Guangdong,Guangzhou,Guangzhou_Station_5,20.603622,112.724728,2023-01-26,19.5,6.9,6.24,417.31,11.84,1.58,0.018730481366385165,0.4872473064499479,0.0982003677889276,2.74,19.93,4.1,4.428555987698677,0.470868667182188,0.09895245642704609,115,66.38,Very Poor
Yunnan,Dali,Dali_Station_8,40.058341,104.139134,2023-04-08,20.33,7.26,4.87,447.09,6.56,1.44,0.025032900277032647,0.518331177293603,0.10619024409941771,3.04,21.74,3.19,4.7957581622392285,0.46081069722820445,0.09907455740693649,92,56.12,Good
Sichuan,Chengdu,Chengdu_Station_10,40.21937,112.917384,2023-01-23,14.92,7.03,8.86,569.31,0.35,2.19,0.02320083659948908,0.43994006018398674,0.0970323307845302,2.37,19.71,3.55,4.870649705731003,0.5015531429947266,0.09638938259076468,101,51.25,Poor
Jiangsu,Nanjing,Nanjing_Station_8,23.225819,114.470416,2023-08-23,19.09,7.69,6.71,420.08,0.9,2.58,0.019115893277814273,0.5135385750821924,0.09449067404493197,2.82,22.56,4.32,4.286540122772133,0.5124234072095675,0.10864827965653845,116,49.78,Poor
Shandong,Qingdao,Qingdao_Station_6,29.178298,115.964606,2023-06-08,21.49,6.62,7.15,614.84,7.47,1.08,0.023580028286984935,0.4506316675927225,0.1126143037733336,3.59,22.68,4.77,5.269156855579762,0.47503226193272496,0.1011261435805757,106,31.68,Excellent
Henan,Zhengzhou,Zhengzhou_Station_2,26.444931,117.025546,2023-07-06,18.33,6.8,6.09,542.36,2.9,1.63,0.017264729162981208,0.48174037698819805,0.09997303499205717,3.26,20.03,4.27,4.8503226126606025,0.4881697712507602,0.11284759395752886,89,42.75,Excellent
Zhejiang,Hangzhou,Hangzhou_Station_1,41.53046,123.350651,2023-06-13,25.94,8.29,9.16,532.58,0.41,1.6,0.019347026652296515,0.5120907784956219,0.10156994981818912,3.9,21.75,3.7,5.150847152136769,0.460588350563615,0.10326639080083311,96,82.82,Moderate
Shandong,Jinan,Jinan_Station_3,27.089769,118.446202,2023-04-19,15.0,6.75,9.68,554.67,0.53,1.72,0.015503145835350304,0.45483827526794957,0.10082278050167383,3.38,26.29,2.48,5.156420018293487,0.5236383687326338,0.10488548632414663,87,32.51,Moderate
