Province,City,Monitoring_Station,Latitude,Longitude,Date,Water_Temperature_C,pH,Dissolved_Oxygen_mg_L,Conductivity_uS_cm,Turbidity_NTU,Nitrate_mg_L,Nitrite_mg_L,Ammonia_N_mg_L,Total_Phosphorus_mg_L,Total_Nitrogen_mg_L,COD_mg_L,BOD_mg_L,Heavy_Metals_Pb_ug_L,Heavy_Metals_Cd_ug_L,Heavy_Metals_Hg_ug_L,Coliform_Count_CFU_100mL,Water_Quality_Index,Pollution_Level
Zhejiang,Ningbo,Ningbo_Station_1,44.548434,106.519985,2023-09-15,24.11,7.95,7.51,424.63,1.54,2.44,0.01756940515592116,0.46533269459571996,0.0940713642866845,4.37,20.47,2.59,4.679545041164046,0.31689453125,0.14795875549316406,96,92.83,Very Poor
Shandong,Qingdao,Qingdao_Station_9,30.253306,114.157183,2023-12-28,22.37,6.96,6.31,348.52,9.52,1.54,0.021949954574874996,0.48749105173523255,0.11150278101728268,3.32,28.81,4.23,3.218384290210083,0.714202880859375,0.09874725341796875,107,70.25,Moderate
Zhejiang,Ningbo,Ningbo_Station_7,25.694385,115.051176,2023-08-22,13.11,6.53,9.03,551.38,10.09,2.01,0.018615269815369664,0.5064538318060474,0.10851797076836853,3.67,24.94,4.23,5.526185206686063,0.27503204345703125,0.020313262939453125,84,3.59,Excellent
Henan,Luoyang,Luoyang_Station_6,32.368152,115.077808,2023-10-21,31.57,6.07,9.37,338.73,0.15,1.55,0.020719656821181414,0.5273744136321087,0.10507610906483007,3.27,13.65,6.39,8.656519344073663,0.7910919189453125,0.13918113708496094,95,27.08,Moderate
Yunnan,Dali,Dali_Station_1,30.094647,108.685749,2023-04-28,16.04,6.94,9.01,586.58,2.63,1.83,0.02043450793141192,0.5070657479766684,0.09349251401872735,3.47,26.33,4.38,8.274996996699588,0.235595703125,0.1904468536376953,92,75.78,Very Poor
Zhejiang,Hangzhou,Hangzhou_Station_4,37.44114,101.120714,2023-03-07,22.22,7.39,6.15,494.05,3.38,1.35,0.01648221449049896,0.48873208680280267,0.10078024414609733,3.77,26.62,3.87,4.115765264210409,0.5513916015625,0.21795082092285156,112,16.29,Poor
Zhejiang,Ningbo,Ningbo_Station_9,28.245944,106.644102,2023-09-16,21.0,6.7,8.14,461.47,14.09,1.05,0.02132935551651891,0.5377919260160893,0.10540445582845692,3.34,20.35,4.44,4.798348575195846,0.4020538330078125,0.11188125610351562,95,2.33,Moderate
Hubei,Yichang,Yichang_Station_7,43.396203,111.066512,2023-03-24,17.05,7.42,8.71,430.71,4.96,2.18,0.02107896683111931,0.5451154009383733,0.11214537762743708,3.28,16.45,2.21,2.349271763734337,0.38372802734375,0.15906715393066406,98,75.45,Moderate
Guangdong,Shenzhen,Shenzhen_Station_1,28.866637,118.733761,2023-04-09,26.53,7.01,9.36,468.97,2.46,1.86,0.021378400438501945,0.4952977679358288,0.10403302007571463,2.1,17.77,5.2,2.4615405430187156,0.6633224487304688,0.13100910186767578,109,49.44,Very Poor
Beijing,Beijing,Beijing_Station_5,34.324844,107.56774,2023-08-16,20.38,6.66,9.95,485.29,2.16,2.31,0.02110350286808201,0.47468880595808466,0.11630845961796872,3.28,24.36,5.15,3.963319966597492,0.3846282958984375,0.17049026489257812,83,55.84,Very Poor
Sichuan,Mianyang,Mianyang_Station_3,33.93337,105.833492,2023-11-01,24.29,6.92,7.96,399.75,0.06,1.66,0.02085191817180016,0.4762000151314972,0.11109840943528797,3.25,20.44,2.55,3.3032152909691637,0.4735107421875,0.11986160278320312,127,96.99,Good
Beijing,Beijing,Beijing_Station_6,30.601632,114.818788,2023-01-26,21.12,7.01,8.2,422.7,17.42,3.14,0.022352083078707775,0.48170143642238356,0.10935448470380386,3.6,29.08,3.89,6.969386582932853,0.19098663330078125,0.13997173309326172,90,35.34,Excellent
Zhejiang,Hangzhou,Hangzhou_Station_1,28.448851,106.930824,2023-06-26,16.2,7.08,8.68,687.62,1.85,2.29,0.02104191613374296,0.533601510283684,0.10361435606938268,3.35,19.34,3.93,4.445347360157414,0.58251953125,0.049198150634765625,111,46.87,Poor
Sichuan,Mianyang,Mianyang_Station_4,21.767467,124.428567,2023-04-18,12.03,6.7,8.01,504.7,7.33,1.84,0.02136697658696085,0.4937667218348545,0.10511940852345185,3.53,27.71,3.17,4.160628736801331,0.4934234619140625,0.1974811553955078,108,85.22,Good
Guangdong,Guangzhou,Guangzhou_Station_10,41.963126,116.820089,2023-07-07,30.3,7.88,7.5,597.16,0.72,2.74,0.020997026729590345,0.5270287330814938,0.09269655761342688,2.13,27.22,4.89,4.315127995248029,0.542877197265625,0.0,109,62.21,Very Poor
Guangdong,Shenzhen,Shenzhen_Station_9,39.361329,101.608317,2023-12-03,11.48,6.97,8.77,496.73,3.39,2.56,0.02023287165872011,0.48811105890107725,0.10637558975765943,2.45,22.44,4.75,4.285381933214355,0.94610595703125,0.08174324035644531,89,4.09,Very Poor
Henan,Zhengzhou,Zhengzhou_Station_9,41.649875,112.391598,2023-09-25,17.35,6.6,7.79,396.48,1.16,2.03,0.02246031795827422,0.49852492949839416,0.10556281506127599,3.26,26.02,4.85,3.5651799710932863,0.363311767578125,0.13309097290039062,91,48.45,Poor
Hubei,Yichang,Yichang_Station_5,28.35643,110.978065,2023-08-05,12.42,7.68,11.29,475.1,0.19,2.43,0.019657441469904856,0.5333703032251594,0.10734122346490531,2.51,20.4,5.52,0.3285822468820382,0.3283233642578125,0.04996490478515625,96,32.21,Poor
Guangdong,Guangzhou,Guangzhou_Station_8,26.856036,104.584787,2023-06-05,16.77,6.46,11.37,588.16,7.78,1.56,0.022278577120218957,0.5526302153461848,0.10574164210056443,2.78,27.91,3.61,3.523517852944917,0.773406982421875,0.03193855285644531,102,98.65,Excellent
Yunnan,Dali,Dali_Station_7,42.71605,101.869134,2023-01-12,13.01,7.28,6.7,451.29,1.03,1.59,0.02276184687552247,0.5570891980936087,0.11137173730373981,3.2,19.58,4.24,5.459724990260403,0.407867431640625,0.07387924194335938,102,28.0,Excellent
Zhejiang,Ningbo,Ningbo_Station_3,39.123203,115.35914,2023-10-25,16.69,7.29,6.47,319.51,3.54,1.77,0.020003363873992444,0.5050597656547949,0.10690504867294773,2.43,21.34,6.78,1.709917035064262,0.467437744140625,0.08019256591796875,87,99.0,Moderate
Beijing,Beijing,Beijing_Station_7,41.566757,118.723211,2023-05-02,25.03,6.71,9.67,387.03,7.14,1.64,0.022088726982121595,0.5209406161636089,0.09580959199933582,3.08,20.45,4.49,7.9713834852594765,0.493408203125,0.11158561706542969,109,16.37,Very Poor
Sichuan,Chengdu,Chengdu_Station_9,28.681149,103.542698,2023-11-13,21.97,6.79,8.58,707.54,2.22,1.86,0.02092218048595538,0.53706205419309,0.10668709631456649,2.66,8.85,5.05,3.2659545496379487,0.2108154296875,0.10468482971191406,115,54.36,Poor
Yunnan,Kunming,Kunming_Station_8,40.381768,110.062302,2023-07-23,21.18,7.39,5.04,614.38,0.75,2.25,0.023358971128969137,0.5041171316555769,0.11126858648825194,2.76,22.02,2.91,3.1124751970640054,0.80224609375,0.12162208557128906,113,82.13,Poor
Henan,Luoyang,Luoyang_Station_2,24.801898,121.950265,2023-02-26,18.65,6.51,7.11,537.73,1.3,2.48,0.02252968735617026,0.5002520600039055,0.10929519715981569,2.18,21.4,2.94,3.8136844854302425,0.538421630859375,0.14185333251953125,97,94.73,Good
Shandong,Qingdao,Qingdao_Station_7,27.949988,103.22426,2023-10-30,21.4,6.44,12.89,512.92,0.09,2.89,0.020754159835305725,0.539593405019544,0.10555984467510426,3.13,14.3,2.66,8.98914117464953,0.587158203125,0.11141204833984375,118,11.32,Very Poor
Shanghai,Shanghai,Shanghai_Station_1,41.821983,102.193845,2023-01-24,20.28,7.55,4.62,652.96,0.28,2.54,0.023340989303056284,0.5343979333441822,0.10960512996349894,2.89,23.14,5.27,3.0336608592009795,0.26190185546875,0.08718299865722656,99,17.64,Moderate
Jiangsu,Suzhou,Suzhou_Station_4,40.204767,103.719794,2023-04-02,6.52,6.97,7.54,569.62,4.34,1.49,0.02395610335692645,0.5056373977118328,0.10503470550523505,3.0,20.79,3.32,5.390269180932576,0.33740234375,0.1286907196044922,115,19.07,Very Poor
Jiangsu,Nanjing,Nanjing_Station_9,25.671504,121.03869,2023-12-15,19.84,6.73,6.57,510.64,7.47,2.69,0.021333217259577,0.5022141538257995,0.11124398466756584,2.41,21.02,4.29,4.619717475013065,0.47190093994140625,0.1288013458251953,93,40.87,Excellent
Beijing,Beijing,Beijing_Station_4,30.785867,105.186028,2023-08-20,24.68,7.64,9.44,387.09,0.1,2.05,0.02180997782784673,0.4999722974956779,0.09641683033196966,2.82,18.85,4.81,2.8236177268573632,0.599517822265625,0.11084365844726562,97,20.5,Poor
Shanghai,Shanghai,Shanghai_Station_8,24.591588,121.321029,2023-12-24,22.97,6.85,8.65,374.89,2.74,1.38,0.02314259828624775,0.4998488755849056,0.11011159830781704,3.38,12.93,5.25,0.8023579760124249,0.15097808837890625,0.0658712387084961,122,14.01,Good
Sichuan,Mianyang,Mianyang_Station_6,33.296476,111.897126,2023-07-11,19.81,7.55,8.23,515.03,2.77,3.08,0.018561789904692455,0.5179684070202977,0.09571582945740353,2.36,20.5,2.37,6.06913868516662,0.9225006103515625,0.1399097442626953,111,1.1,Excellent
Guangdong,Guangzhou,Guangzhou_Station_4,38.825218,108.347286,2023-06-14,21.28,7.49,11.33,601.44,0.96,1.92,0.021682038037630823,0.4924830147222954,0.10338984178403646,2.83,20.99,2.57,6.103815881213732,0.205352783203125,0.059741973876953125,96,29.71,Very Poor
Sichuan,Mianyang,Mianyang_Station_6,37.848377,115.055612,2023-06-09,15.25,8.32,8.99,518.48,6.59,2.3,0.019430465580053284,0.4920824306912663,0.10513889017390902,2.16,24.94,3.65,5.330205275453921,0.5828399658203125,0.08084869384765625,100,43.48,Good
Shanghai,Shanghai,Shanghai_Station_3,25.709125,121.77899,2023-07-14,23.54,6.72,9.26,597.26,1.59,1.12,0.021129537298504822,0.49941809365839135,0.10984469507113623,3.53,20.6,4.82,6.0564795488326,0.7715911865234375,0.1591777801513672,112,48.94,Moderate
Shandong,Jinan,Jinan_Station_10,33.324258,121.851032,2023-12-30,22.15,7.1,8.54,372.33,12.35,2.22,0.01943110412460428,0.5029441525400773,0.09515065071060122,2.77,24.43,2.59,5.792339030385211,0.299285888671875,0.1608257293701172,107,31.53,Moderate
Hubei,Wuhan,Wuhan_Station_9,21.033143,111.136859,2023-10-07,27.23,7.1,10.06,351.44,10.86,1.33,0.021030638016786913,0.4681885709637191,0.10685816719660825,3.61,16.58,3.49,0.1730539275455619,0.6493682861328125,0.12009906768798828,98,73.76,Good
Zhejiang,Ningbo,Ningbo_Station_4,21.262966,100.391229,2023-09-29,17.9,6.86,5.31,408.13,1.76,1.03,0.02033190456807792,0.53264132912713,0.09278358225407132,2.92,15.87,6.31,3.213629059619868,0.74774169921875,0.18210792541503906,100,17.65,Poor
Beijing,Beijing,Beijing_Station_4,39.674378,121.409449,2023-10-11,16.88,6.72,6.73,618.9,0.3,1.81,0.019802967015128008,0.46658071718038957,0.10212010859143683,3.17,18.12,3.29,3.3217113185751,0.96612548828125,0.15277099609375,102,87.75,Excellent
Shanghai,Shanghai,Shanghai_Station_4,35.251724,113.629876,2023-03-22,16.94,6.81,8.57,533.45,5.32,1.57,0.017929357810083195,0.5249639027730274,0.09916973094860598,3.44,15.25,3.16,5.069116235054233,0.6285858154296875,0.051604270935058594,82,49.51,Very Poor
Shanghai,Shanghai,Shanghai_Station_10,40.326352,100.152429,2023-07-09,32.63,6.73,7.02,604.42,5.67,1.18,0.019793029123995096,0.5197332991742912,0.10920053754667021,3.47,22.11,4.41,6.5111345188127565,0.623321533203125,0.14107704162597656,105,75.27,Excellent
Yunnan,Dali,Dali_Station_2,28.910684,123.036966,2023-07-23,19.16,7.07,10.41,418.31,0.88,2.21,0.018910316094435463,0.4599164483770449,0.10218286232494332,3.41,12.55,4.02,5.066302115194249,0.64251708984375,0.03364276885986328,101,10.7,Very Poor
Shandong,Qingdao,Qingdao_Station_6,40.459325,100.017169,2023-04-08,21.25,7.79,7.81,527.9,5.01,2.09,0.01986404200369941,0.5249658334773467,0.10944149562939381,2.82,20.87,2.19,6.4366508105565385,0.39532470703125,0.11489105224609375,87,2.46,Excellent
Guangdong,Shenzhen,Shenzhen_Station_3,24.647425,109.881441,2023-06-08,27.83,6.97,6.89,688.12,1.6,1.39,0.020623952411570525,0.520486881549208,0.10639604222983326,3.56,26.55,3.78,2.441615917430522,0.4968414306640625,0.131317138671875,104,27.42,Poor
Guangdong,Shenzhen,Shenzhen_Station_7,30.100151,106.011096,2023-10-05,19.77,7.12,7.52,535.21,1.2,2.04,0.02180607448215648,0.5070879992934292,0.09775272805728719,3.25,19.86,4.27,4.548888826016776,0.6441497802734375,0.14505577087402344,112,62.62,Moderate
Zhejiang,Ningbo,Ningbo_Station_4,31.776082,120.818523,2023-11-22,20.98,7.35,7.82,644.01,0.62,2.19,0.01920523201527831,0.48953776777433666,0.0970668102160591,2.63,19.93,2.41,6.109300028293867,0.36676025390625,0.1467456817626953,99,7.24,Moderate
Jiangsu,Nanjing,Nanjing_Station_4,44.941576,124.584187,2023-02-18,17.74,5.79,4.83,576.04,5.94,2.19,0.025030967180068434,0.5757314309764673,0.08413407426961639,2.87,17.98,6.4,4.599479979631025,0.57415771484375,0.19269561767578125,100,35.06,Poor
Yunnan,Dali,Dali_Station_8,29.365034,121.053163,2023-01-19,14.99,6.86,11.6,564.08,8.06,1.75,0.01885875148026631,0.49752506639628913,0.10514272725037828,3.91,21.79,4.39,6.171917440329556,0.38982391357421875,0.14887619018554688,110,89.48,Excellent
Beijing,Beijing,Beijing_Station_10,34.80574,123.89624,2023-01-21,26.59,7.1,12.15,431.08,3.74,1.82,0.019903598124285223,0.5099522046247446,0.10154086588130407,3.31,25.65,6.97,4.82373741792662,0.2993011474609375,0.13666057586669922,104,68.02,Excellent
Zhejiang,Hangzhou,Hangzhou_Station_7,38.80463,103.096844,2023-06-11,18.71,6.17,8.8,564.72,6.79,1.07,0.02174045454021059,0.5101336730136283,0.10176010381742304,2.95,28.9,2.37,3.363801405119745,0.686492919921875,0.110321044921875,91,63.16,Excellent
Shanghai,Shanghai,Shanghai_Station_9,24.401751,107.182222,2023-02-17,16.87,7.2,8.99,526.07,0.99,2.16,0.019798479374898516,0.49801070705992273,0.10252287748114103,2.92,25.31,1.77,5.445516220018641,0.273223876953125,0.1217193603515625,97,25.81,Moderate
Shanghai,Shanghai,Shanghai_Station_2,31.763983,122.839636,2023-08-14,13.53,7.58,7.06,534.65,17.5,1.22,0.01906451580641285,0.4818969127190687,0.09513996789394591,2.87,26.17,4.65,2.219293992093283,0.3458099365234375,0.12893390655517578,89,73.64,Excellent
Shanghai,Shanghai,Shanghai_Station_8,43.655553,118.943604,2023-07-12,18.39,8.04,8.76,543.0,4.4,1.85,0.02061859208435333,0.5207987384877736,0.09450929335084451,3.02,16.56,3.87,2.873851320744232,0.49041748046875,0.11877822875976562,100,14.83,Very Poor
Yunnan,Dali,Dali_Station_7,32.055866,118.803965,2023-07-29,24.58,7.17,10.0,210.37,3.36,1.56,0.021407403352350085,0.5022585460189015,0.10351661914892735,3.14,16.75,5.07,4.647781902817711,0.6256561279296875,0.04951763153076172,105,61.78,Moderate
Zhejiang,Hangzhou,Hangzhou_Station_4,28.21861,120.078164,2023-12-27,21.01,7.53,10.21,618.7,1.21,1.46,0.019186678352393554,0.5056824468832266,0.1103730044879995,3.5,18.74,4.34,7.7916772234643075,0.6266937255859375,0.11788034439086914,97,66.76,Good
Shandong,Jinan,Jinan_Station_1,35.343173,102.290573,2023-11-20,22.99,7.35,7.4,637.57,8.51,2.06,0.017816266489292264,0.48600508632592887,0.09754519851423549,2.56,27.76,2.45,4.409618885044493,0.23822021484375,0.0713043212890625,82,66.82,Very Poor
Yunnan,Kunming,Kunming_Station_2,29.874947,123.212833,2023-12-26,16.56,8.13,9.96,467.52,3.66,1.77,0.019124135839623076,0.4589362256969782,0.09779029068774178,3.72,10.88,6.33,6.200821989856226,0.6347198486328125,0.13194751739501953,115,92.7,Good
Yunnan,Dali,Dali_Station_4,33.481498,112.095714,2023-04-14,16.23,6.86,4.61,490.17,1.68,2.49,0.018285061981341125,0.5201158427049057,0.09553818083752488,3.76,23.87,3.4,1.7061771406382018,0.4753570556640625,0.08874893188476562,105,52.52,Very Poor
Sichuan,Mianyang,Mianyang_Station_10,28.827944,123.34357,2023-04-03,16.99,7.16,4.81,544.05,16.47,2.7,0.019002162731568552,0.45283013008419815,0.10184922430180929,3.24,20.7,5.21,5.863986491969987,0.46010589599609375,0.1147012710571289,91,41.1,Moderate
Beijing,Beijing,Beijing_Station_9,38.775225,116.334919,2023-02-28,13.78,6.65,6.56,589.49,8.65,2.91,0.02000278357245702,0.5163381398473441,0.10864535688599745,4.11,13.81,4.52,3.4962676848788474,0.4330596923828125,0.12272834777832031,84,64.2,Poor
Shandong,Qingdao,Qingdao_Station_5,27.843065,116.04246,2023-09-07,24.82,8.11,6.89,363.02,4.51,2.16,0.021456260659387497,0.4759525551968211,0.10660251647388191,2.28,10.43,4.98,7.358092909211603,0.5568389892578125,0.07172966003417969,102,7.94,Good
Shandong,Qingdao,Qingdao_Station_1,25.941333,113.459267,2023-06-18,17.09,6.49,6.7,377.61,0.36,1.62,0.020186859880872418,0.5039835543646588,0.11266458350943195,3.52,20.54,4.46,9.30353424656806,0.28340911865234375,0.04149484634399414,105,73.07,Moderate
Shanghai,Shanghai,Shanghai_Station_1,23.338254,122.207838,2023-08-21,16.47,6.97,9.12,507.6,0.96,1.5,0.02342627018472094,0.48435263588079625,0.11268653566277796,3.79,18.47,5.31,2.570010114518828,0.40924835205078125,0.029942035675048828,118,84.2,Good
Jiangsu,Nanjing,Nanjing_Station_6,39.471234,100.147649,2023-07-08,31.6,7.2,8.38,469.09,0.68,2.25,0.0185705417412956,0.5097612694535165,0.10864330667337317,2.65,18.81,4.09,6.023509605852125,0.372802734375,0.022729873657226562,98,51.57,Moderate
Sichuan,Chengdu,Chengdu_Station_3,35.567404,104.55092,2023-11-27,19.97,7.42,8.16,490.11,2.4,2.28,0.019781224689414637,0.508328595348107,0.10797516928451117,2.41,18.23,2.96,7.7293740155070045,0.492218017578125,0.10873222351074219,111,86.2,Poor
Hubei,Wuhan,Wuhan_Station_9,32.312004,107.244391,2023-02-15,19.87,7.41,10.78,555.78,0.96,0.74,0.022117609241880637,0.4847056196546099,0.09874093064134634,3.25,20.27,2.2,3.4518282062587575,0.0,0.10996246337890625,85,21.6,Excellent
Zhejiang,Hangzhou,Hangzhou_Station_6,27.823326,117.585115,2023-06-11,27.65,7.61,7.57,649.07,0.3,1.72,0.020563187582686496,0.48447648939721394,0.1037897640766749,3.15,16.86,4.02,3.486800534307836,0.21257781982421875,0.15012598037719727,104,42.61,Moderate
Hubei,Yichang,Yichang_Station_4,30.834977,109.086246,2023-05-01,13.17,6.89,5.66,319.8,8.79,2.44,0.021034321047110352,0.5020550619706627,0.09339373547018218,2.8,19.92,4.86,3.4639042480023354,0.545013427734375,0.04221630096435547,91,24.12,Good
Shanghai,Shanghai,Shanghai_Station_8,20.122618,118.536837,2023-10-04,19.92,7.29,8.24,402.69,3.03,1.4,0.016710560830609802,0.5132859106867453,0.09682020562366689,1.85,17.78,3.13,0.3810452022896867,0.5791244506835938,0.11304235458374023,94,43.76,Very Poor
Sichuan,Chengdu,Chengdu_Station_4,44.285236,120.162211,2023-04-13,23.39,6.76,12.31,439.43,5.38,2.14,0.020619606649358208,0.5132639004753191,0.10038606911250203,2.4,20.31,4.09,7.9869863396857985,0.476470947265625,0.10025787353515625,83,7.21,Poor
Jiangsu,Nanjing,Nanjing_Station_7,29.75374,124.714451,2023-03-03,13.26,6.51,10.4,434.31,5.41,1.77,0.019203696125965213,0.4301932393770182,0.10371372197624021,2.61,24.4,4.61,7.787783148458879,0.2510528564453125,0.06455612182617188,86,77.46,Good
Sichuan,Chengdu,Chengdu_Station_7,34.161885,117.521896,2023-07-08,22.28,8.08,6.71,592.78,19.55,2.73,0.0208358379257595,0.5396584330753718,0.11359485703724895,2.57,21.8,4.56,4.159385466198391,0.39459228515625,0.03923606872558594,98,61.29,Moderate
Henan,Luoyang,Luoyang_Station_1,36.090974,121.843824,2023-05-05,18.89,6.86,8.61,581.57,1.68,2.15,0.01885203502789113,0.522977199559592,0.0946234687630439,3.61,19.3,4.89,6.31047334986909,0.2832794189453125,0.12575912475585938,120,16.48,Poor
Yunnan,Dali,Dali_Station_6,26.160169,100.966118,2023-03-14,22.0,6.67,6.94,558.64,3.52,2.25,0.02064179236576289,0.48263702605564734,0.10765609135751429,2.05,20.39,5.81,6.584998524041671,0.571319580078125,0.15031814575195312,108,46.16,Moderate
Henan,Luoyang,Luoyang_Station_2,30.764663,100.69609,2023-08-15,18.95,6.57,6.84,558.86,4.05,2.36,0.022236869276350362,0.5387175680192997,0.10161252631890019,3.14,27.27,2.55,2.4743549708555466,0.4735107421875,0.06085777282714844,96,72.21,Very Poor
Shandong,Jinan,Jinan_Station_4,37.52267,109.963604,2023-07-25,21.12,7.47,5.16,323.92,5.95,2.58,0.020027308677110393,0.49103576314004627,0.099440651069966,4.11,18.52,4.13,3.4011454852675147,0.895233154296875,0.18904495239257812,103,80.5,Moderate
Shandong,Qingdao,Qingdao_Station_6,36.717554,122.005308,2023-04-27,23.89,6.72,6.36,499.66,0.3,2.56,0.018626905547531047,0.5198989155852809,0.09482718595347371,1.61,24.0,3.57,3.196969916502101,0.336822509765625,0.08648109436035156,91,73.57,Poor
Shanghai,Shanghai,Shanghai_Station_9,40.833222,100.684414,2023-06-10,14.88,7.93,10.44,558.21,0.63,2.57,0.02091420572476409,0.5178186345668195,0.10928948150232635,2.37,21.74,2.59,2.1807489855632913,0.43145751953125,0.140350341796875,100,94.07,Poor
Jiangsu,Nanjing,Nanjing_Station_9,28.892129,106.377935,2023-03-26,17.67,6.2,9.03,446.73,3.06,1.44,0.021571111187468347,0.5271567054739187,0.10388187326430916,1.56,19.2,4.9,6.255997063714147,0.566864013671875,0.048389434814453125,87,65.7,Very Poor
Guangdong,Guangzhou,Guangzhou_Station_5,20.603622,112.724728,2023-01-26,19.5,6.9,6.24,417.31,11.84,1.58,0.019979059338707437,0.48669436892806145,0.10283400769294011,2.74,19.93,4.1,3.0746958419675505,0.14255523681640625,0.04949665069580078,115,66.38,Very Poor
Yunnan,Dali,Dali_Station_8,40.058341,104.139134,2023-04-08,20.33,7.26,4.87,447.09,6.56,1.44,0.023922444981940252,0.5084238113149327,0.10347008866099858,3.04,21.74,3.19,4.223365038856573,0.4598388671875,0.0697021484375,92,56.12,Good
Sichuan,Chengdu,Chengdu_Station_10,40.21937,112.917384,2023-01-23,14.92,7.03,8.86,569.31,0.35,2.19,0.021980636506394324,0.4764814101778771,0.09963802715986318,2.37,19.71,3.55,8.80904528589916,0.86444091796875,0.05109596252441406,101,51.25,Poor
Jiangsu,Nanjing,Nanjing_Station_8,23.225819,114.470416,2023-08-23,19.09,7.69,6.71,420.08,0.9,2.58,0.019113351774321358,0.518190005729356,0.09949243578165386,2.82,22.56,4.32,5.046736675536153,0.5107955932617188,0.059613704681396484,116,49.78,Poor
Shandong,Qingdao,Qingdao_Station_6,29.178298,115.964606,2023-06-08,21.49,6.62,7.15,614.84,7.47,1.08,0.023650859474216506,0.46421522025778117,0.10710471882931843,3.59,22.68,4.77,4.6125835364042445,0.26177215576171875,0.10761880874633789,106,31.68,Excellent
Henan,Zhengzhou,Zhengzhou_Station_2,26.444931,117.025546,2023-07-06,18.33,6.8,6.09,542.36,2.9,1.63,0.01844755384753641,0.49890200677498003,0.10541647914959297,3.26,20.03,4.27,5.016095267296142,0.759429931640625,0.17058467864990234,89,42.75,Excellent
Zhejiang,Hangzhou,Hangzhou_Station_1,41.53046,123.350651,2023-06-13,25.94,8.29,9.16,532.58,0.41,1.6,0.019845305346152455,0.49936669012296053,0.10734782777118418,3.9,21.75,3.7,1.4888427905349695,0.487335205078125,0.16610145568847656,96,82.82,Moderate
Shandong,Jinan,Jinan_Station_3,27.089769,118.446202,2023-04-19,15.0,6.75,9.68,554.67,0.53,1.72,0.019010053539442504,0.4965293616405409,0.10726447964675724,3.38,26.29,2.48,7.446082693177142,0.46965789794921875,0.1563572883605957,87,32.51,Moderate
