Longitude,Latitude,Hg_linear_interpolated
122.63650422777778,18.7654381,0.2
122.91404208333333,18.7654381,0.2
123.19157993888889,18.7654381,0.04
123.46911779444444,18.7654381,0.04
123.74665565000001,18.7654381,0.04
124.02419350555556,18.7654381,0.05
124.30173136111111,18.7654381,0.05
124.57926921666667,18.7654381,0.05
124.85680707222222,18.7654381,0.2
125.13434492777779,18.7654381,0.2
125.41188278333334,18.7654381,0.2
125.68942063888889,18.7654381,0.2
125.96695849444444,18.7654381,0.2
126.24449635,18.7654381,0.2
98.76824864999999,19.043001633333333,0.07
99.04578650555554,19.043001633333333,0.07
99.3233243611111,19.043001633333333,0.07
99.60086221666666,19.043001633333333,0.07
99.8784000722222,19.043001633333333,0.07
100.15593792777777,19.043001633333333,0.15
100.43347578333332,19.043001633333333,0.15
100.71101363888889,19.043001633333333,0.15
100.98855149444444,19.043001633333333,0.15
101.26608934999999,19.043001633333333,0.13
101.54362720555555,19.043001633333333,0.13
101.8211650611111,19.043001633333333,0.13
102.09870291666665,19.043001633333333,0.09
102.37624077222222,19.043001633333333,0.09
102.65377862777777,19.043001633333333,0.09
102.93131648333332,19.043001633333333,0.14
103.20885433888888,19.043001633333333,0.07
103.48639219444443,19.043001633333333,0.09
103.76393005,19.043001633333333,0.09
104.04146790555555,19.043001633333333,0.09
104.3190057611111,19.043001633333333,0.09
104.59654361666666,19.043001633333333,0.09
104.87408147222222,19.043001633333333,0.09
105.15161932777777,19.043001633333333,0.09
105.42915718333333,19.043001633333333,0.0378230275879779
105.70669503888888,19.043001633333333,0.0378230275879779
105.98423289444443,19.043001633333333,0.0378230275879779
106.26177075,19.043001633333333,0.11
106.53930860555555,19.043001633333333,0.11
106.81684646111111,19.043001633333333,0.11
107.09438431666666,19.043001633333333,0.11
107.37192217222221,19.043001633333333,0.11
107.64946002777778,19.043001633333333,0.11
107.92699788333333,19.043001633333333,0.11
108.20453573888888,19.043001633333333,0.17
108.48207359444444,19.043001633333333,0.11
108.75961145,19.043001633333333,0.11
109.03714930555554,19.043001633333333,0.11
109.31468716111111,19.043001633333333,0.11
109.59222501666666,19.043001633333333,0.15
109.86976287222222,19.043001633333333,0.15
110.14730072777778,19.043001633333333,0.15
110.42483858333333,19.043001633333333,0.11
110.70237643888889,19.043001633333333,0.11
110.97991429444444,19.043001633333333,0.11
111.25745214999999,19.043001633333333,0.11
111.53499000555556,19.043001633333333,0.03
111.8125278611111,19.043001633333333,0.03
112.09006571666666,19.043001633333333,0.03
112.36760357222222,19.043001633333333,0.1
112.64514142777777,19.043001633333333,0.1
112.92267928333334,19.043001633333333,0.1
113.20021713888889,19.043001633333333,0.1
113.47775499444444,19.043001633333333,0.1
113.75529285,19.043001633333333,0.03
114.03283070555555,19.043001633333333,0.03
114.3103685611111,19.043001633333333,0.03
114.58790641666667,19.043001633333333,0.06
114.86544427222222,19.043001633333333,0.06
115.14298212777777,19.043001633333333,0.06
115.42051998333334,19.043001633333333,0.1
115.69805783888889,19.043001633333333,0.1
115.97559569444445,19.043001633333333,0.1
116.25313355,19.043001633333333,0.1
116.53067140555555,19.043001633333333,0.1
116.8082092611111,19.043001633333333,0.1
117.08574711666667,19.043001633333333,0.01
117.36328497222222,19.043001633333333,0.01
117.64082282777778,19.043001633333333,0.01
117.91836068333333,19.043001633333333,0.01
118.19589853888888,19.043001633333333,0.11
118.47343639444445,19.043001633333333,0.11
118.75097425,19.043001633333333,0.1
119.02851210555556,19.043001633333333,0.1
119.30604996111111,19.043001633333333,0.1
119.58358781666666,19.043001633333333,0.08
119.86112567222222,19.043001633333333,0.08
120.13866352777778,19.043001633333333,0.09
120.41620138333333,19.043001633333333,0.06
120.6937392388889,19.043001633333333,0.06
120.97127709444445,19.043001633333333,0.06
121.24881495,19.043001633333333,0.06
121.52635280555556,19.043001633333333,0.2
121.80389066111111,19.043001633333333,0.2
122.08142851666668,19.043001633333333,0.2
122.35896637222223,19.043001633333333,0.2
122.63650422777778,19.043001633333333,0.2
122.91404208333333,19.043001633333333,0.2
123.19157993888889,19.043001633333333,0.04
123.46911779444444,19.043001633333333,0.04
123.74665565000001,19.043001633333333,0.04
124.02419350555556,19.043001633333333,0.05
124.30173136111111,19.043001633333333,0.05
124.57926921666667,19.043001633333333,0.05
124.85680707222222,19.043001633333333,0.2
125.13434492777779,19.043001633333333,0.2
125.41188278333334,19.043001633333333,0.2
125.68942063888889,19.043001633333333,0.2
125.96695849444444,19.043001633333333,0.2
126.24449635,19.043001633333333,0.2
98.76824864999999,19.32056516666667,0.07
99.04578650555554,19.32056516666667,0.07
99.3233243611111,19.32056516666667,0.07
99.60086221666666,19.32056516666667,0.07
99.8784000722222,19.32056516666667,0.07
100.15593792777777,19.32056516666667,0.15
100.43347578333332,19.32056516666667,0.15
100.71101363888889,19.32056516666667,0.15
100.98855149444444,19.32056516666667,0.15
101.26608934999999,19.32056516666667,0.13
101.54362720555555,19.32056516666667,0.13
101.8211650611111,19.32056516666667,0.13
102.09870291666665,19.32056516666667,0.09
102.37624077222222,19.32056516666667,0.09
102.65377862777777,19.32056516666667,0.09
102.93131648333332,19.32056516666667,0.14
103.20885433888888,19.32056516666667,0.07
103.48639219444443,19.32056516666667,0.09
103.76393005,19.32056516666667,0.09
104.04146790555555,19.32056516666667,0.09
104.3190057611111,19.32056516666667,0.09
104.59654361666666,19.32056516666667,0.09
104.87408147222222,19.32056516666667,0.09
105.15161932777777,19.32056516666667,0.09
105.42915718333333,19.32056516666667,0.0378230275879779
105.70669503888888,19.32056516666667,0.0378230275879779
105.98423289444443,19.32056516666667,0.11
106.26177075,19.32056516666667,0.11
106.53930860555555,19.32056516666667,0.11
106.81684646111111,19.32056516666667,0.11
107.09438431666666,19.32056516666667,0.11
107.37192217222221,19.32056516666667,0.11
107.64946002777778,19.32056516666667,0.11
107.92699788333333,19.32056516666667,0.17
108.20453573888888,19.32056516666667,0.17
108.48207359444444,19.32056516666667,0.11
108.75961145,19.32056516666667,0.11
109.03714930555554,19.32056516666667,0.11
109.31468716111111,19.32056516666667,0.11
109.59222501666666,19.32056516666667,0.15
109.86976287222222,19.32056516666667,0.15
110.14730072777778,19.32056516666667,0.15
110.42483858333333,19.32056516666667,0.11
110.70237643888889,19.32056516666667,0.11
110.97991429444444,19.32056516666667,0.11
111.25745214999999,19.32056516666667,0.11
111.53499000555556,19.32056516666667,0.03
111.8125278611111,19.32056516666667,0.03
112.09006571666666,19.32056516666667,0.03
112.36760357222222,19.32056516666667,0.1
112.64514142777777,19.32056516666667,0.1
112.92267928333334,19.32056516666667,0.1
113.20021713888889,19.32056516666667,0.1
113.47775499444444,19.32056516666667,0.1
113.75529285,19.32056516666667,0.1
114.03283070555555,19.32056516666667,0.03
114.3103685611111,19.32056516666667,0.03
114.58790641666667,19.32056516666667,0.06
114.86544427222222,19.32056516666667,0.06
115.14298212777777,19.32056516666667,0.06
115.42051998333334,19.32056516666667,0.1
115.69805783888889,19.32056516666667,0.1
115.97559569444445,19.32056516666667,0.1
116.25313355,19.32056516666667,0.1
116.53067140555555,19.32056516666667,0.1
116.8082092611111,19.32056516666667,0.1
117.08574711666667,19.32056516666667,0.01
117.36328497222222,19.32056516666667,0.01
117.64082282777778,19.32056516666667,0.01
117.91836068333333,19.32056516666667,0.01
118.19589853888888,19.32056516666667,0.11
118.47343639444445,19.32056516666667,0.11
118.75097425,19.32056516666667,0.1
119.02851210555556,19.32056516666667,0.1
119.30604996111111,19.32056516666667,0.1
119.58358781666666,19.32056516666667,0.08
119.86112567222222,19.32056516666667,0.09
120.13866352777778,19.32056516666667,0.09
120.41620138333333,19.32056516666667,0.06
120.6937392388889,19.32056516666667,0.06
120.97127709444445,19.32056516666667,0.06
121.24881495,19.32056516666667,0.06
121.52635280555556,19.32056516666667,0.2
121.80389066111111,19.32056516666667,0.2
122.08142851666668,19.32056516666667,0.2
122.35896637222223,19.32056516666667,0.2
122.63650422777778,19.32056516666667,0.2
122.91404208333333,19.32056516666667,0.2
123.19157993888889,19.32056516666667,0.04
123.46911779444444,19.32056516666667,0.04
123.74665565000001,19.32056516666667,0.04
124.02419350555556,19.32056516666667,0.05
124.30173136111111,19.32056516666667,0.05
124.57926921666667,19.32056516666667,0.05
124.85680707222222,19.32056516666667,0.2
125.13434492777779,19.32056516666667,0.2
125.41188278333334,19.32056516666667,0.2
125.68942063888889,19.32056516666667,0.2
125.96695849444444,19.32056516666667,0.2
126.24449635,19.32056516666667,0.2
98.76824864999999,19.5981287,0.07
99.04578650555554,19.5981287,0.07
99.3233243611111,19.5981287,0.07
99.60086221666666,19.5981287,0.07
99.8784000722222,19.5981287,0.07
100.15593792777777,19.5981287,0.07
100.43347578333332,19.5981287,0.15
100.71101363888889,19.5981287,0.15
100.98855149444444,19.5981287,0.15
101.26608934999999,19.5981287,0.13
101.54362720555555,19.5981287,0.13
101.8211650611111,19.5981287,0.09
102.09870291666665,19.5981287,0.09
102.37624077222222,19.5981287,0.09
102.65377862777777,19.5981287,0.14
102.93131648333332,19.5981287,0.14
103.20885433888888,19.5981287,0.07
103.48639219444443,19.5981287,0.07
103.76393005,19.5981287,0.09
104.04146790555555,19.5981287,0.09
104.3190057611111,19.5981287,0.09
104.59654361666666,19.5981287,0.09
104.87408147222222,19.5981287,0.09
105.15161932777777,19.5981287,0.09
105.42915718333333,19.5981287,0.0378230275879779
105.70669503888888,19.5981287,0.0378230275879779
105.98423289444443,19.5981287,0.11
106.26177075,19.5981287,0.11
106.53930860555555,19.5981287,0.11
106.81684646111111,19.5981287,0.11
107.09438431666666,19.5981287,0.11
107.37192217222221,19.5981287,0.11
107.64946002777778,19.5981287,0.11
107.92699788333333,19.5981287,0.17
108.20453573888888,19.5981287,0.17
108.48207359444444,19.5981287,0.11
108.75961145,19.5981287,0.11
109.03714930555554,19.5981287,0.11
109.31468716111111,19.5981287,0.11
109.59222501666666,19.5981287,0.15
109.86976287222222,19.5981287,0.15
110.14730072777778,19.5981287,0.15
110.42483858333333,19.5981287,0.15
110.70237643888889,19.5981287,0.11
110.97991429444444,19.5981287,0.11
111.25745214999999,19.5981287,0.11
111.53499000555556,19.5981287,0.03
111.8125278611111,19.5981287,0.03
112.09006571666666,19.5981287,0.03
112.36760357222222,19.5981287,0.1
112.64514142777777,19.5981287,0.1
112.92267928333334,19.5981287,0.1
113.20021713888889,19.5981287,0.1
113.47775499444444,19.5981287,0.1
113.75529285,19.5981287,0.1
114.03283070555555,19.5981287,0.03
114.3103685611111,19.5981287,0.03
114.58790641666667,19.5981287,0.06
114.86544427222222,19.5981287,0.06
115.14298212777777,19.5981287,0.06
115.42051998333334,19.5981287,0.01
115.69805783888889,19.5981287,0.1
115.97559569444445,19.5981287,0.1
116.25313355,19.5981287,0.1
116.53067140555555,19.5981287,0.1
116.8082092611111,19.5981287,0.01
117.08574711666667,19.5981287,0.01
117.36328497222222,19.5981287,0.01
117.64082282777778,19.5981287,0.01
117.91836068333333,19.5981287,0.01
118.19589853888888,19.5981287,0.11
118.47343639444445,19.5981287,0.11
118.75097425,19.5981287,0.1
119.02851210555556,19.5981287,0.1
119.30604996111111,19.5981287,0.08
119.58358781666666,19.5981287,0.08
119.86112567222222,19.5981287,0.09
120.13866352777778,19.5981287,0.09
120.41620138333333,19.5981287,0.06
120.6937392388889,19.5981287,0.06
120.97127709444445,19.5981287,0.06
121.24881495,19.5981287,0.06
121.52635280555556,19.5981287,0.2
121.80389066111111,19.5981287,0.2
122.08142851666668,19.5981287,0.2
122.35896637222223,19.5981287,0.2
122.63650422777778,19.5981287,0.2
122.91404208333333,19.5981287,0.14
123.19157993888889,19.5981287,0.09
123.46911779444444,19.5981287,0.04
123.74665565000001,19.5981287,0.04
124.02419350555556,19.5981287,0.05
124.30173136111111,19.5981287,0.05
124.57926921666667,19.5981287,0.05
124.85680707222222,19.5981287,0.2
125.13434492777779,19.5981287,0.2
125.41188278333334,19.5981287,0.2
125.68942063888889,19.5981287,0.2
125.96695849444444,19.5981287,0.2
126.24449635,19.5981287,0.2
98.76824864999999,19.875692233333336,0.07
99.04578650555554,19.875692233333336,0.07
99.3233243611111,19.875692233333336,0.07
99.60086221666666,19.875692233333336,0.07
99.8784000722222,19.875692233333336,0.07
100.15593792777777,19.875692233333336,0.07
100.43347578333332,19.875692233333336,0.15
100.71101363888889,19.875692233333336,0.15
100.98855149444444,19.875692233333336,0.15
101.26608934999999,19.875692233333336,0.13
101.54362720555555,19.875692233333336,0.13
101.8211650611111,19.875692233333336,0.09
102.09870291666665,19.875692233333336,0.09
102.37624077222222,19.875692233333336,0.09
102.65377862777777,19.875692233333336,0.14
102.93131648333332,19.875692233333336,0.14
103.20885433888888,19.875692233333336,0.07
103.48639219444443,19.875692233333336,0.07
103.76393005,19.875692233333336,0.09
104.04146790555555,19.875692233333336,0.09
104.3190057611111,19.875692233333336,0.09
104.59654361666666,19.875692233333336,0.09
104.87408147222222,19.875692233333336,0.09
105.15161932777777,19.875692233333336,0.09
105.42915718333333,19.875692233333336,0.0378230275879779
105.70669503888888,19.875692233333336,0.0378230275879779
105.98423289444443,19.875692233333336,0.11
106.26177075,19.875692233333336,0.11
106.53930860555555,19.875692233333336,0.13
106.81684646111111,19.875692233333336,0.11
107.09438431666666,19.875692233333336,0.11
107.37192217222221,19.875692233333336,0.11
107.64946002777778,19.875692233333336,0.17
107.92699788333333,19.875692233333336,0.17
108.20453573888888,19.875692233333336,0.17
108.48207359444444,19.875692233333336,0.11
108.75961145,19.875692233333336,0.11
109.03714930555554,19.875692233333336,0.11
109.31468716111111,19.875692233333336,0.15
109.59222501666666,19.875692233333336,0.15
109.86976287222222,19.875692233333336,0.15
110.14730072777778,19.875692233333336,0.15
110.42483858333333,19.875692233333336,0.15
110.70237643888889,19.875692233333336,0.11
110.97991429444444,19.875692233333336,0.11
111.25745214999999,19.875692233333336,0.11
111.53499000555556,19.875692233333336,0.03
111.8125278611111,19.875692233333336,0.03
112.09006571666666,19.875692233333336,0.03
112.36760357222222,19.875692233333336,0.1
112.64514142777777,19.875692233333336,0.1
112.92267928333334,19.875692233333336,0.1
113.20021713888889,19.875692233333336,0.1
113.47775499444444,19.875692233333336,0.1
113.75529285,19.875692233333336,0.1
114.03283070555555,19.875692233333336,0.03
114.3103685611111,19.875692233333336,0.03
114.58790641666667,19.875692233333336,0.06
114.86544427222222,19.875692233333336,0.06
115.14298212777777,19.875692233333336,0.06
115.42051998333334,19.875692233333336,0.01
115.69805783888889,19.875692233333336,0.01
115.97559569444445,19.875692233333336,0.1
116.25313355,19.875692233333336,0.1
116.53067140555555,19.875692233333336,0.1
116.8082092611111,19.875692233333336,0.01
117.08574711666667,19.875692233333336,0.01
117.36328497222222,19.875692233333336,0.01
117.64082282777778,19.875692233333336,0.01
117.91836068333333,19.875692233333336,0.01
118.19589853888888,19.875692233333336,0.11
118.47343639444445,19.875692233333336,0.11
118.75097425,19.875692233333336,0.1
119.02851210555556,19.875692233333336,0.1
119.30604996111111,19.875692233333336,0.08
119.58358781666666,19.875692233333336,0.08
119.86112567222222,19.875692233333336,0.09
120.13866352777778,19.875692233333336,0.17
120.41620138333333,19.875692233333336,0.06
120.6937392388889,19.875692233333336,0.06
120.97127709444445,19.875692233333336,0.06
121.24881495,19.875692233333336,0.11
121.52635280555556,19.875692233333336,0.11
121.80389066111111,19.875692233333336,0.2
122.08142851666668,19.875692233333336,0.2
122.35896637222223,19.875692233333336,0.2
122.63650422777778,19.875692233333336,0.14
122.91404208333333,19.875692233333336,0.09
123.19157993888889,19.875692233333336,0.09
123.46911779444444,19.875692233333336,0.04
123.74665565000001,19.875692233333336,0.04
124.02419350555556,19.875692233333336,0.05
124.30173136111111,19.875692233333336,0.05
124.57926921666667,19.875692233333336,0.05
124.85680707222222,19.875692233333336,0.2
125.13434492777779,19.875692233333336,0.2
125.41188278333334,19.875692233333336,0.2
125.68942063888889,19.875692233333336,0.2
125.96695849444444,19.875692233333336,0.2
126.24449635,19.875692233333336,0.2
98.76824864999999,20.153255766666668,0.07
99.04578650555554,20.153255766666668,0.07
99.3233243611111,20.153255766666668,0.07
99.60086221666666,20.153255766666668,0.07
99.8784000722222,20.153255766666668,0.07
100.15593792777777,20.153255766666668,0.07
100.43347578333332,20.153255766666668,0.07
100.71101363888889,20.153255766666668,0.12673767564592556
100.98855149444444,20.153255766666668,0.1363671584278746
101.26608934999999,20.153255766666668,0.13501736236598674
101.54362720555555,20.153255766666668,0.13034442915785238
101.8211650611111,20.153255766666668,0.12567149594971827
102.09870291666665,20.153255766666668,0.12099856274158417
102.37624077222222,20.153255766666668,0.1163256295334498
102.65377862777777,20.153255766666668,0.1103441106986187
102.93131648333332,20.153255766666668,0.10325700302855584
103.20885433888888,20.153255766666668,0.09616989535849264
103.48639219444443,20.153255766666668,0.09085150247795035
103.76393005,20.153255766666668,0.09743088400874216
104.04146790555555,20.153255766666668,0.09211488552771967
104.3190057611111,20.153255766666668,0.10181856404987151
104.59654361666666,20.153255766666668,0.10153486247536508
104.87408147222222,20.153255766666668,0.07797204454000163
105.15161932777777,20.153255766666668,0.059944198600655973
105.42915718333333,20.153255766666668,0.05973922060163258
105.70669503888888,20.153255766666668,0.059671215906218114
105.98423289444443,20.153255766666668,0.06002801893641341
106.26177075,20.153255766666668,0.07580271647034476
106.53930860555555,20.153255766666668,0.0915774140042753
106.81684646111111,20.153255766666668,0.10735211153820666
107.09438431666666,20.153255766666668,0.10404729395442974
107.37192217222221,20.153255766666668,0.05580512035113057
107.64946002777778,20.153255766666668,0.15502258473140246
107.92699788333333,20.153255766666668,0.12543748454980902
108.20453573888888,20.153255766666668,0.10999999999999999
108.48207359444444,20.153255766666668,0.10999999999999999
108.75961145,20.153255766666668,0.11000000000000001
109.03714930555554,20.153255766666668,0.10999999999999999
109.31468716111111,20.153255766666668,0.11
109.59222501666666,20.153255766666668,0.10730122470210987
109.86976287222222,20.153255766666668,0.09224532036548827
110.14730072777778,20.153255766666668,0.07718941602886742
110.42483858333333,20.153255766666668,0.06213351169224657
110.70237643888889,20.153255766666668,0.050018839246095854
110.97991429444444,20.153255766666668,0.04968660910634569
111.25745214999999,20.153255766666668,0.04935437896659554
111.53499000555556,20.153255766666668,0.049022148826845365
111.8125278611111,20.153255766666668,0.048689918687095206
112.09006571666666,20.153255766666668,0.048357688547345054
112.36760357222222,20.153255766666668,0.048025458407594875
112.64514142777777,20.153255766666668,0.04769322826784472
112.92267928333334,20.153255766666668,0.04786362677487947
113.20021713888889,20.153255766666668,0.04899785666190122
113.47775499444444,20.153255766666668,0.050132086548922976
113.75529285,20.153255766666668,0.051266316435944786
114.03283070555555,20.153255766666668,0.052400546322966535
114.3103685611111,20.153255766666668,0.0535347762099883
114.58790641666667,20.153255766666668,0.054669006097010114
114.86544427222222,20.153255766666668,0.055803235984031856
115.14298212777777,20.153255766666668,0.07346090471823447
115.42051998333334,20.153255766666668,0.05550409499800104
115.69805783888889,20.153255766666668,0.03754728527776852
115.97559569444445,20.153255766666668,0.10196172815170583
116.25313355,20.153255766666668,0.10482318821720027
116.53067140555555,20.153255766666668,0.06547020872506282
116.8082092611111,20.153255766666668,0.05706242521639314
117.08574711666667,20.153255766666668,0.048654641707723045
117.36328497222222,20.153255766666668,0.0560918462894106
117.64082282777778,20.153255766666668,0.06442444893587063
117.91836068333333,20.153255766666668,0.07275705158233021
118.19589853888888,20.153255766666668,0.0810896542287898
118.47343639444445,20.153255766666668,0.10216068377262603
118.75097425,20.153255766666668,0.111770797992335
119.02851210555556,20.153255766666668,0.11094166527677493
119.30604996111111,20.153255766666668,0.08859744084386734
119.58358781666666,20.153255766666668,0.08505469124682528
119.86112567222222,20.153255766666668,0.08355947342992316
120.13866352777778,20.153255766666668,0.08095513192800155
120.41620138333333,20.153255766666668,0.12167794041767692
120.6937392388889,20.153255766666668,0.10730683794253669
120.97127709444445,20.153255766666668,0.09630024491208064
121.24881495,20.153255766666668,0.10091140329746588
121.52635280555556,20.153255766666668,0.13477001256386778
121.80389066111111,20.153255766666668,0.15911933942409692
122.08142851666668,20.153255766666668,0.17538404276975958
122.35896637222223,20.153255766666668,0.16596802306876496
122.63650422777778,20.153255766666668,0.14337189551944382
122.91404208333333,20.153255766666668,0.1145323717013976
123.19157993888889,20.153255766666668,0.10677350652640312
123.46911779444444,20.153255766666668,0.09901464135140907
123.74665565000001,20.153255766666668,0.04
124.02419350555556,20.153255766666668,0.05
124.30173136111111,20.153255766666668,0.05
124.57926921666667,20.153255766666668,0.05
124.85680707222222,20.153255766666668,0.2
125.13434492777779,20.153255766666668,0.2
125.41188278333334,20.153255766666668,0.2
125.68942063888889,20.153255766666668,0.2
125.96695849444444,20.153255766666668,0.2
126.24449635,20.153255766666668,0.2
98.76824864999999,20.4308193,0.14
99.04578650555554,20.4308193,0.14
99.3233243611111,20.4308193,0.14
99.60086221666666,20.4308193,0.07
99.8784000722222,20.4308193,0.07
100.15593792777777,20.4308193,0.07
100.43347578333332,20.4308193,0.060582055860582004
100.71101363888889,20.4308193,0.10299873842269962
100.98855149444444,20.4308193,0.14841622890991094
101.26608934999999,20.4308193,0.07612889762281472
101.54362720555555,20.4308193,0.12085722864731316
101.8211650611111,20.4308193,0.14808679514212453
102.09870291666665,20.4308193,0.08801772327168297
102.37624077222222,20.4308193,0.12148234346702483
102.65377862777777,20.4308193,0.13436044628939559
102.93131648333332,20.4308193,0.12461977560719747
103.20885433888888,20.4308193,0.10304704181871369
103.48639219444443,20.4308193,0.07689541991368948
103.76393005,20.4308193,0.050085426825280735
104.04146790555555,20.4308193,0.07604653344110487
104.3190057611111,20.4308193,0.0933841685543832
104.59654361666666,20.4308193,0.08291966519037067
104.87408147222222,20.4308193,0.05693722345689777
105.15161932777777,20.4308193,0.030954781723424897
105.42915718333333,20.4308193,0.02240817081673582
105.70669503888888,20.4308193,0.03867788483307104
105.98423289444443,20.4308193,0.08554104123957303
106.26177075,20.4308193,0.1447339511981754
106.53930860555555,20.4308193,0.13643342842049347
106.81684646111111,20.4308193,0.09128783889178181
107.09438431666666,20.4308193,0.0494925571695443
107.37192217222221,20.4308193,0.06646287400338825
107.64946002777778,20.4308193,0.07150245974021396
107.92699788333333,20.4308193,0.1556710630242974
108.20453573888888,20.4308193,0.13888048850298462
108.48207359444444,20.4308193,0.11584834322763399
108.75961145,20.4308193,0.10617671298225059
109.03714930555554,20.4308193,0.11169927241709676
109.31468716111111,20.4308193,0.127498308651841
109.59222501666666,20.4308193,0.14329734488658444
109.86976287222222,20.4308193,0.14523225992450411
110.14730072777778,20.4308193,0.13627967185271578
110.42483858333333,20.4308193,0.1244546381953423
110.70237643888889,20.4308193,0.11262960453796819
110.97991429444444,20.4308193,0.10080457088059473
111.25745214999999,20.4308193,0.11253593524505694
111.53499000555556,20.4308193,0.13093943332514754
111.8125278611111,20.4308193,0.1120176431248952
112.09006571666666,20.4308193,0.12202931780711937
112.36760357222222,20.4308193,0.1260302131483875
112.64514142777777,20.4308193,0.07822077597258217
112.92267928333334,20.4308193,0.07992034389282057
113.20021713888889,20.4308193,0.0784353820606337
113.47775499444444,20.4308193,0.07378677118393474
113.75529285,20.4308193,0.06778768187961334
114.03283070555555,20.4308193,0.061788592575292275
114.3103685611111,20.4308193,0.055789503270971194
114.58790641666667,20.4308193,0.07746940174814215
114.86544427222222,20.4308193,0.07031765268298522
115.14298212777777,20.4308193,0.0637901330399659
115.42051998333334,20.4308193,0.053672159898752535
115.69805783888889,20.4308193,0.06597676777727442
115.97559569444445,20.4308193,0.11083805331229611
116.25313355,20.4308193,0.12872530475747687
116.53067140555555,20.4308193,0.13698776225101175
116.8082092611111,20.4308193,0.0601999814576337
117.08574711666667,20.4308193,0.010831206909813092
117.36328497222222,20.4308193,0.020270630917493457
117.64082282777778,20.4308193,0.031668026578321434
117.91836068333333,20.4308193,0.04490544192262162
118.19589853888888,20.4308193,0.08559945982187908
118.47343639444445,20.4308193,0.10487165325569986
118.75097425,20.4308193,0.12240475568817977
119.02851210555556,20.4308193,0.13277986194398506
119.30604996111111,20.4308193,0.11946445686770434
119.58358781666666,20.4308193,0.09947733221929413
119.86112567222222,20.4308193,0.09652234569008156
120.13866352777778,20.4308193,0.12851126986673203
120.41620138333333,20.4308193,0.16584146610684472
120.6937392388889,20.4308193,0.19756483514526677
120.97127709444445,20.4308193,0.177376272257738
121.24881495,20.4308193,0.15245095779528217
121.52635280555556,20.4308193,0.08768289840363534
121.80389066111111,20.4308193,0.11890354472488633
122.08142851666668,20.4308193,0.13702700155015968
122.35896637222223,20.4308193,0.12834463722149425
122.63650422777778,20.4308193,0.13354974968269048
122.91404208333333,20.4308193,0.12046537825429007
