Longitude,Latitude,Pb_linear_interpolated
113.20021713888889,19.043001633333333,10.24
113.47775499444444,19.043001633333333,10.24
113.75529285,19.043001633333333,4.07
114.03283070555555,19.043001633333333,4.07
114.3103685611111,19.043001633333333,4.07
114.58790641666667,19.043001633333333,3.59
114.86544427222222,19.043001633333333,3.59
115.14298212777777,19.043001633333333,3.59
115.42051998333334,19.043001633333333,6.08
115.69805783888889,19.043001633333333,6.08
115.97559569444445,19.043001633333333,6.08
116.25313355,19.043001633333333,6.08
116.53067140555555,19.043001633333333,6.08
116.8082092611111,19.043001633333333,6.08
117.08574711666667,19.043001633333333,4.88
117.36328497222222,19.043001633333333,6.2
117.64082282777778,19.043001633333333,6.2
117.91836068333333,19.043001633333333,6.2
118.19589853888888,19.043001633333333,0.45
118.47343639444445,19.043001633333333,0.45
118.75097425,19.043001633333333,6.15
119.02851210555556,19.043001633333333,6.15
119.30604996111111,19.043001633333333,6.15
119.58358781666666,19.043001633333333,2.61
119.86112567222222,19.043001633333333,2.61
120.13866352777778,19.043001633333333,6.02
120.41620138333333,19.043001633333333,4.88
120.6937392388889,19.043001633333333,4.88
120.97127709444445,19.043001633333333,4.88
121.24881495,19.043001633333333,4.88
121.52635280555556,19.043001633333333,8.33
121.80389066111111,19.043001633333333,8.33
122.08142851666668,19.043001633333333,8.33
122.35896637222223,19.043001633333333,8.33
122.63650422777778,19.043001633333333,8.33
122.91404208333333,19.043001633333333,8.33
123.19157993888889,19.043001633333333,8.47
123.46911779444444,19.043001633333333,8.47
123.74665565000001,19.043001633333333,8.47
124.02419350555556,19.043001633333333,3.83
124.30173136111111,19.043001633333333,3.83
124.57926921666667,19.043001633333333,3.83
124.85680707222222,19.043001633333333,3.309880082025576
125.13434492777779,19.043001633333333,3.309880082025576
125.41188278333334,19.043001633333333,3.309880082025576
125.68942063888889,19.043001633333333,3.309880082025576
125.96695849444444,19.043001633333333,3.309880082025576
126.24449635,19.043001633333333,3.309880082025576
98.76824864999999,19.32056516666667,4.91
99.04578650555554,19.32056516666667,4.91
99.3233243611111,19.32056516666667,4.91
99.60086221666666,19.32056516666667,4.91
99.8784000722222,19.32056516666667,4.91
100.15593792777777,19.32056516666667,2.06
100.43347578333332,19.32056516666667,2.06
100.71101363888889,19.32056516666667,2.06
100.98855149444444,19.32056516666667,2.06
101.26608934999999,19.32056516666667,5.86
101.54362720555555,19.32056516666667,5.86
101.8211650611111,19.32056516666667,5.86
102.09870291666665,19.32056516666667,6.94
102.37624077222222,19.32056516666667,6.94
102.65377862777777,19.32056516666667,6.94
102.93131648333332,19.32056516666667,5.46
103.20885433888888,19.32056516666667,5.49
103.48639219444443,19.32056516666667,6.19
103.76393005,19.32056516666667,6.19
104.04146790555555,19.32056516666667,6.19
104.3190057611111,19.32056516666667,6.19
104.59654361666666,19.32056516666667,7.59
104.87408147222222,19.32056516666667,7.59
105.15161932777777,19.32056516666667,7.59
105.42915718333333,19.32056516666667,6.79
105.70669503888888,19.32056516666667,6.79
105.98423289444443,19.32056516666667,5.45
106.26177075,19.32056516666667,5.45
106.53930860555555,19.32056516666667,3.61
106.81684646111111,19.32056516666667,3.61
107.09438431666666,19.32056516666667,3.61
107.37192217222221,19.32056516666667,3.61
107.64946002777778,19.32056516666667,3.61
107.92699788333333,19.32056516666667,4.7
108.20453573888888,19.32056516666667,4.7
108.48207359444444,19.32056516666667,6.96
108.75961145,19.32056516666667,6.96
109.03714930555554,19.32056516666667,6.96
109.31468716111111,19.32056516666667,6.96
109.59222501666666,19.32056516666667,7.06
109.86976287222222,19.32056516666667,7.06
110.14730072777778,19.32056516666667,7.06
110.42483858333333,19.32056516666667,2.98
110.70237643888889,19.32056516666667,2.98
110.97991429444444,19.32056516666667,2.98
111.25745214999999,19.32056516666667,2.98
111.53499000555556,19.32056516666667,6.49
111.8125278611111,19.32056516666667,6.49
112.09006571666666,19.32056516666667,6.49
112.36760357222222,19.32056516666667,2.91
112.64514142777777,19.32056516666667,2.91
112.92267928333334,19.32056516666667,2.91
113.20021713888889,19.32056516666667,10.24
113.47775499444444,19.32056516666667,10.24
113.75529285,19.32056516666667,10.24
114.03283070555555,19.32056516666667,4.07
114.3103685611111,19.32056516666667,4.07
114.58790641666667,19.32056516666667,3.59
114.86544427222222,19.32056516666667,3.59
115.14298212777777,19.32056516666667,3.59
115.42051998333334,19.32056516666667,6.08
115.69805783888889,19.32056516666667,6.08
115.97559569444445,19.32056516666667,6.08
116.25313355,19.32056516666667,6.08
116.53067140555555,19.32056516666667,6.08
116.8082092611111,19.32056516666667,6.08
117.08574711666667,19.32056516666667,4.88
117.36328497222222,19.32056516666667,6.2
117.64082282777778,19.32056516666667,6.2
117.91836068333333,19.32056516666667,6.2
118.19589853888888,19.32056516666667,0.45
118.47343639444445,19.32056516666667,0.45
118.75097425,19.32056516666667,6.15
119.02851210555556,19.32056516666667,6.15
119.30604996111111,19.32056516666667,6.15
119.58358781666666,19.32056516666667,2.61
119.86112567222222,19.32056516666667,6.02
120.13866352777778,19.32056516666667,6.02
120.41620138333333,19.32056516666667,4.88
120.6937392388889,19.32056516666667,4.88
120.97127709444445,19.32056516666667,4.88
121.24881495,19.32056516666667,4.88
121.52635280555556,19.32056516666667,8.33
121.80389066111111,19.32056516666667,8.33
122.08142851666668,19.32056516666667,8.33
122.35896637222223,19.32056516666667,8.33
122.63650422777778,19.32056516666667,8.33
122.91404208333333,19.32056516666667,8.33
123.19157993888889,19.32056516666667,8.47
123.46911779444444,19.32056516666667,8.47
123.74665565000001,19.32056516666667,8.47
124.02419350555556,19.32056516666667,3.83
124.30173136111111,19.32056516666667,3.83
124.57926921666667,19.32056516666667,3.83
124.85680707222222,19.32056516666667,3.309880082025576
125.13434492777779,19.32056516666667,3.309880082025576
125.41188278333334,19.32056516666667,3.309880082025576
125.68942063888889,19.32056516666667,3.309880082025576
125.96695849444444,19.32056516666667,3.309880082025576
126.24449635,19.32056516666667,3.309880082025576
98.76824864999999,19.5981287,4.91
99.04578650555554,19.5981287,4.91
99.3233243611111,19.5981287,4.91
99.60086221666666,19.5981287,4.91
99.8784000722222,19.5981287,4.91
100.15593792777777,19.5981287,4.91
100.43347578333332,19.5981287,2.06
100.71101363888889,19.5981287,2.06
100.98855149444444,19.5981287,2.06
101.26608934999999,19.5981287,5.86
101.54362720555555,19.5981287,5.86
101.8211650611111,19.5981287,6.94
102.09870291666665,19.5981287,6.94
102.37624077222222,19.5981287,6.94
102.65377862777777,19.5981287,5.46
102.93131648333332,19.5981287,5.46
103.20885433888888,19.5981287,5.49
103.48639219444443,19.5981287,5.49
103.76393005,19.5981287,6.19
104.04146790555555,19.5981287,6.19
104.3190057611111,19.5981287,6.19
104.59654361666666,19.5981287,7.59
104.87408147222222,19.5981287,7.59
105.15161932777777,19.5981287,7.59
105.42915718333333,19.5981287,6.79
105.70669503888888,19.5981287,6.79
105.98423289444443,19.5981287,5.45
106.26177075,19.5981287,5.45
106.53930860555555,19.5981287,5.45
106.81684646111111,19.5981287,3.61
107.09438431666666,19.5981287,3.61
107.37192217222221,19.5981287,3.61
107.64946002777778,19.5981287,3.61
107.92699788333333,19.5981287,4.7
108.20453573888888,19.5981287,4.7
108.48207359444444,19.5981287,6.96
108.75961145,19.5981287,6.96
109.03714930555554,19.5981287,6.96
109.31468716111111,19.5981287,6.96
109.59222501666666,19.5981287,7.06
109.86976287222222,19.5981287,7.06
110.14730072777778,19.5981287,7.06
110.42483858333333,19.5981287,7.06
110.70237643888889,19.5981287,2.98
110.97991429444444,19.5981287,2.98
111.25745214999999,19.5981287,2.98
111.53499000555556,19.5981287,6.49
111.8125278611111,19.5981287,6.49
112.09006571666666,19.5981287,6.49
112.36760357222222,19.5981287,2.91
112.64514142777777,19.5981287,2.91
112.92267928333334,19.5981287,2.91
113.20021713888889,19.5981287,10.24
113.47775499444444,19.5981287,10.24
113.75529285,19.5981287,10.24
114.03283070555555,19.5981287,4.07
114.3103685611111,19.5981287,4.07
114.58790641666667,19.5981287,3.59
114.86544427222222,19.5981287,3.59
115.14298212777777,19.5981287,5.09
115.42051998333334,19.5981287,2.86
115.69805783888889,19.5981287,6.08
115.97559569444445,19.5981287,6.08
116.25313355,19.5981287,6.08
116.53067140555555,19.5981287,6.08
116.8082092611111,19.5981287,4.88
117.08574711666667,19.5981287,4.88
117.36328497222222,19.5981287,6.2
117.64082282777778,19.5981287,6.2
117.91836068333333,19.5981287,6.2
118.19589853888888,19.5981287,0.45
118.47343639444445,19.5981287,0.45
118.75097425,19.5981287,6.15
119.02851210555556,19.5981287,6.15
119.30604996111111,19.5981287,2.61
119.58358781666666,19.5981287,2.61
119.86112567222222,19.5981287,6.02
120.13866352777778,19.5981287,6.02
120.41620138333333,19.5981287,4.88
120.6937392388889,19.5981287,4.88
120.97127709444445,19.5981287,4.88
121.24881495,19.5981287,4.88
121.52635280555556,19.5981287,8.33
121.80389066111111,19.5981287,8.33
122.08142851666668,19.5981287,8.33
122.35896637222223,19.5981287,8.33
122.63650422777778,19.5981287,8.33
122.91404208333333,19.5981287,6.51
123.19157993888889,19.5981287,4.55
123.46911779444444,19.5981287,8.47
123.74665565000001,19.5981287,8.47
124.02419350555556,19.5981287,3.83
124.30173136111111,19.5981287,3.83
124.57926921666667,19.5981287,3.83
124.85680707222222,19.5981287,3.309880082025576
125.13434492777779,19.5981287,3.309880082025576
125.41188278333334,19.5981287,3.309880082025576
125.68942063888889,19.5981287,3.309880082025576
125.96695849444444,19.5981287,3.309880082025576
126.24449635,19.5981287,3.309880082025576
98.76824864999999,19.875692233333336,4.91
99.04578650555554,19.875692233333336,4.91
99.3233243611111,19.875692233333336,4.91
99.60086221666666,19.875692233333336,4.91
99.8784000722222,19.875692233333336,4.91
100.15593792777777,19.875692233333336,4.91
100.43347578333332,19.875692233333336,2.06
100.71101363888889,19.875692233333336,2.06
100.98855149444444,19.875692233333336,2.06
101.26608934999999,19.875692233333336,5.86
101.54362720555555,19.875692233333336,5.86
101.8211650611111,19.875692233333336,6.94
102.09870291666665,19.875692233333336,6.94
102.37624077222222,19.875692233333336,6.94
102.65377862777777,19.875692233333336,5.46
102.93131648333332,19.875692233333336,5.46
103.20885433888888,19.875692233333336,5.49
103.48639219444443,19.875692233333336,5.49
103.76393005,19.875692233333336,6.35
104.04146790555555,19.875692233333336,6.19
104.3190057611111,19.875692233333336,6.19
104.59654361666666,19.875692233333336,7.59
104.87408147222222,19.875692233333336,7.59
105.15161932777777,19.875692233333336,7.59
105.42915718333333,19.875692233333336,6.79
105.70669503888888,19.875692233333336,6.79
105.98423289444443,19.875692233333336,5.45
106.26177075,19.875692233333336,5.45
106.53930860555555,19.875692233333336,8.23
106.81684646111111,19.875692233333336,3.61
107.09438431666666,19.875692233333336,3.61
107.37192217222221,19.875692233333336,3.61
107.64946002777778,19.875692233333336,4.7
107.92699788333333,19.875692233333336,4.7
108.20453573888888,19.875692233333336,4.7
108.48207359444444,19.875692233333336,6.96
108.75961145,19.875692233333336,6.96
109.03714930555554,19.875692233333336,6.96
109.31468716111111,19.875692233333336,7.06
109.59222501666666,19.875692233333336,7.06
109.86976287222222,19.875692233333336,7.06
110.14730072777778,19.875692233333336,7.06
110.42483858333333,19.875692233333336,7.06
110.70237643888889,19.875692233333336,2.98
110.97991429444444,19.875692233333336,2.98
111.25745214999999,19.875692233333336,2.98
111.53499000555556,19.875692233333336,6.49
111.8125278611111,19.875692233333336,6.49
112.09006571666666,19.875692233333336,6.49
112.36760357222222,19.875692233333336,2.91
112.64514142777777,19.875692233333336,2.91
112.92267928333334,19.875692233333336,2.91
113.20021713888889,19.875692233333336,10.24
113.47775499444444,19.875692233333336,10.24
113.75529285,19.875692233333336,10.24
114.03283070555555,19.875692233333336,4.07
114.3103685611111,19.875692233333336,4.07
114.58790641666667,19.875692233333336,3.59
114.86544427222222,19.875692233333336,3.59
115.14298212777777,19.875692233333336,5.09
115.42051998333334,19.875692233333336,2.86
115.69805783888889,19.875692233333336,2.86
115.97559569444445,19.875692233333336,6.08
116.25313355,19.875692233333336,6.08
116.53067140555555,19.875692233333336,6.08
116.8082092611111,19.875692233333336,4.88
117.08574711666667,19.875692233333336,4.88
117.36328497222222,19.875692233333336,6.2
117.64082282777778,19.875692233333336,6.2
117.91836068333333,19.875692233333336,6.2
118.19589853888888,19.875692233333336,0.45
118.47343639444445,19.875692233333336,0.45
118.75097425,19.875692233333336,6.15
119.02851210555556,19.875692233333336,6.15
119.30604996111111,19.875692233333336,2.61
119.58358781666666,19.875692233333336,2.61
119.86112567222222,19.875692233333336,6.02
120.13866352777778,19.875692233333336,4.88
120.41620138333333,19.875692233333336,4.88
120.6937392388889,19.875692233333336,4.88
120.97127709444445,19.875692233333336,4.88
121.24881495,19.875692233333336,2.67
121.52635280555556,19.875692233333336,2.67
121.80389066111111,19.875692233333336,8.33
122.08142851666668,19.875692233333336,8.33
122.35896637222223,19.875692233333336,8.33
122.63650422777778,19.875692233333336,6.51
122.91404208333333,19.875692233333336,4.55
123.19157993888889,19.875692233333336,4.55
123.46911779444444,19.875692233333336,8.47
123.74665565000001,19.875692233333336,8.47
124.02419350555556,19.875692233333336,3.83
124.30173136111111,19.875692233333336,3.83
124.57926921666667,19.875692233333336,3.83
124.85680707222222,19.875692233333336,3.309880082025576
125.13434492777779,19.875692233333336,3.309880082025576
125.41188278333334,19.875692233333336,3.309880082025576
125.68942063888889,19.875692233333336,3.309880082025576
125.96695849444444,19.875692233333336,3.309880082025576
126.24449635,19.875692233333336,3.309880082025576
98.76824864999999,20.153255766666668,4.91
99.04578650555554,20.153255766666668,4.91
99.3233243611111,20.153255766666668,4.91
99.60086221666666,20.153255766666668,4.91
99.8784000722222,20.153255766666668,4.91
100.15593792777777,20.153255766666668,4.91
100.43347578333332,20.153255766666668,4.91
100.71101363888889,20.153255766666668,3.8772938588485375
100.98855149444444,20.153255766666668,4.25615072729162
101.26608934999999,20.153255766666668,4.488216118270245
101.54362720555555,20.153255766666668,4.825198365264155
101.8211650611111,20.153255766666668,5.162180612258048
102.09870291666665,20.153255766666668,5.499162859251941
102.37624077222222,20.153255766666668,5.8361451062458505
102.65377862777777,20.153255766666668,6.0668886753829065
102.93131648333332,20.153255766666668,6.207874040156395
103.20885433888888,20.153255766666668,6.3488594049298905
103.48639219444443,20.153255766666668,6.437457437548922
103.76393005,20.153255766666668,6.173656845088159
104.04146790555555,20.153255766666668,6.017669988899891
104.3190057611111,20.153255766666668,5.7729172860544535
104.59654361666666,20.153255766666668,6.507124511871938
104.87408147222222,20.153255766666668,7.308240369462419
105.15161932777777,20.153255766666668,7.128917113145395
105.42915718333333,20.153255766666668,6.6932480851865455
105.70669503888888,20.153255766666668,6.255920874817281
105.98423289444443,20.153255766666668,5.818027734416473
106.26177075,20.153255766666668,5.359594832149655
106.53930860555555,20.153255766666668,4.901161929882861
106.81684646111111,20.153255766666668,4.442729027616042
107.09438431666666,20.153255766666668,4.5386950722667105
107.37192217222221,20.153255766666668,1.8467383281659093
107.64946002777778,20.153255766666668,4.540012122803044
107.92699788333333,20.153255766666668,5.147831861589568
108.20453573888888,20.153255766666668,5.265717508939179
108.48207359444444,20.153255766666668,4.849000707096555
108.75961145,20.153255766666668,4.432283905253952
109.03714930555554,20.153255766666668,4.01556710341135
109.31468716111111,20.153255766666668,3.598850301568725
109.59222501666666,20.153255766666668,3.369894047549437
109.86976287222222,20.153255766666668,4.000654169194858
110.14730072777778,20.153255766666668,4.631414290840246
110.42483858333333,20.153255766666668,5.262174412485634
110.70237643888889,20.153255766666668,5.782714050843302
110.97991429444444,20.153255766666668,5.861715403991634
111.25745214999999,20.153255766666668,5.940716757139965
111.53499000555556,20.153255766666668,6.019718110288301
111.8125278611111,20.153255766666668,6.098719463436633
112.09006571666666,20.153255766666668,6.177720816584965
112.36760357222222,20.153255766666668,6.2567221697333
112.64514142777777,20.153255766666668,6.335723522881632
112.92267928333334,20.153255766666668,6.317095916495368
113.20021713888889,20.153255766666668,6.111256826249537
113.47775499444444,20.153255766666668,5.905417736003706
113.75529285,20.153255766666668,5.699578645757864
114.03283070555555,20.153255766666668,5.493739555512033
114.3103685611111,20.153255766666668,5.287900465266203
114.58790641666667,20.153255766666668,5.082061375020361
114.86544427222222,20.153255766666668,4.87622228477453
115.14298212777777,20.153255766666668,4.453707933347941
115.42051998333334,20.153255766666668,4.097047248640806
115.69805783888889,20.153255766666668,3.7403865639336873
115.97559569444445,20.153255766666668,6.056603494977219
116.25313355,20.153255766666668,5.17662997580574
116.53067140555555,20.153255766666668,5.848425981353467
116.8082092611111,20.153255766666668,5.994827719096734
117.08574711666667,20.153255766666668,6.141229456840009
117.36328497222222,20.153255766666668,5.258527816120598
117.64082282777778,20.153255766666668,4.3176716871635215
117.91836068333333,20.153255766666668,3.3768155582064945
118.19589853888888,20.153255766666668,2.4359594292494657
118.47343639444445,20.153255766666668,1.0191557161579285
118.75097425,20.153255766666668,2.4226633620400095
119.02851210555556,20.153255766666668,5.222854391922883
119.30604996111111,20.153255766666668,2.7836145412061457
119.58358781666666,20.153255766666668,4.2126248495840946
119.86112567222222,20.153255766666668,4.847083400133907
120.13866352777778,20.153255766666668,5.403890801704348
120.41620138333333,20.153255766666668,4.81978531355666
120.6937392388889,20.153255766666668,4.311640131048225
120.97127709444445,20.153255766666668,3.847962094096688
121.24881495,20.153255766666668,3.8045216062085725
121.52635280555556,20.153255766666668,4.60366568812805
121.80389066111111,20.153255766666668,5.968920404178208
122.08142851666668,20.153255766666668,7.470051283989802
122.35896637222223,20.153255766666668,7.195943163509951
122.63650422777778,20.153255766666668,7.480456890046174
122.91404208333333,20.153255766666668,8.096237421417229
123.19157993888889,20.153255766666668,6.739567224356856
123.46911779444444,20.153255766666668,5.382897027296554
123.74665565000001,20.153255766666668,8.47
124.02419350555556,20.153255766666668,3.83
124.30173136111111,20.153255766666668,3.83
124.57926921666667,20.153255766666668,3.83
124.85680707222222,20.153255766666668,3.309880082025576
125.13434492777779,20.153255766666668,3.309880082025576
125.41188278333334,20.153255766666668,3.309880082025576
125.68942063888889,20.153255766666668,3.309880082025576
125.96695849444444,20.153255766666668,3.309880082025576
126.24449635,20.153255766666668,3.309880082025576
98.76824864999999,20.4308193,3.79
99.04578650555554,20.4308193,3.79
99.3233243611111,20.4308193,3.79
99.60086221666666,20.4308193,4.91
99.8784000722222,20.4308193,4.91
100.15593792777777,20.4308193,4.91
100.43347578333332,20.4308193,5.557061413646649
100.71101363888889,20.4308193,3.0836368611159
100.98855149444444,20.4308193,5.069461109623089
101.26608934999999,20.4308193,4.239272327303691
101.54362720555555,20.4308193,4.424433733290858
101.8211650611111,20.4308193,5.466214605141085
102.09870291666665,20.4308193,5.431717255420893
102.37624077222222,20.4308193,6.998284874117127
102.65377862777777,20.4308193,5.606366916154921
102.93131648333332,20.4308193,5.490483061410571
103.20885433888888,20.4308193,5.306088382364114
103.48639219444443,20.4308193,4.70503068669138
103.76393005,20.4308193,3.763365069018838
104.04146790555555,20.4308193,4.772907443772112
104.3190057611111,20.4308193,6.216883775763794
104.59654361666666,20.4308193,5.867018066425629
104.87408147222222,20.4308193,6.140562760931548
105.15161932777777,20.4308193,6.414107455437468
105.42915718333333,20.4308193,4.630901792527352
105.70669503888888,20.4308193,3.351618509024362
105.98423289444443,20.4308193,4.095565626055775
106.26177075,20.4308193,6.59346007205319
106.53930860555555,20.4308193,8.206165744723439
106.81684646111111,20.4308193,6.06938508200566
107.09438431666666,20.4308193,3.642212752843074
107.37192217222221,20.4308193,3.6439838308254786
107.64946002777778,20.4308193,4.050361897104948
107.92699788333333,20.4308193,7.063724332716116
108.20453573888888,20.4308193,7.523259889146631
108.48207359444444,20.4308193,7.9017280989019465
108.75961145,20.4308193,6.308569547144204
109.03714930555554,20.4308193,6.950548311854087
109.31468716111111,20.4308193,6.996512097874287
109.59222501666666,20.4308193,7.042475883894487
109.86976287222222,20.4308193,6.677012415370258
110.14730072777778,20.4308193,5.9073505876059
110.42483858333333,20.4308193,5.0266200659635025
110.70237643888889,20.4308193,4.145889544321058
110.97991429444444,20.4308193,3.26515902267866
111.25745214999999,20.4308193,2.371894181345621
111.53499000555556,20.4308193,3.915797711015432
111.8125278611111,20.4308193,2.6981782604454625
112.09006571666666,20.4308193,3.371558323177994
112.36760357222222,20.4308193,5.2813567484682515
112.64514142777777,20.4308193,3.6664971162547344
112.92267928333334,20.4308193,5.636099426589672
113.20021713888889,20.4308193,6.724729462513117
113.47775499444444,20.4308193,3.9446318845236905
113.75529285,20.4308193,3.88696392975909
114.03283070555555,20.4308193,3.8292959749944915
114.3103685611111,20.4308193,3.771628020229893
114.58790641666667,20.4308193,3.4142948268681725
114.86544427222222,20.4308193,4.362034298496399
115.14298212777777,20.4308193,4.385759791296481
115.42051998333334,20.4308193,2.8819417260133524
115.69805783888889,20.4308193,4.056505226235035
115.97559569444445,20.4308193,5.528859745148161
116.25313355,20.4308193,3.78950061011969
116.53067140555555,20.4308193,2.6006222629992792
116.8082092611111,20.4308193,4.334461436602783
117.08574711666667,20.4308193,5.130858359891065
117.36328497222222,20.4308193,5.494162031139929
117.64082282777778,20.4308193,5.881261460740795
117.91836068333333,20.4308193,5.604043415812814
118.19589853888888,20.4308193,3.467357742671457
118.47343639444445,20.4308193,2.256126368006493
118.75097425,20.4308193,1.4660440930283505
119.02851210555556,20.4308193,3.520991733103065
119.30604996111111,20.4308193,3.3720855594918175
119.58358781666666,20.4308193,7.153139855671639
119.86112567222222,20.4308193,6.96990966705604
120.13866352777778,20.4308193,4.398202161782308
120.41620138333333,20.4308193,3.9079720470272434
120.6937392388889,20.4308193,2.5550504865722448
120.97127709444445,20.4308193,2.9322024845938524
121.24881495,20.4308193,3.690950157652522
121.52635280555556,20.4308193,5.516616625008918
121.80389066111111,20.4308193,5.852494481498149
122.08142851666668,20.4308193,5.688398402696487
122.35896637222223,20.4308193,6.0748758438013155
122.63650422777778,20.4308193,6.276417938422565
122.91404208333333,20.4308193,5.762202543551294
123.19157993888889,20.4308193,5.2479871486799965
