Province,City,Monitoring_Station,Latitude,Longitude,Date,Water_Temperature_C,pH,Dissolved_Oxygen_mg_L,Conductivity_uS_cm,Turbidity_NTU,Nitrate_mg_L,Nitrite_mg_L,Ammonia_N_mg_L,Total_Phosphorus_mg_L,Total_Nitrogen_mg_L,COD_mg_L,BOD_mg_L,Heavy_Metals_Pb_ug_L,Heavy_Metals_Cd_ug_L,Heavy_Metals_Hg_ug_L,Coliform_Count_CFU_100mL,Water_Quality_Index,Pollution_Level
Sichuan,Mianyang,Mianyang_Station_4,21.767467,124.428567,2023-04-18,12.03,6.7,8.01,504.7,7.33,1.84,0.015456896865911764,0.5000212940357479,0.1541803753845518,3.53,27.71,3.17,11.57429494041732,0.6585085931305004,0.12401644366380388,108,85.22,Good
Guangdong,Guangzhou,Guangzhou_Station_10,41.963126,116.820089,2023-07-07,30.3,7.88,7.5,597.16,0.72,2.74,0.022667825459223995,1.1177312156823487,0.0,2.13,27.22,4.89,4.622137194535943,0.1257220233598063,0.34116173783945125,109,62.21,Very Poor
Guangdong,Shenzhen,Shenzhen_Station_9,39.361329,101.608317,2023-12-03,11.48,6.97,8.77,496.73,3.39,2.56,0.015071073947769307,0.25081908888557397,0.2294373525442286,2.45,22.44,4.75,12.856113929616134,0.4420981369010904,0.08186409148399121,89,4.09,Very Poor
Henan,Zhengzhou,Zhengzhou_Station_9,41.649875,112.391598,2023-09-25,17.35,6.6,7.79,396.48,1.16,2.03,0.012143432466373729,0.18854177691805565,0.15553790816517532,3.26,26.02,4.85,0.0,0.05500777479719929,0.0,91,48.45,Poor
Hubei,Yichang,Yichang_Station_5,28.35643,110.978065,2023-08-05,12.42,7.68,11.29,475.1,0.19,2.43,0.02700447807836003,0.23066727060259157,0.11667945589148496,2.51,20.4,5.52,11.982512095822488,0.5502463815645147,0.0,96,32.21,Poor
Guangdong,Guangzhou,Guangzhou_Station_8,26.856036,104.584787,2023-06-05,16.77,6.46,11.37,588.16,7.78,1.56,0.019189522426387724,0.14721183010520333,0.22317662915012743,2.78,27.91,3.61,0.0,0.662628019434153,0.3833275116993747,102,98.65,Excellent
Yunnan,Dali,Dali_Station_7,42.71605,101.869134,2023-01-12,13.01,7.28,6.7,451.29,1.03,1.59,0.030616183946860862,0.12809918951411192,0.1196472660264462,3.2,19.58,4.24,1.3550981987561237,0.0,0.0,102,28.0,Excellent
Zhejiang,Ningbo,Ningbo_Station_3,39.123203,115.35914,2023-10-25,16.69,7.29,6.47,319.51,3.54,1.77,0.027666989957030663,0.3559081058849539,0.17793740631516047,2.43,21.34,6.78,0.0,0.0,0.0,87,99.0,Moderate
Beijing,Beijing,Beijing_Station_7,41.566757,118.723211,2023-05-02,25.03,6.71,9.67,387.03,7.14,1.64,0.03598791880662796,0.3399162085501093,0.13483424606589436,3.08,20.45,4.49,0.30986653188321595,0.2124527716458596,0.047638776379827746,109,16.37,Very Poor
Sichuan,Chengdu,Chengdu_Station_9,28.681149,103.542698,2023-11-13,21.97,6.79,8.58,707.54,2.22,1.86,0.008311161372045767,0.4253163390916819,0.15677227704839222,2.66,8.85,5.05,5.846975365836229,0.4439973272464762,0.1347455594331545,115,54.36,Poor
Yunnan,Kunming,Kunming_Station_8,40.381768,110.062302,2023-07-23,21.18,7.39,5.04,614.38,0.75,2.25,0.02883146112823938,0.8653104374784397,0.00206726096553767,2.76,22.02,2.91,5.898609214501949,0.2388913818664783,0.17664705671242517,113,82.13,Poor
Henan,Luoyang,Luoyang_Station_2,24.801898,121.950265,2023-02-26,18.65,6.51,7.11,537.73,1.3,2.48,0.034277007317703605,0.25187304334189425,0.1302576177146632,2.18,21.4,2.94,0.0,0.3806105323188755,0.20811520875439135,97,94.73,Good
Shandong,Qingdao,Qingdao_Station_7,27.949988,103.22426,2023-10-30,21.4,6.44,12.89,512.92,0.09,2.89,0.008121085527895961,0.21248978706263105,0.20960763522738188,3.13,14.3,2.66,11.49086502570351,0.9050339174552446,0.11448562391781422,118,11.32,Very Poor
Shanghai,Shanghai,Shanghai_Station_1,41.821983,102.193845,2023-01-24,20.28,7.55,4.62,652.96,0.28,2.54,0.02835312736631983,0.10707227989101933,0.1184585761992595,2.89,23.14,5.27,5.410436522852784,0.11931307218563234,0.08774878977242784,99,17.64,Moderate
Jiangsu,Suzhou,Suzhou_Station_4,40.204767,103.719794,2023-04-02,6.52,6.97,7.54,569.62,4.34,1.49,0.014996768415722412,0.41810972266957985,0.10183247485398349,3.0,20.79,3.32,7.496300340010434,1.00551663457885,0.563921347062271,115,19.07,Very Poor
Jiangsu,Nanjing,Nanjing_Station_9,25.671504,121.03869,2023-12-15,19.84,6.73,6.57,510.64,7.47,2.69,0.021752338629909405,0.5318962679293773,0.10489849520317746,2.41,21.02,4.29,23.23745079709665,0.8622215340806051,0.5366166874459382,93,40.87,Excellent
Beijing,Beijing,Beijing_Station_4,30.785867,105.186028,2023-08-20,24.68,7.64,9.44,387.09,0.1,2.05,0.028265827873517196,0.7239285466420913,0.03457729733160041,2.82,18.85,4.81,14.980673683525383,0.8874710288714603,0.34132470652456337,97,20.5,Poor
Shanghai,Shanghai,Shanghai_Station_8,24.591588,121.321029,2023-12-24,22.97,6.85,8.65,374.89,2.74,1.38,0.030242327998768505,0.3196970192611442,0.0920695739314026,3.38,12.93,5.25,6.2513953222073155,0.0940262436395991,0.15173027633754677,122,14.01,Good
Sichuan,Mianyang,Mianyang_Station_6,33.296476,111.897126,2023-07-11,19.81,7.55,8.23,515.03,2.77,3.08,0.031121161054501335,0.22869468556823921,0.1535902802260867,2.36,20.5,2.37,0.0,0.745118833690472,0.19892117916156107,111,1.1,Excellent
Guangdong,Guangzhou,Guangzhou_Station_4,38.825218,108.347286,2023-06-14,21.28,7.49,11.33,601.44,0.96,1.92,0.020591605676579902,0.45537279765840366,0.15648632369695906,2.83,20.99,2.57,14.25557406364698,0.878761911402132,0.3039436447665168,96,29.71,Very Poor
Sichuan,Mianyang,Mianyang_Station_6,37.848377,115.055612,2023-06-09,15.25,8.32,8.99,518.48,6.59,2.3,0.019150767342251282,0.3257632463746999,0.202596271610898,2.16,24.94,3.65,0.0,0.0,0.013136077283807696,100,43.48,Good
Shanghai,Shanghai,Shanghai_Station_3,25.709125,121.77899,2023-07-14,23.54,6.72,9.26,597.26,1.59,1.12,0.03168948578666575,0.3604609781566206,0.15930703465225474,3.53,20.6,4.82,16.879963521934037,1.0712326251869282,0.47196489323739377,112,48.94,Moderate
Shandong,Jinan,Jinan_Station_10,33.324258,121.851032,2023-12-30,22.15,7.1,8.54,372.33,12.35,2.22,0.006316058242530402,0.46800434669658986,0.0478233932116508,2.77,24.43,2.59,0.5894398210358823,0.27730464703272617,0.24722606308930367,107,31.53,Moderate
Hubei,Wuhan,Wuhan_Station_9,21.033143,111.136859,2023-10-07,27.23,7.1,10.06,351.44,10.86,1.33,0.021208174066460157,0.410333569423628,0.1906212709909212,3.61,16.58,3.49,0.0,0.1534586583243791,0.0,98,73.76,Good
Zhejiang,Ningbo,Ningbo_Station_4,21.262966,100.391229,2023-09-29,17.9,6.86,5.31,408.13,1.76,1.03,0.012496913531997628,0.8535400771417994,0.10349547096140352,2.92,15.87,6.31,10.579541986014226,0.8265897183270509,0.1368522272194323,100,17.65,Poor
Beijing,Beijing,Beijing_Station_4,39.674378,121.409449,2023-10-11,16.88,6.72,6.73,618.9,0.3,1.81,0.011159232729525617,0.2251261106304616,0.15730439131875879,3.17,18.12,3.29,3.1520607314601308,0.290535875452257,0.10988256144024672,102,87.75,Excellent
Shanghai,Shanghai,Shanghai_Station_4,35.251724,113.629876,2023-03-22,16.94,6.81,8.57,533.45,5.32,1.57,0.009284174874346681,0.5500657585798288,0.11138197558267351,3.44,15.25,3.16,5.251356264120498,0.5590280156559493,0.3453363255503161,82,49.51,Very Poor
Shanghai,Shanghai,Shanghai_Station_10,40.326352,100.152429,2023-07-09,32.63,6.73,7.02,604.42,5.67,1.18,0.01523873412726595,1.1077384504811005,0.00988474205801841,3.47,22.11,4.41,0.0,1.0356415851819056,0.5235156500517337,105,75.27,Excellent
Yunnan,Dali,Dali_Station_2,28.910684,123.036966,2023-07-23,19.16,7.07,10.41,418.31,0.88,2.21,0.01059905670341899,0.03482674322347206,0.1663945539371154,3.41,12.55,4.02,0.0,0.0,0.0,101,10.7,Very Poor
Shandong,Qingdao,Qingdao_Station_6,40.459325,100.017169,2023-04-08,21.25,7.79,7.81,527.9,5.01,2.09,0.015780916800437046,1.190546030549185,0.0,2.82,20.87,2.19,0.0,1.0763241602489033,0.48654663099804896,87,2.46,Excellent
Guangdong,Shenzhen,Shenzhen_Station_3,24.647425,109.881441,2023-06-08,27.83,6.97,6.89,688.12,1.6,1.39,0.004399699593466803,0.526462281588734,0.17451556034708268,3.56,26.55,3.78,0.0,0.1162099985052818,0.0,104,27.42,Poor
Guangdong,Shenzhen,Shenzhen_Station_7,30.100151,106.011096,2023-10-05,19.77,7.12,7.52,535.21,1.2,2.04,0.019680413907225257,0.5770672480295813,0.1382958746508043,3.25,19.86,4.27,15.79908664897594,0.6017501646178192,0.0,112,62.62,Moderate
Zhejiang,Ningbo,Ningbo_Station_4,31.776082,120.818523,2023-11-22,20.98,7.35,7.82,644.01,0.62,2.19,0.022910123222052613,0.8843327212706286,0.0,2.63,19.93,2.41,18.029720178093637,1.2432408935371402,0.4303477331317722,99,7.24,Moderate
Jiangsu,Nanjing,Nanjing_Station_4,44.941576,124.584187,2023-02-18,17.74,5.79,4.83,576.04,5.94,2.19,0.01691980301721993,0.0,0.2780982411849933,2.87,17.98,6.4,10.076731191339812,1.323687039025214,0.4321972757976704,100,35.06,Poor
Yunnan,Dali,Dali_Station_8,29.365034,121.053163,2023-01-19,14.99,6.86,11.6,564.08,8.06,1.75,0.01780288242122876,0.31399712379887895,0.1272495165229098,3.91,21.79,4.39,0.0,0.802026379859849,0.1193976074522898,110,89.48,Excellent
Beijing,Beijing,Beijing_Station_10,34.80574,123.89624,2023-01-21,26.59,7.1,12.15,431.08,3.74,1.82,0.01832107143165985,0.5100953512862649,0.14737928865581348,3.31,25.65,6.97,7.769508900407831,0.11032041545870186,0.19015526817434136,104,68.02,Excellent
Zhejiang,Hangzhou,Hangzhou_Station_7,38.80463,103.096844,2023-06-11,18.71,6.17,8.8,564.72,6.79,1.07,0.020202723968927725,0.2020771142416888,0.1945485854312852,2.95,28.9,2.37,9.545375648010848,0.44637699074748394,0.0,91,63.16,Excellent
Shanghai,Shanghai,Shanghai_Station_9,24.401751,107.182222,2023-02-17,16.87,7.2,8.99,526.07,0.99,2.16,0.027440976161796648,0.12016920428120603,0.1436019815589341,2.92,25.31,1.77,14.289872643026658,0.7724013959627327,0.0,97,25.81,Moderate
Shanghai,Shanghai,Shanghai_Station_2,31.763983,122.839636,2023-08-14,13.53,7.58,7.06,534.65,17.5,1.22,0.02723515719294387,0.2525332877963623,0.08066714783450267,2.87,26.17,4.65,6.399838117164104,0.0754656366625994,0.10559942340001294,89,73.64,Excellent
Shanghai,Shanghai,Shanghai_Station_8,43.655553,118.943604,2023-07-12,18.39,8.04,8.76,543.0,4.4,1.85,0.017196617646391573,0.46625839639486394,0.2034817170103631,3.02,16.56,3.87,3.2103386975645414,0.8006913927006318,0.3870899738949337,100,14.83,Very Poor
Yunnan,Dali,Dali_Station_7,32.055866,118.803965,2023-07-29,24.58,7.17,10.0,210.37,3.36,1.56,0.02096669000970457,0.7800689977168999,0.1587607880329681,3.14,16.75,5.07,8.489709475865109,0.47391265355057743,0.10923664850875728,105,61.78,Moderate
Zhejiang,Hangzhou,Hangzhou_Station_4,28.21861,120.078164,2023-12-27,21.01,7.53,10.21,618.7,1.21,1.46,0.01096831841323611,0.8917346730231106,0.11752688108123349,3.5,18.74,4.34,1.2404018735805757,0.30031661122273023,0.13920713318844605,97,66.76,Good
Shandong,Jinan,Jinan_Station_1,35.343173,102.290573,2023-11-20,22.99,7.35,7.4,637.57,8.51,2.06,0.015292989051211254,0.19972979574464825,0.13657602563203486,2.56,27.76,2.45,0.0,0.6312394205838665,0.1209460772733913,82,66.82,Very Poor
Yunnan,Kunming,Kunming_Station_2,29.874947,123.212833,2023-12-26,16.56,8.13,9.96,467.52,3.66,1.77,0.016421466592824494,0.0,0.1409783610638007,3.72,10.88,6.33,0.0,0.0,0.0,115,92.7,Good
Yunnan,Dali,Dali_Station_4,33.481498,112.095714,2023-04-14,16.23,6.86,4.61,490.17,1.68,2.49,0.031066706987158015,0.11741067046120379,0.16947557272696792,3.76,23.87,3.4,0.0,0.7074425399580817,0.2883279284019508,105,52.52,Very Poor
Sichuan,Mianyang,Mianyang_Station_10,28.827944,123.34357,2023-04-03,16.99,7.16,4.81,544.05,16.47,2.7,0.010561616612771918,0.15926601785083094,0.142168142505787,3.24,20.7,5.21,0.0,0.0,0.0,91,41.1,Moderate
Beijing,Beijing,Beijing_Station_9,38.775225,116.334919,2023-02-28,13.78,6.65,6.56,589.49,8.65,2.91,0.023049186649263476,0.37327624505148405,0.14808574953871334,4.11,13.81,4.52,0.0,0.34620549980602205,0.021155196780459323,84,64.2,Poor
Shandong,Qingdao,Qingdao_Station_5,27.843065,116.04246,2023-09-07,24.82,8.11,6.89,363.02,4.51,2.16,0.03227912765357737,0.6729445499164071,0.09664793345877155,2.28,10.43,4.98,12.641084255260596,1.2113864406224293,0.5204619578794075,102,7.94,Good
Shandong,Qingdao,Qingdao_Station_1,25.941333,113.459267,2023-06-18,17.09,6.49,6.7,377.61,0.36,1.62,0.019355090622611367,0.3476207117686071,0.12151903400102504,3.52,20.54,4.46,10.56654722633106,0.5144787437625054,0.22118929296675804,105,73.07,Moderate
Shanghai,Shanghai,Shanghai_Station_1,23.338254,122.207838,2023-08-21,16.47,6.97,9.12,507.6,0.96,1.5,0.022358505493592255,0.5273742437192851,0.10728237610638403,3.79,18.47,5.31,0.0,0.12768854846028205,0.0,118,84.2,Good
Jiangsu,Nanjing,Nanjing_Station_6,39.471234,100.147649,2023-07-08,31.6,7.2,8.38,469.09,0.68,2.25,0.012427759818555597,1.0902224705870736,0.018919066863129014,2.65,18.81,4.09,0.0,0.8670163480178046,0.6076322092186963,98,51.57,Moderate
Sichuan,Chengdu,Chengdu_Station_3,35.567404,104.55092,2023-11-27,19.97,7.42,8.16,490.11,2.4,2.28,0.0183905517796685,0.9430126502837161,0.09995498518234242,2.41,18.23,2.96,16.824658087317992,0.7606116219817856,0.5619481920390478,111,86.2,Poor
Hubei,Wuhan,Wuhan_Station_9,32.312004,107.244391,2023-02-15,19.87,7.41,10.78,555.78,0.96,0.74,0.025689340820412368,0.24351056190867215,0.1350714401664971,3.25,20.27,2.2,9.001552988933147,0.6195074835072509,0.48229399503155596,85,21.6,Excellent
Zhejiang,Hangzhou,Hangzhou_Station_6,27.823326,117.585115,2023-06-11,27.65,7.61,7.57,649.07,0.3,1.72,0.033364423573119896,0.6183133635786089,0.06619182903406974,3.15,16.86,4.02,0.0,0.22944072013124217,0.017116757587506082,104,42.61,Moderate
Hubei,Yichang,Yichang_Station_4,30.834977,109.086246,2023-05-01,13.17,6.89,5.66,319.8,8.79,2.44,0.015606710513003063,0.49134398097806503,0.09935379199256691,2.8,19.92,4.86,0.0,0.0,0.0,91,24.12,Good
Shanghai,Shanghai,Shanghai_Station_8,20.122618,118.536837,2023-10-04,19.92,7.29,8.24,402.69,3.03,1.4,0.00412990783704886,0.16259320871859748,0.0886137828280666,1.85,17.78,3.13,0.0,0.25588292454354244,0.0,94,43.76,Very Poor
Sichuan,Chengdu,Chengdu_Station_4,44.285236,120.162211,2023-04-13,23.39,6.76,12.31,439.43,5.38,2.14,0.010969643967824388,0.6879107141406459,0.17696597171446074,2.4,20.31,4.09,15.569652475830585,0.6394832722631368,0.17819053922181974,83,7.21,Poor
Jiangsu,Nanjing,Nanjing_Station_7,29.75374,124.714451,2023-03-03,13.26,6.51,10.4,434.31,5.41,1.77,0.015720777334565287,0.7691024920358324,0.06522319703086361,2.61,24.4,4.61,15.635946958183744,1.6469918091836098,0.6328780971791713,86,77.46,Good
Sichuan,Chengdu,Chengdu_Station_7,34.161885,117.521896,2023-07-08,22.28,8.08,6.71,592.78,19.55,2.73,0.03412969795802907,0.3624685336057374,0.14939406204593758,2.57,21.8,4.56,0.09652462674954734,0.5254624157876078,0.312617216202062,98,61.29,Moderate
Henan,Luoyang,Luoyang_Station_1,36.090974,121.843824,2023-05-05,18.89,6.86,8.61,581.57,1.68,2.15,0.03016263621241317,0.4541968583681095,0.13169506067818068,3.61,19.3,4.89,13.033563330303284,1.20208572037268,0.11858849069128935,120,16.48,Poor
Yunnan,Dali,Dali_Station_6,26.160169,100.966118,2023-03-14,22.0,6.67,6.94,558.64,3.52,2.25,0.028064365135518837,0.7831741001657153,0.0003301996031193256,2.05,20.39,5.81,0.0,0.0,0.08250818790176229,108,46.16,Moderate
Henan,Luoyang,Luoyang_Station_2,30.764663,100.69609,2023-08-15,18.95,6.57,6.84,558.86,4.05,2.36,0.02757441237960393,0.5003441841036761,0.20197203765605676,3.14,27.27,2.55,5.7442067833947705,1.023016717179511,0.48101974928139735,96,72.21,Very Poor
Shandong,Jinan,Jinan_Station_4,37.52267,109.963604,2023-07-25,21.12,7.47,5.16,323.92,5.95,2.58,0.023015577416349967,0.8664757746680863,0.08822962105845829,4.11,18.52,4.13,0.0,0.05649918993032188,0.0,103,80.5,Moderate
Shandong,Qingdao,Qingdao_Station_6,36.717554,122.005308,2023-04-27,23.89,6.72,6.36,499.66,0.3,2.56,0.03774409284576704,0.6292398820193839,0.09373580031763984,1.61,24.0,3.57,13.840631234054376,0.8643727522901649,0.0,91,73.57,Poor
Shanghai,Shanghai,Shanghai_Station_9,40.833222,100.684414,2023-06-10,14.88,7.93,10.44,558.21,0.63,2.57,0.01992923835317157,0.7660829244298607,0.06296219441733937,2.37,21.74,2.59,0.0,0.7960270766724855,0.28732714778416546,100,94.07,Poor
Jiangsu,Nanjing,Nanjing_Station_9,28.892129,106.377935,2023-03-26,17.67,6.2,9.03,446.73,3.06,1.44,0.016126320225124717,0.6161520093098639,0.12822007693122026,1.56,19.2,4.9,1.762360624696459,0.24629265578859622,0.0,87,65.7,Very Poor
Guangdong,Guangzhou,Guangzhou_Station_5,20.603622,112.724728,2023-01-26,19.5,6.9,6.24,417.31,11.84,1.58,0.007736755548629469,0.0,0.276945175618931,2.74,19.93,4.1,0.0,0.5839666128301716,0.36782743630784825,115,66.38,Very Poor
Yunnan,Dali,Dali_Station_8,40.058341,104.139134,2023-04-08,20.33,7.26,4.87,447.09,6.56,1.44,0.014593780351802232,0.5803822863816814,0.05768806947973365,3.04,21.74,3.19,0.0,0.874488798832008,0.46971287990842814,92,56.12,Good
Sichuan,Chengdu,Chengdu_Station_10,40.21937,112.917384,2023-01-23,14.92,7.03,8.86,569.31,0.35,2.19,0.0271337896373316,0.356801376563206,0.06243243727594829,2.37,19.71,3.55,3.259214598799028,0.2546552093748179,0.03598718335741305,101,51.25,Poor
Jiangsu,Nanjing,Nanjing_Station_8,23.225819,114.470416,2023-08-23,19.09,7.69,6.71,420.08,0.9,2.58,0.02090353211228229,0.8892081882894008,0.0,2.82,22.56,4.32,0.0,0.6281554628923982,0.0,116,49.78,Poor
Shandong,Qingdao,Qingdao_Station_6,29.178298,115.964606,2023-06-08,21.49,6.62,7.15,614.84,7.47,1.08,0.028269445724301446,0.4576971327306538,0.03761647221596122,3.59,22.68,4.77,14.268647264715462,1.1741289182433894,0.2758600699434355,106,31.68,Excellent
Henan,Zhengzhou,Zhengzhou_Station_2,26.444931,117.025546,2023-07-06,18.33,6.8,6.09,542.36,2.9,1.63,0.015098071437500539,0.3835462805188589,0.13662334881101762,3.26,20.03,4.27,0.515273584590188,0.5343391289093774,0.02645278402625132,89,42.75,Excellent
Zhejiang,Hangzhou,Hangzhou_Station_1,41.53046,123.350651,2023-06-13,25.94,8.29,9.16,532.58,0.41,1.6,0.02592709483662717,0.8134145417373546,0.04431888622250058,3.9,21.75,3.7,5.158524340491514,0.544410686488662,0.09734172167386296,96,82.82,Moderate
Shandong,Jinan,Jinan_Station_3,27.089769,118.446202,2023-04-19,15.0,6.75,9.68,554.67,0.53,1.72,0.01764745913716328,0.8674654485548609,0.0310773490595513,3.38,26.29,2.48,0.0,0.0,0.0,87,32.51,Moderate
Zhejiang,Ningbo,Ningbo_Station_8,39.500838,117.76583,2023-02-24,17.68,7.1,8.57,474.11,1.29,1.75,0.025589083836438622,0.6801251270284708,0.05731441557228415,2.03,20.63,5.03,3.271576813790559,0.8757613169598956,0.04190788908566967,105,90.72,Poor
Yunnan,Dali,Dali_Station_1,44.619031,103.408466,2023-01-21,23.36,7.95,7.73,402.55,3.08,2.07,0.013802631832949736,0.47320250436341804,0.15843155868684064,2.91,15.29,3.78,0.0,0.6524482685249066,0.34237623316175325,116,80.49,Good
Beijing,Beijing,Beijing_Station_1,35.058675,105.637839,2023-07-21,15.32,7.54,6.93,580.81,10.31,2.17,0.014705114891101413,0.5600881373805442,0.15362924557415525,2.06,18.52,2.39,0.0,0.004071870724865034,0.0,112,59.32,Excellent
