Province,City,Monitoring_Station,Latitude,Longitude,Date,Water_Temperature_C,pH,Dissolved_Oxygen_mg_L,Conductivity_uS_cm,Turbidity_NTU,Nitrate_mg_L,Nitrite_mg_L,Ammonia_N_mg_L,Total_Phosphorus_mg_L,Total_Nitrogen_mg_L,COD_mg_L,BOD_mg_L,Heavy_Metals_Pb_ug_L,Heavy_Metals_Cd_ug_L,Heavy_Metals_Hg_ug_L,Coliform_Count_CFU_100mL,Water_Quality_Index,Pollution_Level
Sichuan,Mianyang,Mianyang_Station_6,37.848377,115.055612,2023-06-09,15.25,8.32,8.99,518.48,6.59,2.3,0.02004308893867469,0.5037657671355052,0.1027961411780184,2.16,24.94,3.65,5.044562510854041,0.5123958067742314,0.09961980051026331,100,43.48,Good
Shanghai,Shanghai,Shanghai_Station_3,25.709125,121.77899,2023-07-14,23.54,6.72,9.26,597.26,1.59,1.12,0.020828872825072606,0.4845027316678068,0.10568125587902633,3.53,20.6,4.82,4.930315111839508,0.500166038332347,0.10488946512584496,112,48.94,Moderate
Shandong,Jinan,Jinan_Station_10,33.324258,121.851032,2023-12-30,22.15,7.1,8.54,372.33,12.35,2.22,0.01926120927813919,0.4940617308831741,0.10199992234520304,2.77,24.43,2.59,5.147110360003237,0.5238337806066395,0.1015742938569516,107,31.53,Moderate
Hubei,Wuhan,Wuhan_Station_9,21.033143,111.136859,2023-10-07,27.23,7.1,10.06,351.44,10.86,1.33,0.01965783346249793,0.5001277257347357,0.10583234140308867,3.61,16.58,3.49,4.906821055449261,0.5071206715429483,0.09965800833924943,98,73.76,Good
Zhejiang,Ningbo,Ningbo_Station_4,21.262966,100.391229,2023-09-29,17.9,6.86,5.31,408.13,1.76,1.03,0.01993196508790064,0.5230107693376321,0.1002600790651552,2.92,15.87,6.31,5.397416967911351,0.49885025835139296,0.09569020995140409,100,17.65,Poor
Beijing,Beijing,Beijing_Station_4,39.674378,121.409449,2023-10-11,16.88,6.72,6.73,618.9,0.3,1.81,0.020040980597528,0.5024033944543992,0.09995639925177226,3.17,18.12,3.29,5.069181293190084,0.5107772653965741,0.09985801313328402,102,87.75,Excellent
Shanghai,Shanghai,Shanghai_Station_4,35.251724,113.629876,2023-03-22,16.94,6.81,8.57,533.45,5.32,1.57,0.019795617019264782,0.5075232019912388,0.1040675731307481,3.44,15.25,3.16,5.098695674283604,0.5113360655473719,0.10092281361701905,82,49.51,Very Poor
Shanghai,Shanghai,Shanghai_Station_10,40.326352,100.152429,2023-07-09,32.63,6.73,7.02,604.42,5.67,1.18,0.019911029815614066,0.5174433062600394,0.10914221578773327,3.47,22.11,4.41,5.072625458308755,0.49168238257661934,0.10234768799824456,105,75.27,Excellent
Yunnan,Dali,Dali_Station_2,28.910684,123.036966,2023-07-23,19.16,7.07,10.41,418.31,0.88,2.21,0.019650101804457257,0.4816881043995745,0.10418476197748483,3.41,12.55,4.02,5.039501517717886,0.5184329385019687,0.1057800016874556,101,10.7,Very Poor
Shandong,Qingdao,Qingdao_Station_6,40.459325,100.017169,2023-04-08,21.25,7.79,7.81,527.9,5.01,2.09,0.01988110193895096,0.5189736266731633,0.1094731469360293,2.82,20.87,2.19,5.0787788932808,0.49115734934884286,0.10250222667485809,87,2.46,Excellent
Guangdong,Shenzhen,Shenzhen_Station_3,24.647425,109.881441,2023-06-08,27.83,6.97,6.89,688.12,1.6,1.39,0.02015063946112709,0.5134039766847529,0.10639365032539559,3.56,26.55,3.78,4.9287531964403755,0.5087439487899583,0.10369936463758078,104,27.42,Poor
Guangdong,Shenzhen,Shenzhen_Station_7,30.100151,106.011096,2023-10-05,19.77,7.12,7.52,535.21,1.2,2.04,0.021233549316495237,0.5111286007840385,0.10194366965781038,3.25,19.86,4.27,4.9812900010464025,0.5129501382808737,0.10171456163322534,112,62.62,Moderate
Zhejiang,Ningbo,Ningbo_Station_4,31.776082,120.818523,2023-11-22,20.98,7.35,7.82,644.01,0.62,2.19,0.019911126295765486,0.49592638965497626,0.10348439781348244,2.63,19.93,2.41,5.129236114894032,0.5193894945862759,0.10152742554377481,99,7.24,Moderate
Jiangsu,Nanjing,Nanjing_Station_4,44.941576,124.584187,2023-02-18,17.74,5.79,4.83,576.04,5.94,2.19,0.022231960335840437,0.5287949248221014,0.10096404293630615,2.87,17.98,6.4,5.357395015618669,0.47579009525295574,0.10552919059321875,100,35.06,Poor
Yunnan,Dali,Dali_Station_8,29.365034,121.053163,2023-01-19,14.99,6.86,11.6,564.08,8.06,1.75,0.020364469482184278,0.4917179877684589,0.10467542482013308,3.91,21.79,4.39,5.080137238477839,0.5134583325682298,0.10318574086706167,110,89.48,Excellent
Beijing,Beijing,Beijing_Station_10,34.80574,123.89624,2023-01-21,26.59,7.1,12.15,431.08,3.74,1.82,0.01859915554321555,0.49088202633708816,0.10024887434896347,3.31,25.65,6.97,5.18562551893409,0.5252620809335072,0.10365227972258584,104,68.02,Excellent
Zhejiang,Hangzhou,Hangzhou_Station_7,38.80463,103.096844,2023-06-11,18.71,6.17,8.8,564.72,6.79,1.07,0.020869538350125404,0.49832696965131473,0.10521273626170656,2.95,28.9,2.37,5.072470257589151,0.4995259155523983,0.1011616218208149,91,63.16,Excellent
Shanghai,Shanghai,Shanghai_Station_9,24.401751,107.182222,2023-02-17,16.87,7.2,8.99,526.07,0.99,2.16,0.0206990057748469,0.5149268173766959,0.10548931195603416,2.92,25.31,1.77,5.039486286283458,0.5174462500212078,0.1016175311562989,97,25.81,Moderate
Shanghai,Shanghai,Shanghai_Station_2,31.763983,122.839636,2023-08-14,13.53,7.58,7.06,534.65,17.5,1.22,0.01911177233623994,0.48732378747144095,0.10234234214030245,2.87,26.17,4.65,5.13048596411085,0.524881649045742,0.10376463444702788,89,73.64,Excellent
Shanghai,Shanghai,Shanghai_Station_8,43.655553,118.943604,2023-07-12,18.39,8.04,8.76,543.0,4.4,1.85,0.020550586101585378,0.5059671480930106,0.09801605569180558,3.02,16.56,3.87,4.926398547281158,0.49318790510655863,0.09957109617745252,100,14.83,Very Poor
Yunnan,Dali,Dali_Station_7,32.055866,118.803965,2023-07-29,24.58,7.17,10.0,210.37,3.36,1.56,0.02036279532426349,0.5040632357017119,0.10442190721969383,3.14,16.75,5.07,5.1144654568580235,0.5139843034622141,0.10052617359744842,105,61.78,Moderate
Zhejiang,Hangzhou,Hangzhou_Station_4,28.21861,120.078164,2023-12-27,21.01,7.53,10.21,618.7,1.21,1.46,0.020842430129105253,0.4950236019908225,0.10549834022913387,3.5,18.74,4.34,5.043770193057959,0.5057297258315184,0.10311549268205566,97,66.76,Good
Shandong,Jinan,Jinan_Station_1,35.343173,102.290573,2023-11-20,22.99,7.35,7.4,637.57,8.51,2.06,0.01975500058613793,0.49712368190964434,0.10220223123513347,2.56,27.76,2.45,4.905389430968527,0.5090034446641236,0.09982075372476551,82,66.82,Very Poor
Yunnan,Kunming,Kunming_Station_2,29.874947,123.212833,2023-12-26,16.56,8.13,9.96,467.52,3.66,1.77,0.019324081571463453,0.48229411693185054,0.10346245158410422,3.72,10.88,6.33,5.072156396790089,0.5220419394007739,0.10552748595531303,115,92.7,Good
Yunnan,Dali,Dali_Station_4,33.481498,112.095714,2023-04-14,16.23,6.86,4.61,490.17,1.68,2.49,0.019894210992540427,0.5095800270728382,0.10424852072062822,3.76,23.87,3.4,5.095543886970545,0.5083130590128004,0.1023285321392623,105,52.52,Very Poor
Sichuan,Mianyang,Mianyang_Station_10,28.827944,123.34357,2023-04-03,16.99,7.16,4.81,544.05,16.47,2.7,0.01953046923325976,0.4801785888705087,0.10415149685391369,3.24,20.7,5.21,5.02864507565227,0.5190717219446368,0.1063071207563483,91,41.1,Moderate
Beijing,Beijing,Beijing_Station_9,38.775225,116.334919,2023-02-28,13.78,6.65,6.56,589.49,8.65,2.91,0.02014860073712957,0.5030405868103102,0.10184502262812785,4.11,13.81,4.52,5.005756589812432,0.5118850838978685,0.09903466329700272,84,64.2,Poor
Shandong,Qingdao,Qingdao_Station_5,27.843065,116.04246,2023-09-07,24.82,8.11,6.89,363.02,4.51,2.16,0.02095886005318059,0.5099668629324674,0.10648303959443056,2.28,10.43,4.98,4.976003730202037,0.4955168631329131,0.10350031529563664,102,7.94,Good
Shandong,Qingdao,Qingdao_Station_1,25.941333,113.459267,2023-06-18,17.09,6.49,6.7,377.61,0.36,1.62,0.02027058318270594,0.512655447338966,0.10660744734190254,3.52,20.54,4.46,4.883188600247886,0.4950950854014974,0.10465893605064247,105,73.07,Moderate
Shanghai,Shanghai,Shanghai_Station_1,23.338254,122.207838,2023-08-21,16.47,6.97,9.12,507.6,0.96,1.5,0.021145474785402015,0.48060315180393764,0.10553585401732751,3.79,18.47,5.31,4.8164831978029685,0.4906143056675152,0.10444772048447515,118,84.2,Good
Jiangsu,Nanjing,Nanjing_Station_6,39.471234,100.147649,2023-07-08,31.6,7.2,8.38,469.09,0.68,2.25,0.019493625388315252,0.5130169805798266,0.10790434030788554,2.65,18.81,4.09,5.012800378456837,0.49506242734406725,0.10170480437293428,98,51.57,Moderate
Sichuan,Chengdu,Chengdu_Station_3,35.567404,104.55092,2023-11-27,19.97,7.42,8.16,490.11,2.4,2.28,0.02045621143150512,0.4943954997496777,0.10223422937878512,2.41,18.23,2.96,5.021921570334036,0.5100361676590084,0.10085405944247605,111,86.2,Poor
Hubei,Wuhan,Wuhan_Station_9,32.312004,107.244391,2023-02-15,19.87,7.41,10.78,555.78,0.96,0.74,0.02059781765796845,0.5053157378481056,0.10211227764977673,3.25,20.27,2.2,5.0378338571899794,0.5112269187465851,0.10234892820705532,85,21.6,Excellent
Zhejiang,Hangzhou,Hangzhou_Station_6,27.823326,117.585115,2023-06-11,27.65,7.61,7.57,649.07,0.3,1.72,0.02108153640530983,0.5050510769477826,0.1062521618150042,3.15,16.86,4.02,5.002215332711922,0.4974790015051449,0.10300214575243183,104,42.61,Moderate
Hubei,Yichang,Yichang_Station_4,30.834977,109.086246,2023-05-01,13.17,6.89,5.66,319.8,8.79,2.44,0.020518396239502697,0.512159313644384,0.10340899765620289,2.8,19.92,4.86,5.0277543647462695,0.5076568378777107,0.10355687014405501,91,24.12,Good
Shanghai,Shanghai,Shanghai_Station_8,20.122618,118.536837,2023-10-04,19.92,7.29,8.24,402.69,3.03,1.4,0.01988687680592784,0.48670373388981036,0.10225327335983389,1.85,17.78,3.13,4.767265093252333,0.4795075005903563,0.09804851993262353,94,43.76,Very Poor
Sichuan,Chengdu,Chengdu_Station_4,44.285236,120.162211,2023-04-13,23.39,6.76,12.31,439.43,5.38,2.14,0.020697356825961313,0.509934294829251,0.09796172605110194,2.4,20.31,4.09,4.976751162128812,0.48881234593261685,0.10034968134152944,83,7.21,Poor
Jiangsu,Nanjing,Nanjing_Station_7,29.75374,124.714451,2023-03-03,13.26,6.51,10.4,434.31,5.41,1.77,0.0186273481846999,0.4758744655564754,0.10309477323064807,2.61,24.4,4.61,5.029657396637797,0.525400405103333,0.10835326299189996,86,77.46,Good
Sichuan,Chengdu,Chengdu_Station_7,34.161885,117.521896,2023-07-08,22.28,8.08,6.71,592.78,19.55,2.73,0.019986183686426934,0.507661353529497,0.10392187704363948,2.57,21.8,4.56,5.099396773300803,0.5147281653552533,0.09955069767403113,98,61.29,Moderate
Henan,Luoyang,Luoyang_Station_1,36.090974,121.843824,2023-05-05,18.89,6.86,8.61,581.57,1.68,2.15,0.01917721065766943,0.4981483447260718,0.10081103816995064,3.61,19.3,4.89,5.135880152612064,0.5215747907784659,0.10044025412234059,120,16.48,Poor
Yunnan,Dali,Dali_Station_6,26.160169,100.966118,2023-03-14,22.0,6.67,6.94,558.64,3.52,2.25,0.02102933381901876,0.5209033085845984,0.10128923604817167,2.05,20.39,5.81,4.99361115131431,0.5124134380451324,0.09641904438739757,108,46.16,Moderate
Henan,Luoyang,Luoyang_Station_2,30.764663,100.69609,2023-08-15,18.95,6.57,6.84,558.86,4.05,2.36,0.020320111285956705,0.5096393543059725,0.10068095262337684,3.14,27.27,2.55,4.762907413772322,0.512490083066165,0.09727274423732313,96,72.21,Very Poor
Shandong,Jinan,Jinan_Station_4,37.52267,109.963604,2023-07-25,21.12,7.47,5.16,323.92,5.95,2.58,0.020534385371818363,0.49635166038276896,0.10361076299026833,4.11,18.52,4.13,5.129079423279434,0.5098592866107353,0.10162710369833117,103,80.5,Moderate
Shandong,Qingdao,Qingdao_Station_6,36.717554,122.005308,2023-04-27,23.89,6.72,6.36,499.66,0.3,2.56,0.019224847763269697,0.49865040017665574,0.10054277991362086,1.61,24.0,3.57,5.1337639642045865,0.5203316185007265,0.10046033718747172,91,73.57,Poor
Shanghai,Shanghai,Shanghai_Station_9,40.833222,100.684414,2023-06-10,14.88,7.93,10.44,558.21,0.63,2.57,0.02047028281024596,0.5173710595345711,0.10936616435396079,2.37,21.74,2.59,5.1194938881930305,0.4895507709972091,0.10255718525720026,100,94.07,Poor
Jiangsu,Nanjing,Nanjing_Station_9,28.892129,106.377935,2023-03-26,17.67,6.2,9.03,446.73,3.06,1.44,0.021298271868277013,0.5144732793485105,0.10265445617374777,1.56,19.2,4.9,4.983803248413763,0.5131334981405258,0.10207137914773678,87,65.7,Very Poor
Guangdong,Guangzhou,Guangzhou_Station_5,20.603622,112.724728,2023-01-26,19.5,6.9,6.24,417.31,11.84,1.58,0.019342369976470857,0.49695287164646335,0.10486260071729908,2.74,19.93,4.1,4.83961638954045,0.4998095759523191,0.09897704440593358,115,66.38,Very Poor
Yunnan,Dali,Dali_Station_8,40.058341,104.139134,2023-04-08,20.33,7.26,4.87,447.09,6.56,1.44,0.021605708609869042,0.4990819026437458,0.10600647675112647,3.04,21.74,3.19,5.137587276487766,0.49544959737561145,0.10158579112169419,92,56.12,Good
Sichuan,Chengdu,Chengdu_Station_10,40.21937,112.917384,2023-01-23,14.92,7.03,8.86,569.31,0.35,2.19,0.020816288643677926,0.49822919673176513,0.10235008943816096,2.37,19.71,3.55,5.0305669349439075,0.5056649253574138,0.10028609712991354,101,51.25,Poor
Jiangsu,Nanjing,Nanjing_Station_8,23.225819,114.470416,2023-08-23,19.09,7.69,6.71,420.08,0.9,2.58,0.019628524646662444,0.504318381250168,0.10575928567494834,2.82,22.56,4.32,4.814007325597845,0.49153342301386094,0.10268190447981107,116,49.78,Poor
Shandong,Qingdao,Qingdao_Station_6,29.178298,115.964606,2023-06-08,21.49,6.62,7.15,614.84,7.47,1.08,0.02097100794104784,0.5112360975629552,0.10625724360820682,3.59,22.68,4.77,5.019883508710428,0.49913027492588735,0.10292547087175041,106,31.68,Excellent
Henan,Zhengzhou,Zhengzhou_Station_2,26.444931,117.025546,2023-07-06,18.33,6.8,6.09,542.36,2.9,1.63,0.020888649655457985,0.5052338696573736,0.10633255301220215,3.26,20.03,4.27,4.941288978605758,0.4924553233045631,0.10344019690887607,89,42.75,Excellent
Zhejiang,Hangzhou,Hangzhou_Station_1,41.53046,123.350651,2023-06-13,25.94,8.29,9.16,532.58,0.41,1.6,0.02082715540152669,0.5085344452387384,0.09990553974220952,3.9,21.75,3.7,5.181221872892229,0.49937405517442884,0.10220360767622694,96,82.82,Moderate
Shandong,Jinan,Jinan_Station_3,27.089769,118.446202,2023-04-19,15.0,6.75,9.68,554.67,0.53,1.72,0.021059973848351305,0.5008949410728423,0.10610366813883952,3.38,26.29,2.48,4.988700390324181,0.49669874462049624,0.10312417895631232,87,32.51,Moderate
