Longitude,Latitude,Pb_lagrange_interpolated
120.13866352777778,18.7654381,-1454637523659872.0
120.41620138333333,18.7654381,-1125824906366916.0
120.6937392388889,18.7654381,3126272036916160.5
120.97127709444445,18.7654381,7267321131788246.0
121.24881495,18.7654381,4020750929198370.0
121.52635280555556,18.7654381,-76365039365055.7
121.80389066111111,18.7654381,1.3222581922212662e+16
122.08142851666668,18.7654381,1.4060337667330862e+16
122.35896637222223,18.7654381,-4.7304620279597896e+16
122.63650422777778,18.7654381,4568292178684630.0
122.91404208333333,18.7654381,-1.5870475361032143e+18
123.19157993888889,18.7654381,-2.499887388245832e+19
123.46911779444444,18.7654381,-1.5462379930392828e+20
123.74665565000001,18.7654381,-5.381678849100634e+20
124.02419350555556,18.7654381,-8.825848337708383e+20
124.30173136111111,18.7654381,1.319460049329809e+21
124.57926921666667,18.7654381,9.351779048090317e+21
124.85680707222222,18.7654381,-2.363363075941234e+22
125.13434492777779,18.7654381,-5.500585511540594e+23
125.41188278333334,18.7654381,-4.185443503655374e+24
125.68942063888889,18.7654381,-2.2933596921430164e+25
125.96695849444444,18.7654381,-1.0442142249220099e+26
126.24449635,18.7654381,-4.187049238683213e+26
98.76824864999999,19.043001633333333,5.34281146837712e+25
99.04578650555554,19.043001633333333,1.2284079161914906e+25
99.3233243611111,19.043001633333333,2.450291727262844e+24
99.60086221666666,19.043001633333333,4.014327919432564e+23
99.8784000722222,19.043001633333333,4.863655881536751e+22
100.15593792777777,19.043001633333333,3.3748916498881336e+21
100.43347578333332,19.043001633333333,4.3559109641393095e+19
100.71101363888889,19.043001633333333,1.5536102273162163e+17
100.98855149444444,19.043001633333333,-2.5305430869690466e+19
101.26608934999999,19.043001633333333,-2.078053282499424e+19
101.54362720555555,19.043001633333333,-4.870111429809787e+18
101.8211650611111,19.043001633333333,1.4109653971636884e+16
102.09870291666665,19.043001633333333,-1.510295256179408e+18
102.37624077222222,19.043001633333333,-2.4926846354386867e+18
102.65377862777777,19.043001633333333,-1.8250518838356667e+18
102.93131648333332,19.043001633333333,-8.015222684863657e+17
103.20885433888888,19.043001633333333,-2.0558736007662243e+17
103.48639219444443,19.043001633333333,-1.9428558369837244e+16
103.76393005,19.043001633333333,703165704906465.5
104.04146790555555,19.043001633333333,-2907914684002719.0
104.3190057611111,19.043001633333333,-246401089986588.5
104.59654361666666,19.043001633333333,2246857648890425.5
104.87408147222222,19.043001633333333,1534487556718474.2
105.15161932777777,19.043001633333333,191271699426456.5
105.42915718333333,19.043001633333333,13598393611446.889
105.70669503888888,19.043001633333333,491193196144108.9
105.98423289444443,19.043001633333333,663143842720530.5
106.26177075,19.043001633333333,374543099695956.06
106.53930860555555,19.043001633333333,25636673944808.66
106.81684646111111,19.043001633333333,-92766573501478.25
107.09438431666666,19.043001633333333,-18616240104869.03
107.37192217222221,19.043001633333333,74740000419754.7
107.64946002777778,19.043001633333333,93200589885370.97
107.92699788333333,19.043001633333333,56643187450225.43
108.20453573888888,19.043001633333333,18623522732902.617
108.48207359444444,19.043001633333333,2436264876842.955
108.75961145,19.043001633333333,114055381688.9504
109.03714930555554,19.043001633333333,-382534259121.83124
109.31468716111111,19.043001633333333,-1349139073987.0825
109.59222501666666,19.043001633333333,-766806032503.8947
109.86976287222222,19.043001633333333,256719696286.41852
110.14730072777778,19.043001633333333,-1030932264853.7029
110.42483858333333,19.043001633333333,-3659849893162.841
110.70237643888889,19.043001633333333,-2904804024741.019
110.97991429444444,19.043001633333333,3833815533621.4917
111.25745214999999,19.043001633333333,12726366825962.023
111.53499000555556,19.043001633333333,16354506579293.89
111.8125278611111,19.043001633333333,10880647441392.355
112.09006571666666,19.043001633333333,-59976141636.013725
112.36760357222222,19.043001633333333,-8687265230190.209
112.64514142777777,19.043001633333333,-10035973746960.459
112.92267928333334,19.043001633333333,-5642366528975.669
113.20021713888889,19.043001633333333,-908675174582.8374
113.47775499444444,19.043001633333333,449865502984.7072
113.75529285,19.043001633333333,-861762830411.8556
114.03283070555555,19.043001633333333,-1870119859865.8557
114.3103685611111,19.043001633333333,-1176450215330.4377
114.58790641666667,19.043001633333333,-85406524968.72807
114.86544427222222,19.043001633333333,-299318590620.60913
115.14298212777777,19.043001633333333,-1502199562508.2356
115.42051998333334,19.043001633333333,-1903598124183.0332
115.69805783888889,19.043001633333333,-809146248047.4052
115.97559569444445,19.043001633333333,374305686014.88995
116.25313355,19.043001633333333,130471675917.12311
116.53067140555555,19.043001633333333,-991473603606.1699
116.8082092611111,19.043001633333333,-1263369439561.3823
117.08574711666667,19.043001633333333,-456744763434.5518
117.36328497222222,19.043001633333333,43106618152.6278
117.64082282777778,19.043001633333333,9448608081.075554
117.91836068333333,19.043001633333333,452857924551.0946
118.19589853888888,19.043001633333333,-400925442877.6737
118.47343639444445,19.043001633333333,-4151801513352.708
118.75097425,19.043001633333333,5020989277465.509
119.02851210555556,19.043001633333333,64399883841249.6
119.30604996111111,19.043001633333333,176343965200044.1
119.58358781666666,19.043001633333333,222829131212267.88
119.86112567222222,19.043001633333333,26235911768924.957
120.13866352777778,19.043001633333333,-325556364835255.94
120.41620138333333,19.043001633333333,-251941068372711.25
120.6937392388889,19.043001633333333,699558565973893.0
120.97127709444445,19.043001633333333,1626095080813599.2
121.24881495,19.043001633333333,899612526197733.2
121.52635280555556,19.043001633333333,-17085606650549.543
121.80389066111111,19.043001633333333,2958224197490164.0
122.08142851666668,19.043001633333333,3145533587830560.5
122.35896637222223,19.043001633333333,-1.0582482201412608e+16
122.63650422777778,19.043001633333333,1021954492463975.1
122.91404208333333,19.043001633333333,-3.5501590295553965e+17
123.19157993888889,19.043001633333333,-5.591999392013341e+18
123.46911779444444,19.043001633333333,-3.4586962221402186e+19
123.74665565000001,19.043001633333333,-1.2037711231785497e+20
124.02419350555556,19.043001633333333,-1.974118712353856e+20
124.30173136111111,19.043001633333333,2.9512381131995713e+20
124.57926921666667,19.043001633333333,2.091673677770701e+21
124.85680707222222,19.043001633333333,-5.285940494381528e+21
125.13434492777779,19.043001633333333,-1.2302497246974519e+23
125.41188278333334,19.043001633333333,-9.360924441466259e+23
125.68942063888889,19.043001633333333,-5.129117730502686e+24
125.96695849444444,19.043001633333333,-2.3353589650049543e+25
126.24449635,19.043001633333333,-9.364097812713391e+25
98.76824864999999,19.32056516666667,1.0247818633987063e+25
99.04578650555554,19.32056516666667,2.3560902863738934e+24
99.3233243611111,19.32056516666667,4.69952248299015e+23
99.60086221666666,19.32056516666667,7.69899579745129e+22
99.8784000722222,19.32056516666667,9.327554954387656e+21
100.15593792777777,19.32056516666667,6.472121801090972e+20
100.43347578333332,19.32056516666667,8.353056847101279e+18
100.71101363888889,19.32056516666667,2.9791017962428736e+16
100.98855149444444,19.32056516666667,-4.852104271676793e+18
101.26608934999999,19.32056516666667,-3.98420431516257e+18
101.54362720555555,19.32056516666667,-9.336543274705637e+17
101.8211650611111,19.32056516666667,2704688041592886.0
102.09870291666665,19.32056516666667,-2.894700026916885e+17
102.37624077222222,19.32056516666667,-4.7767236822488794e+17
102.65377862777777,19.32056516666667,-3.496434396675213e+17
102.93131648333332,19.32056516666667,-1.5349283002999834e+17
103.20885433888888,19.32056516666667,-3.934022698413174e+16
103.48639219444443,19.32056516666667,-3710199662948404.5
103.76393005,19.32056516666667,130654041165983.44
104.04146790555555,19.32056516666667,-561002803909519.8
104.3190057611111,19.32056516666667,-47381006932437.19
104.59654361666666,19.32056516666667,431617531997173.0
104.87408147222222,19.32056516666667,294616774465160.6
105.15161932777777,19.32056516666667,36705875044765.22
105.42915718333333,19.32056516666667,2609777566458.1133
105.70669503888888,19.32056516666667,94245802483308.66
105.98423289444443,19.32056516666667,127215501579757.88
106.26177075,19.32056516666667,71840013140881.97
106.53930860555555,19.32056516666667,4916583458983.579
106.81684646111111,19.32056516666667,-17788269893288.547
107.09438431666666,19.32056516666667,-3569268968951.3477
107.37192217222221,19.32056516666667,14328421246554.855
107.64946002777778,19.32056516666667,17867269264144.797
107.92699788333333,19.32056516666667,10861821470400.742
108.20453573888888,19.32056516666667,3576292372539.287
108.48207359444444,19.32056516666667,472253127512.5654
108.75961145,19.32056516666667,23279020305.31801
109.03714930555554,19.32056516666667,-74088140763.47256
109.31468716111111,19.32056516666667,-257926407273.42804
109.59222501666666,19.32056516666667,-144109060314.78256
109.86976287222222,19.32056516666667,51067273581.51745
110.14730072777778,19.32056516666667,-199982194145.86578
110.42483858333333,19.32056516666667,-706984122772.3556
110.70237643888889,19.32056516666667,-560045501181.0585
110.97991429444444,19.32056516666667,738545787479.3677
111.25745214999999,19.32056516666667,2449564912368.5615
111.53499000555556,19.32056516666667,3145896224375.7173
111.8125278611111,19.32056516666667,2091234131161.7688
112.09006571666666,19.32056516666667,-13572202132.995337
112.36760357222222,19.32056516666667,-1672128651507.8516
112.64514142777777,19.32056516666667,-1930582688009.6858
112.92267928333334,19.32056516666667,-1085204736447.5608
113.20021713888889,19.32056516666667,-174809514287.11285
113.47775499444444,19.32056516666667,86626782966.6052
113.75529285,19.32056516666667,-165239235051.99268
114.03283070555555,19.32056516666667,-358989212501.9689
114.3103685611111,19.32056516666667,-225859688460.12488
114.58790641666667,19.32056516666667,-16394831510.85616
114.86544427222222,19.32056516666667,-57460596926.33837
115.14298212777777,19.32056516666667,-288339575896.60016
115.42051998333334,19.32056516666667,-365324444381.7447
115.69805783888889,19.32056516666667,-155250939454.36136
115.97559569444445,19.32056516666667,71795471059.09212
116.25313355,19.32056516666667,25006719394.022034
116.53067140555555,19.32056516666667,-189965732991.54865
116.8082092611111,19.32056516666667,-241666131549.02853
117.08574711666667,19.32056516666667,-86845017249.54002
117.36328497222222,19.32056516666667,8549917196.4740305
117.64082282777778,19.32056516666667,1805481115.0876591
117.91836068333333,19.32056516666667,87188552153.31697
118.19589853888888,19.32056516666667,-77197644457.72438
118.47343639444445,19.32056516666667,-798576989951.641
118.75097425,19.32056516666667,966228078604.7993
119.02851210555556,19.32056516666667,12383803986485.926
119.30604996111111,19.32056516666667,33902522248636.55
119.58358781666666,19.32056516666667,42831936142862.1
119.86112567222222,19.32056516666667,5038700767636.687
120.13866352777778,19.32056516666667,-62573164065699.91
120.41620138333333,19.32056516666667,-48418662513256.914
120.6937392388889,19.32056516666667,134432759459355.3
120.97127709444445,19.32056516666667,312464157831992.25
121.24881495,19.32056516666667,172856659290533.06
121.52635280555556,19.32056516666667,-3282821498183.758
121.80389066111111,19.32056516666667,568365174403784.6
122.08142851666668,19.32056516666667,604330762068917.0
122.35896637222223,19.32056516666667,-2033076403442798.5
122.63650422777778,19.32056516666667,196332839676160.66
122.91404208333333,19.32056516666667,-6.8200618363304984e+16
123.19157993888889,19.32056516666667,-1.0742295077554435e+18
123.46911779444444,19.32056516666667,-6.644042419274249e+18
123.74665565000001,19.32056516666667,-2.3123553947368415e+19
124.02419350555556,19.32056516666667,-3.792060267434147e+19
124.30173136111111,19.32056516666667,5.668890623274623e+19
124.57926921666667,19.32056516666667,4.0177241971409243e+20
124.85680707222222,19.32056516666667,-1.0153161038032926e+21
125.13434492777779,19.32056516666667,-2.3630097102211864e+22
125.41188278333334,19.32056516666667,-1.7979788012934968e+23
125.68942063888889,19.32056516666667,-9.851501595651837e+23
125.96695849444444,19.32056516666667,-4.4854669099173365e+24
126.24449635,19.32056516666667,-1.7985167509221203e+25
98.76824864999999,19.5981287,1.574521865515384e+24
99.04578650555554,19.5981287,3.620138817762319e+23
99.3233243611111,19.5981287,7.22113490747798e+22
99.60086221666666,19.5981287,1.1830610356254397e+22
99.8784000722222,19.5981287,1.4333946920140412e+21
100.15593792777777,19.5981287,9.946584801510231e+19
100.43347578333332,19.5981287,1.2838303880663101e+18
100.71101363888889,19.5981287,4579197388381838.0
100.98855149444444,19.5981287,-7.459088572491502e+17
101.26608934999999,19.5981287,-6.125775967345151e+17
101.54362720555555,19.5981287,-1.4357760666169734e+17
101.8211650611111,19.5981287,416028865454128.56
102.09870291666665,19.5981287,-4.45402180325605e+16
102.37624077222222,19.5981287,-7.353259357456894e+16
102.65377862777777,19.5981287,-5.386135131802315e+16
102.93131648333332,19.5981287,-2.367226066076505e+16
103.20885433888888,19.5981287,-6080808202224721.0
103.48639219444443,19.5981287,-577018963305574.1
103.76393005,19.5981287,22052600279912.54
104.04146790555555,19.5981287,-84496625013465.45
104.3190057611111,19.5981287,-7208630873558.435
104.59654361666666,19.5981287,65859108968684.6
104.87408147222222,19.5981287,45014376336788.24
105.15161932777777,19.5981287,5610556518560.745
105.42915718333333,19.5981287,399392831669.0947
105.70669503888888,19.5981287,14425942787658.797
105.98423289444443,19.5981287,19476131209038.395
106.26177075,19.5981287,10999845995452.186
106.53930860555555,19.5981287,752873692662.867
106.81684646111111,19.5981287,-2724063543388.4126
107.09438431666666,19.5981287,-546613847994.4132
107.37192217222221,19.5981287,2194441322401.6978
107.64946002777778,19.5981287,2736812247418.5615
107.92699788333333,19.5981287,1664515004011.619
108.20453573888888,19.5981287,549014767244.5457
108.48207359444444,19.5981287,73263985909.13773
108.75961145,19.5981287,3799802755.9379444
109.03714930555554,19.5981287,-11472504573.587421
109.31468716111111,19.5981287,-39383408738.70062
109.59222501666666,19.5981287,-21586035124.331764
109.86976287222222,19.5981287,8136595993.813859
110.14730072777778,19.5981287,-31036074107.963596
110.42483858333333,19.5981287,-109232006174.77852
110.70237643888889,19.5981287,-86352261918.47513
110.97991429444444,19.5981287,113776019109.53372
111.25745214999999,19.5981287,377038636323.0477
111.53499000555556,19.5981287,483897641265.87537
111.8125278611111,19.5981287,321390347980.0377
112.09006571666666,19.5981287,-2430212839.3367467
112.36760357222222,19.5981287,-257408776599.5597
112.64514142777777,19.5981287,-297010601183.5156
112.92267928333334,19.5981287,-166925195400.21783
113.20021713888889,19.5981287,-26898283511.958942
113.47775499444444,19.5981287,13341300250.716513
113.75529285,19.5981287,-25333953994.527363
114.03283070555555,19.5981287,-55106508506.622955
114.3103685611111,19.5981287,-34675655414.186584
114.58790641666667,19.5981287,-2516851834.8024344
114.86544427222222,19.5981287,-8821213193.451447
115.14298212777777,19.5981287,-44259168080.58027
115.42051998333334,19.5981287,-56066259927.87198
115.69805783888889,19.5981287,-23820686602.021336
115.97559569444445,19.5981287,11012060158.098326
116.25313355,19.5981287,3832406305.7120333
116.53067140555555,19.5981287,-29101321448.943367
116.8082092611111,19.5981287,-36953375760.10169
117.08574711666667,19.5981287,-13188729535.828262
117.36328497222222,19.5981287,1359865605.905995
117.64082282777778,19.5981287,276135407.3219106
117.91836068333333,19.5981287,13432015129.358202
118.19589853888888,19.5981287,-11893768167.225447
118.47343639444445,19.5981287,-122886259417.02982
118.75097425,19.5981287,148777951469.61234
119.02851210555556,19.5981287,1905152348229.3176
119.30604996111111,19.5981287,5214311581622.654
119.58358781666666,19.5981287,6586388884358.312
119.86112567222222,19.5981287,773994611455.7096
120.13866352777778,19.5981287,-9621457557534.531
120.41620138333333,19.5981287,-7444092334232.241
120.6937392388889,19.5981287,20666594584183.176
120.97127709444445,19.5981287,48032589855534.69
121.24881495,19.5981287,26570381187027.23
121.52635280555556,19.5981287,-504595806350.2614
121.80389066111111,19.5981287,87358253302919.33
122.08142851666668,19.5981287,92882833202354.7
122.35896637222223,19.5981287,-312464475707065.06
122.63650422777778,19.5981287,30174278923435.266
122.91404208333333,19.5981287,-1.0481178913783556e+16
123.19157993888889,19.5981287,-1.6508557304439306e+17
123.46911779444444,19.5981287,-1.0210221332268965e+18
123.74665565000001,19.5981287,-3.5534380591891057e+18
124.02419350555556,19.5981287,-5.827220434374764e+18
124.30173136111111,19.5981287,8.711178702117749e+18
124.57926921666667,19.5981287,6.173793715405375e+19
124.85680707222222,19.5981287,-1.5601518934451634e+20
125.13434492777779,19.5981287,-3.6309907933219017e+21
125.41188278333334,19.5981287,-2.7627311248686182e+22
125.68942063888889,19.5981287,-1.5137398377183342e+23
125.96695849444444,19.5981287,-6.89209940442555e+23
126.24449635,19.5981287,-2.7634633797490274e+24
98.76824864999999,19.875692233333336,1.642026550621379e+23
99.04578650555554,19.875692233333336,3.775770082560528e+22
99.3233243611111,19.875692233333336,7.532533844696044e+21
99.60086221666666,19.875692233333336,1.2342578374668772e+21
99.8784000722222,19.875692233333336,1.4956746286332238e+20
100.15593792777777,19.875692233333336,1.0380770873088264e+19
100.43347578333332,19.875692233333336,1.3401770337058222e+17
100.71101363888889,19.875692233333336,478146326968505.6
100.98855149444444,19.875692233333336,-7.791113636212997e+16
101.26608934999999,19.875692233333336,-6.401014262296272e+16
101.54362720555555,19.875692233333336,-1.50104059913686e+16
101.8211650611111,19.875692233333336,43522112478631.51
102.09870291666665,19.875692233333336,-4663510693627021.0
102.37624077222222,19.875692233333336,-7708365918335562.0
102.65377862777777,19.875692233333336,-5656337740875796.0
102.93131648333332,19.875692233333336,-2493255251550054.0
103.20885433888888,19.875692233333336,-644061422651227.2
103.48639219444443,19.875692233333336,-62046305544502.17
103.76393005,19.875692233333336,2823229831693.033
104.04146790555555,19.875692233333336,-8369518833778.628
104.3190057611111,19.875692233333336,-733526166098.9138
104.59654361666666,19.875692233333336,6753371678068.244
104.87408147222222,19.875692233333336,4632337668175.827
105.15161932777777,19.875692233333336,578217110705.4023
105.42915718333333,19.875692233333336,41266771073.55761
105.70669503888888,19.875692233333336,1491613900169.0325
105.98423289444443,19.875692233333336,2015031404828.1716
106.26177075,19.875692233333336,1138599737728.2212
106.53930860555555,19.875692233333336,77958720689.9235
106.81684646111111,19.875692233333336,-282152680885.7637
107.09438431666666,19.875692233333336,-56630613822.223915
107.37192217222221,19.875692233333336,227403555643.4639
107.64946002777778,19.875692233333336,283699400968.94934
107.92699788333333,19.875692233333336,172661815324.36456
108.20453573888888,19.875692233333336,57072925453.89616
108.48207359444444,19.875692233333336,7705914856.104616
108.75961145,19.875692233333336,420009990.18609524
109.03714930555554,19.875692233333336,-1203040467.214023
109.31468716111111,19.875692233333336,-4067547863.803956
109.59222501666666,19.875692233333336,-2181552525.682155
109.86976287222222,19.875692233333336,879728838.227681
110.14730072777778,19.875692233333336,-3264426785.328354
110.42483858333333,19.875692233333336,-11434609094.845745
110.70237643888889,19.875692233333336,-9019865172.533035
110.97991429444444,19.875692233333336,11873578073.193853
111.25745214999999,19.875692233333336,39311933782.74183
111.53499000555556,19.875692233333336,50418881481.55213
111.8125278611111,19.875692233333336,33455783215.00099
112.09006571666666,19.875692233333336,-292437080.45903563
112.36760357222222,19.875692233333336,-26846233123.112877
112.64514142777777,19.875692233333336,-30956217283.256145
112.92267928333334,19.875692233333336,-17395245877.445137
113.20021713888889,19.875692233333336,-2804349279.3383074
113.47775499444444,19.875692233333336,1392065738.0681424
113.75529285,19.875692233333336,-2630781018.123262
114.03283070555555,19.875692233333336,-5730162339.73506
114.3103685611111,19.875692233333336,-3606332868.1119742
114.58790641666667,19.875692233333336,-261745659.91159528
114.86544427222222,19.875692233333336,-917365514.1010249
115.14298212777777,19.875692233333336,-4602127376.460812
115.42051998333334,19.875692233333336,-5828772065.505208
115.69805783888889,19.875692233333336,-2475818996.5877414
115.97559569444445,19.875692233333336,1144116332.9866257
116.25313355,19.875692233333336,397818450.8478553
116.53067140555555,19.875692233333336,-3019327105.208896
116.8082092611111,19.875692233333336,-3825979773.0574284
117.08574711666667,19.875692233333336,-1354757752.2332792
117.36328497222222,19.875692233333336,146977500.83586022
117.64082282777778,19.875692233333336,28643557.30966734
117.91836068333333,19.875692233333336,1402798862.1520257
118.19589853888888,19.875692233333336,-1242213505.4840267
118.47343639444445,19.875692233333336,-12816447093.827473
118.75097425,19.875692233333336,15529154118.722752
119.02851210555556,19.875692233333336,198647183715.04666
119.30604996111111,19.875692233333336,543529720177.3417
119.58358781666666,19.875692233333336,686399291421.72
119.86112567222222,19.875692233333336,80557268830.58191
120.13866352777778,19.875692233333336,-1002654166812.7874
120.41620138333333,19.875692233333336,-775642274998.9408
120.6937392388889,19.875692233333336,2153181352736.7812
120.97127709444445,19.875692233333336,5004009679752.481
121.24881495,19.875692233333336,2767930467880.0938
121.52635280555556,19.875692233333336,-52563442568.1657
121.80389066111111,19.875692233333336,9099654555844.953
122.08142851666668,19.875692233333336,9674776983538.035
122.35896637222223,19.875692233333336,-32545639293894.227
122.63650422777778,19.875692233333336,3142881955733.288
122.91404208333333,19.875692233333336,-1091635644430236.5
123.19157993888889,19.875692233333336,-1.719363822490147e+16
123.46911779444444,19.875692233333336,-1.0633722733439051e+17
123.74665565000001,19.875692233333336,-3.700761976459996e+17
124.02419350555556,19.875692233333336,-6.068715159594588e+17
124.30173136111111,19.875692233333336,9.072056371170967e+17
124.57926921666667,19.875692233333336,6.429467169362843e+18
124.85680707222222,19.875692233333336,-1.624741544564965e+19
125.13434492777779,19.875692233333336,-3.781268497356462e+20
125.41188278333334,19.875692233333336,-2.8770429271375924e+21
125.68942063888889,19.875692233333336,-1.5763573008412296e+22
125.96695849444444,19.875692233333336,-7.177132582697411e+22
126.24449635,19.875692233333336,-2.87772605374998e+23
98.76824864999999,20.153255766666668,5.843894838007239e+21
99.04578650555554,20.153255766666668,1.3440462561768117e+21
99.3233243611111,20.153255766666668,2.681929417626842e+20
99.60086221666666,20.153255766666668,4.395649645852305e+19
99.8784000722222,20.153255766666668,5.328211155835349e+18
100.15593792777777,20.153255766666668,3.6993119318059955e+17
100.43347578333332,20.153255766666668,4777772097462166.0
100.71101363888889,20.153255766666668,17054013246297.945
100.98855149444444,20.153255766666668,-2780422144868923.5
101.26608934999999,20.153255766666668,-2285907917180223.0
101.54362720555555,20.153255766666668,-536506952788864.4
101.8211650611111,20.153255766666668,1557295549791.1816
102.09870291666665,20.153255766666668,-167112206221678.9
102.37624077222222,20.153255766666668,-276781583611730.53
102.65377862777777,20.153255766666668,-203708666748899.38
102.93131648333332,20.153255766666668,-90229537340763.6
103.20885433888888,20.153255766666668,-23523825485189.03
103.48639219444443,20.153255766666668,-2321401084158.118
103.76393005,20.153255766666668,132029370909.21902
104.04146790555555,20.153255766666668,-271312823824.97095
104.3190057611111,20.153255766666668,-25015951806.741825
104.59654361666666,20.153255766666668,233519937541.47287
104.87408147222222,20.153255766666668,161194466329.41495
105.15161932777777,20.153255766666668,20176197040.02113
105.42915718333333,20.153255766666668,1446033911.1763713
105.70669503888888,20.153255766666668,52338188780.38276
105.98423289444443,20.153255766666668,70783858093.51157
106.26177075,20.153255766666668,40031817101.49446
106.53930860555555,20.153255766666668,2742834214.945685
106.81684646111111,20.153255766666668,-9932576018.442278
107.09438431666666,20.153255766666668,-1994503630.8337376
107.37192217222221,20.153255766666668,8012658587.516294
107.64946002777778,20.153255766666668,10001649147.996058
107.92699788333333,20.153255766666668,6092824845.7474785
108.20453573888888,20.153255766666668,2019234631.0111454
108.48207359444444,20.153255766666668,276201297.1134853
108.75961145,20.153255766666668,15792500.957975866
109.03714930555554,20.153255766666668,-42931692.95364581
109.31468716111111,20.153255766666668,-142773962.18580577
109.59222501666666,20.153255766666668,-74699562.35884312
109.86976287222222,20.153255766666668,32445851.25569417
110.14730072777778,20.153255766666668,-116967797.35710858
110.42483858333333,20.153255766666668,-407627315.04276204
110.70237643888889,20.153255766666668,-320800904.7481735
110.97991429444444,20.153255766666668,421892331.06228435
111.25745214999999,20.153255766666668,1395515990.767725
111.53499000555556,20.153255766666668,1788515638.052669
111.8125278611111,20.153255766666668,1185615958.499014
112.09006571666666,20.153255766666668,-11910325.345561085
112.36760357222222,20.153255766666668,-953437127.2600393
112.64514142777777,20.153255766666668,-1098643165.3282924
112.92267928333334,20.153255766666668,-617275681.3445317
113.20021713888889,20.153255766666668,-99571820.4806948
113.47775499444444,20.153255766666668,49462804.56155727
113.75529285,20.153255766666668,-93000819.6589394
114.03283070555555,20.153255766666668,-202865503.6845117
114.3103685611111,20.153255766666668,-127702201.49699554
114.58790641666667,20.153255766666668,-9268530.550991507
114.86544427222222,20.153255766666668,-32482406.70186482
115.14298212777777,20.153255766666668,-162931817.27397096
115.42051998333334,20.153255766666668,-206319154.27296188
115.69805783888889,20.153255766666668,-87611358.93588029
115.97559569444445,20.153255766666668,40469776.477354035
116.25313355,20.153255766666668,14057861.831172127
