Longitude,Latitude,Hg_lagrange_interpolated
125.96695849444444,18.7654381,-6.396273624040003e+24
126.24449635,18.7654381,-2.5771930275221013e+25
98.76824864999999,19.043001633333333,1.0244413627052843e+25
99.04578650555554,19.043001633333333,2.4313997150097596e+24
99.3233243611111,19.043001633333333,5.020300409599463e+23
99.60086221666666,19.043001633333333,8.540808567653828e+22
99.8784000722222,19.043001633333333,1.0784778478307286e+22
100.15593792777777,19.043001633333333,7.832838070865255e+20
100.43347578333332,19.043001633333333,1.0634633572534458e+19
100.71101363888889,19.043001633333333,4.012797021499617e+16
100.98855149444444,19.043001633333333,-6.968223295579221e+18
101.26608934999999,19.043001633333333,-6.152849445495558e+18
101.54362720555555,19.043001633333333,-1.567636728569713e+18
101.8211650611111,19.043001633333333,5007511362970608.0
102.09870291666665,19.043001633333333,-6.020464501807416e+17
102.37624077222222,19.043001633333333,-1.1449110638503177e+18
102.65377862777777,19.043001633333333,-1.0022548944364628e+18
102.93131648333332,19.043001633333333,-5.5777767408756563e+17
103.20885433888888,19.043001633333333,-2.0116526613806205e+17
103.48639219444443,19.043001633333333,-3.396348498666494e+16
103.76393005,19.043001633333333,8510239120892638.0
104.04146790555555,19.043001633333333,6443183608732282.0
104.3190057611111,19.043001633333333,237958815661972.78
104.59654361666666,19.043001633333333,-1341541942573969.8
104.87408147222222,19.043001633333333,-648504927530454.6
105.15161932777777,19.043001633333333,-64784049899922.52
105.42915718333333,19.043001633333333,-3154260189132.71
105.70669503888888,19.043001633333333,-93435438302866.33
105.98423289444443,19.043001633333333,-103322236305711.88
106.26177075,19.043001633333333,-48111499197385.21
106.53930860555555,19.043001633333333,-2724694034801.4517
106.81684646111111,19.043001633333333,8148891408344.19
107.09438431666666,19.043001633333333,1341376979236.6318
107.37192217222221,19.043001633333333,-4332423385177.148
107.64946002777778,19.043001633333333,-4148479596163.5146
107.92699788333333,19.043001633333333,-1680313950585.003
108.20453573888888,19.043001633333333,-128366702333.51204
108.48207359444444,19.043001633333333,160273955019.73694
108.75961145,19.043001633333333,37961357629.21336
109.03714930555554,19.043001633333333,-4121203973.099254
109.31468716111111,19.043001633333333,23955885907.42598
109.59222501666666,19.043001633333333,30334869468.665302
109.86976287222222,19.043001633333333,11984949176.939566
110.14730072777778,19.043001633333333,-14677469859.689236
110.42483858333333,19.043001633333333,-44341843857.797455
110.70237643888889,19.043001633333333,-40601353177.41049
110.97991429444444,19.043001633333333,47641375836.491005
111.25745214999999,19.043001633333333,199043361520.977
111.53499000555556,19.043001633333333,294060248566.2639
111.8125278611111,19.043001633333333,220127868010.58762
112.09006571666666,19.043001633333333,777048344.3429263
112.36760357222222,19.043001633333333,-207214054638.51953
112.64514142777777,19.043001633333333,-258996408202.11862
112.92267928333334,19.043001633333333,-155879168736.5427
113.20021713888889,19.043001633333333,-26868898085.427357
113.47775499444444,19.043001633333333,13779441543.845055
113.75529285,19.043001633333333,-27633508390.64223
114.03283070555555,19.043001633333333,-62573858043.578835
114.3103685611111,19.043001633333333,-40609377774.84679
114.58790641666667,19.043001633333333,-2716872020.942512
114.86544427222222,19.043001633333333,-11699784068.478006
115.14298212777777,19.043001633333333,-59647263059.07616
115.42051998333334,19.043001633333333,-77574707987.87445
115.69805783888889,19.043001633333333,-33893362970.020477
115.97559569444445,19.043001633333333,16132017158.541964
116.25313355,19.043001633333333,5849152672.773623
116.53067140555555,19.043001633333333,-45373628412.28983
116.8082092611111,19.043001633333333,-60658289216.1589
117.08574711666667,19.043001633333333,-24604153551.666294
117.36328497222222,19.043001633333333,875081678.4852691
117.64082282777778,19.043001633333333,365800589.3184204
117.91836068333333,19.043001633333333,19841286485.656147
118.19589853888888,19.043001633333333,-17977782698.365047
118.47343639444445,19.043001633333333,-185887537482.41345
118.75097425,19.043001633333333,285444809436.99554
119.02851210555556,19.043001633333333,3255023346323.0596
119.30604996111111,19.043001633333333,8885794357624.209
119.58358781666666,19.043001633333333,11188088048113.06
119.86112567222222,19.043001633333333,889307756948.1859
120.13866352777778,19.043001633333333,-17617016633727.816
120.41620138333333,19.043001633333333,-13571722653816.105
120.6937392388889,19.043001633333333,37886342713594.34
120.97127709444445,19.043001633333333,88733237146969.39
121.24881495,19.043001633333333,49531287912775.484
121.52635280555556,19.043001633333333,-942805017375.274
121.80389066111111,19.043001633333333,165029623083589.72
122.08142851666668,19.043001633333333,176920549661092.6
122.35896637222223,19.043001633333333,-599885341024149.8
122.63650422777778,19.043001633333333,58408571849478.77
122.91404208333333,19.043001633333333,-2.0403599811648696e+16
123.19157993888889,19.043001633333333,-3.2369091424001344e+17
123.46911779444444,19.043001633333333,-2.0155847047856883e+18
123.74665565000001,19.043001633333333,-7.06067561049391e+18
124.02419350555556,19.043001633333333,-1.165177861716458e+19
124.30173136111111,19.043001633333333,1.7524671220336306e+19
124.57926921666667,19.043001633333333,1.2493421069843246e+20
124.85680707222222,19.043001633333333,-3.175199108918074e+20
125.13434492777779,19.043001633333333,-7.430644494591039e+21
125.41188278333334,19.043001633333333,-5.6841202982065845e+22
125.68942063888889,19.043001633333333,-3.130607368030969e+23
125.96695849444444,19.043001633333333,-1.432564532142932e+24
126.24449635,19.043001633333333,-5.772144904469415e+24
98.76824864999999,19.32056516666667,1.9726600109480619e+24
99.04578650555554,19.32056516666667,4.681997988822027e+23
99.3233243611111,19.32056516666667,9.667514648522596e+22
99.60086221666666,19.32056516666667,1.644731407790891e+22
99.8784000722222,19.32056516666667,2.0769150697621708e+21
100.15593792777777,19.32056516666667,1.5084776217609175e+20
100.43347578333332,19.32056516666667,2.0481192495263409e+18
100.71101363888889,19.32056516666667,7728472912497333.0
100.98855149444444,19.32056516666667,-1.3420953148346573e+18
101.26608934999999,19.32056516666667,-1.1850955742354176e+18
101.54362720555555,19.32056516666667,-3.019530637467843e+17
101.8211650611111,19.32056516666667,964570861174228.5
102.09870291666665,19.32056516666667,-1.1597430682630342e+17
102.37624077222222,19.32056516666667,-2.205589586866784e+17
102.65377862777777,19.32056516666667,-1.930874605342857e+17
102.93131648333332,19.32056516666667,-1.0746373832092288e+17
103.20885433888888,19.32056516666667,-3.87597539875186e+16
103.48639219444443,19.32056516666667,-6544403157694715.0
103.76393005,19.32056516666667,1639956392404606.5
104.04146790555555,19.32056516666667,1241730073008770.8
104.3190057611111,19.32056516666667,45863647010364.68
104.59654361666666,19.32056516666667,-258592357448243.9
104.87408147222222,19.32056516666667,-125018534888950.89
105.15161932777777,19.32056516666667,-12490520532500.508
105.42915718333333,19.32056516666667,-608257230095.9874
105.70669503888888,19.32056516666667,-18020801839791.26
105.98423289444443,19.32056516666667,-19931641028381.91
106.26177075,19.32056516666667,-9283265826396.701
106.53930860555555,19.32056516666667,-525887071683.0143
106.81684646111111,19.32056516666667,1573341570147.5347
107.09438431666666,19.32056516666667,259097061667.33746
107.37192217222221,19.32056516666667,-837308563103.2688
107.64946002777778,19.32056516666667,-802384945435.0771
107.92699788333333,19.32056516666667,-325431489758.7834
108.20453573888888,19.32056516666667,-25066205293.329285
108.48207359444444,19.32056516666667,30994254453.019054
108.75961145,19.32056516666667,7350834429.346142
109.03714930555554,19.32056516666667,-806025443.4062483
109.31468716111111,19.32056516666667,4691287393.622365
109.59222501666666,19.32056516666667,5968194718.793494
109.86976287222222,19.32056516666667,2360378499.4092607
110.14730072777778,19.32056516666667,-2867325559.6061387
110.42483858333333,19.32056516666667,-8589539704.02043
110.70237643888889,19.32056516666667,-7825965408.794037
110.97991429444444,19.32056516666667,9164518696.359879
111.25745214999999,19.32056516666667,38243999429.67014
111.53499000555556,19.32056516666667,56468794463.89081
111.8125278611111,19.32056516666667,42249470162.59752
112.09006571666666,19.32056516666667,114714065.0733563
112.36760357222222,19.32056516666667,-39831290768.008286
112.64514142777777,19.32056516666667,-49772671574.61499
112.92267928333334,19.32056516666667,-29958177363.74728
113.20021713888889,19.32056516666667,-5165570625.404859
113.47775499444444,19.32056516666667,2653223995.893222
113.75529285,19.32056516666667,-5298428166.711036
114.03283070555555,19.32056516666667,-12013965036.609478
114.3103685611111,19.32056516666667,-7799432438.951762
114.58790641666667,19.32056516666667,-521958146.9279478
114.86544427222222,19.32056516666667,-2247543006.1346283
115.14298212777777,19.32056516666667,-11459416906.633726
115.42051998333334,19.32056516666667,-14904603964.304073
115.69805783888889,19.32056516666667,-6512307636.509744
115.97559569444445,19.32056516666667,3099694517.682141
116.25313355,19.32056516666667,1123713441.0036557
116.53067140555555,19.32056516666667,-8718591425.112581
116.8082092611111,19.32056516666667,-11653655220.541992
117.08574711666667,19.32056516666667,-4723354712.035582
117.36328497222222,19.32056516666667,171272114.0649839
117.64082282777778,19.32056516666667,69118377.21712285
117.91836068333333,19.32056516666667,3810922955.8676915
118.19589853888888,19.32056516666667,-3456254496.09974
118.47343639444445,19.32056516666667,-35729797796.90621
118.75097425,19.32056516666667,54879181516.104576
119.02851210555556,19.32056516666667,625758051017.2493
119.30604996111111,19.32056516666667,1708264611559.908
119.58358781666666,19.32056516666667,2150904065769.5557
119.86112567222222,19.32056516666667,170927303294.65515
120.13866352777778,19.32056516666667,-3387091851939.611
120.41620138333333,19.32056516666667,-2609361453414.5933
120.6937392388889,19.32056516666667,7284310020999.63
120.97127709444445,19.32056516666667,17060770923013.36
121.24881495,19.32056516666667,9523537164428.99
121.52635280555556,19.32056516666667,-181279111313.2381
121.80389066111111,19.32056516666667,31731704792217.312
122.08142851666668,19.32056516666667,34018536999914.066
122.35896637222223,19.32056516666667,-115348364740988.02
122.63650422777778,19.32056516666667,11231257611523.365
122.91404208333333,19.32056516666667,-3923365737927888.0
123.19157993888889,19.32056516666667,-6.22426471180328e+16
123.46911779444444,19.32056516666667,-3.8758194605126304e+17
123.74665565000001,19.32056516666667,-1.3577300277677312e+18
124.02419350555556,19.32056516666667,-2.2405976192073075e+18
124.30173136111111,19.32056516666667,3.369968444859103e+18
124.57926921666667,19.32056516666667,2.4024894274876076e+19
124.85680707222222,19.32056516666667,-6.1059757853523436e+19
125.13434492777779,19.32056516666667,-1.428941553310619e+21
125.41188278333334,19.32056516666667,-1.093087632560252e+22
125.68942063888889,19.32056516666667,-6.020380463768028e+22
125.96695849444444,19.32056516666667,-2.7549455972786824e+23
126.24449635,19.32056516666667,-1.110042084325138e+24
98.76824864999999,19.5981287,3.038504303601622e+23
99.04578650555554,19.5981287,7.211894235198418e+22
99.3233243611111,19.5981287,1.489169263847597e+22
99.60086221666666,19.5981287,2.533587733626568e+21
99.8784000722222,19.5981287,3.199426447661247e+20
100.15593792777777,19.5981287,2.323835880859703e+19
100.43347578333332,19.5981287,3.1552649771257946e+17
100.71101363888889,19.5981287,1190663837416090.8
100.98855149444444,19.5981287,-2.0677346478140166e+17
101.26608934999999,19.5981287,-1.825920413776636e+17
101.54362720555555,19.5981287,-4.652497511313525e+16
101.8211650611111,19.5981287,148627933860703.66
102.09870291666665,19.5981287,-1.7871013695419892e+16
102.37624077222222,19.5981287,-3.398872628138095e+16
102.65377862777777,19.5981287,-2.9756985638955324e+16
102.93131648333332,19.5981287,-1.6562413430279606e+16
103.20885433888888,19.5981287,-5974092204834010.0
103.48639219444443,19.5981287,-1008771825774654.8
103.76393005,19.5981287,252807722716230.53
104.04146790555555,19.5981287,191436175335382.56
104.3190057611111,19.5981287,7071448028643.764
104.59654361666666,19.5981287,-39875232090072.88
104.87408147222222,19.5981287,-19280354357519.45
105.15161932777777,19.5981287,-1926527909396.1252
105.42915718333333,19.5981287,-93835246482.94156
105.70669503888888,19.5981287,-2780545746598.586
105.98423289444443,19.5981287,-3076034911337.5103
106.26177075,19.5981287,-1433038900311.994
106.53930860555555,19.5981287,-81204461822.19736
106.81684646111111,19.5981287,243034945838.59354
107.09438431666666,19.5981287,40041054578.57983
107.37192217222221,19.5981287,-129474409925.36826
107.64946002777778,19.5981287,-124175684324.0525
107.92699788333333,19.5981287,-50433138862.361755
108.20453573888888,19.5981287,-3918433065.606655
108.48207359444444,19.5981287,4794654653.768692
108.75961145,19.5981287,1138306703.994912
109.03714930555554,19.5981287,-125882963.86843331
109.31468716111111,19.5981287,736254079.4720103
109.59222501666666,19.5981287,940599898.0695646
109.86976287222222,19.5981287,372246569.31756663
110.14730072777778,19.5981287,-448298664.8516694
110.42483858333333,19.5981287,-1331015858.9718306
110.70237643888889,19.5981287,-1206351090.6617875
110.97991429444444,19.5981287,1409719181.4203308
111.25745214999999,19.5981287,5875687606.941338
111.53499000555556,19.5981287,8670740000.470018
111.8125278611111,19.5981287,6483867995.916869
112.09006571666666,19.5981287,11816002.017487017
112.36760357222222,19.5981287,-6123141216.159089
112.64514142777777,19.5981287,-7649427015.801997
112.92267928333334,19.5981287,-4604615927.864297
113.20021713888889,19.5981287,-794295996.3153799
113.47775499444444,19.5981287,408595168.9872048
113.75529285,19.5981287,-812310013.2827507
114.03283070555555,19.5981287,-1844557899.3189814
114.3103685611111,19.5981287,-1197916770.8118036
114.58790641666667,19.5981287,-80196582.3947069
114.86544427222222,19.5981287,-345278047.3980203
115.14298212777777,19.5981287,-1760642390.9200442
115.42051998333334,19.5981287,-2290131354.47912
115.69805783888889,19.5981287,-1000682853.6522952
115.97559569444445,19.5981287,476311072.3927383
116.25313355,19.5981287,172645812.14407948
116.53067140555555,19.5981287,-1339755017.5195327
116.8082092611111,19.5981287,-1790429895.5780442
117.08574711666667,19.5981287,-725044619.9209198
117.36328497222222,19.5981287,26855723.48084598
117.64082282777778,19.5981287,10433932.773246262
117.91836068333333,19.5981287,585419441.2817663
118.19589853888888,19.5981287,-531475404.0934704
118.47343639444445,19.5981287,-5492826965.886029
118.75097425,19.5981287,8438934170.547905
119.02851210555556,19.5981287,96215660970.84047
119.30604996111111,19.5981287,262663571210.25528
119.58358781666666,19.5981287,330728325214.42175
119.86112567222222,19.5981287,26275010170.645123
120.13866352777778,19.5981287,-520844778434.5617
120.41620138333333,19.5981287,-401254693062.2177
120.6937392388889,19.5981287,1120162367023.5923
120.97127709444445,19.5981287,2623602886079.6973
121.24881495,19.5981287,1464550775142.9026
121.52635280555556,19.5981287,-27877984494.477215
121.80389066111111,19.5981287,4879924349672.234
122.08142851666668,19.5981287,5231684910991.2705
122.35896637222223,19.5981287,-17739593074978.36
122.63650422777778,19.5981287,1727308665345.1216
122.91404208333333,19.5981287,-603393173891982.5
123.19157993888889,19.5981287,-9572726275275814.0
123.46911779444444,19.5981287,-5.9609633588746e+16
123.74665565000001,19.5981287,-2.0881966046226077e+17
124.02419350555556,19.5981287,-3.446090451020743e+17
124.30173136111111,19.5981287,5.1831442338108614e+17
124.57926921666667,19.5981287,3.6951616013094477e+18
124.85680707222222,19.5981287,-9.391422180853148e+18
125.13434492777779,19.5981287,-2.197834270839081e+20
125.41188278333334,19.5981287,-1.6812779077117815e+21
125.68942063888889,19.5981287,-9.260029752200659e+21
125.96695849444444,19.5981287,-4.237456615734348e+22
126.24449635,19.5981287,-1.7074003105213018e+23
98.76824864999999,19.875692233333336,3.171443993183537e+22
99.04578650555554,19.875692233333336,7.527623493618038e+21
99.3233243611111,19.875692233333336,1.5544064332778992e+21
99.60086221666666,19.875692233333336,2.6446556695213756e+20
99.8784000722222,19.875692233333336,3.339786697579696e+19
100.15593792777777,19.875692233333336,2.425863043384847e+18
100.43347578333332,19.875692233333336,3.293910357022199e+16
100.71101363888889,19.875692233333336,124302864897781.42
100.98855149444444,19.875692233333336,-2.158758149592903e+16
101.26608934999999,19.875692233333336,-1.9063795306819644e+16
101.54362720555555,19.875692233333336,-4857729338278778.0
101.8211650611111,19.875692233333336,15519177237535.775
102.09870291666665,19.875692233333336,-1866122460544318.5
102.37624077222222,19.875692233333336,-3549362389898028.0
102.65377862777777,19.875692233333336,-3107641486409596.0
102.93131648333332,19.875692233333336,-1729794039857833.8
103.20885433888888,19.875692233333336,-623984893667081.4
103.48639219444443,19.875692233333336,-105373016763890.86
103.76393005,19.875692233333336,26409760911348.176
104.04146790555555,19.875692233333336,20000445328293.375
104.3190057611111,19.875692233333336,738873292499.1621
104.59654361666666,19.875692233333336,-4166926875744.162
104.87408147222222,19.875692233333336,-2015042668280.2156
105.15161932777777,19.875692233333336,-201373161751.59418
105.42915718333333,19.875692233333336,-9810321910.364927
105.70669503888888,19.875692233333336,-290756295185.7929
105.98423289444443,19.875692233333336,-321727544731.53064
106.26177075,19.875692233333336,-149923747682.12936
106.53930860555555,19.875692233333336,-8498259317.610567
106.81684646111111,19.875692233333336,25444018387.601154
107.09438431666666,19.875692233333336,4194013392.841331
107.37192217222221,19.875692233333336,-13569867570.71784
107.64946002777778,19.875692233333336,-13025634753.039772
107.92699788333333,19.875692233333336,-5297930830.731571
108.20453573888888,19.875692233333336,-415395483.4344363
108.48207359444444,19.875692233333336,502597197.56807244
108.75961145,19.875692233333336,119396033.26856004
109.03714930555554,19.875692233333336,-13292005.695913713
109.31468716111111,19.875692233333336,78466396.43453415
109.59222501666666,19.875692233333336,100609463.96369706
109.86976287222222,19.875692233333336,39826221.8774512
110.14730072777778,19.875692233333336,-47520995.51561519
110.42483858333333,19.875692233333336,-139764508.58423823
110.70237643888889,19.875692233333336,-125973557.37385741
110.97991429444444,19.875692233333336,146886240.33414528
111.25745214999999,19.875692233333336,611449801.8023075
111.53499000555556,19.875692233333336,901791821.18811
111.8125278611111,19.875692233333336,673968750.7011933
112.09006571666666,19.875692233333336,565983.4488329507
112.36760357222222,19.875692233333336,-637685599.6372169
112.64514142777777,19.875692233333336,-796424553.5918683
112.92267928333334,19.875692233333336,-479468940.29879767
113.20021713888889,19.875692233333336,-82753594.15765116
113.47775499444444,19.875692233333336,42631325.92144042
113.75529285,19.875692233333336,-84350521.56024152
114.03283070555555,19.875692233333336,-191842106.81177032
114.3103685611111,19.875692233333336,-124638485.67054074
114.58790641666667,19.875692233333336,-8347723.341049601
114.86544427222222,19.875692233333336,-35933183.6981417
115.14298212777777,19.875692233333336,-183253384.0239904
115.42051998333334,19.875692233333336,-238383267.2562452
115.69805783888889,19.875692233333336,-104168167.96982938
115.97559569444445,19.875692233333336,49583756.64575297
116.25313355,19.875692233333336,17969210.704385646
116.53067140555555,19.875692233333336,-139467835.1744812
116.8082092611111,19.875692233333336,-186339845.990221
117.08574711666667,19.875692233333336,-75382334.52445903
117.36328497222222,19.875692233333336,2858632.234297099
117.64082282777778,19.875692233333336,1065907.6955311769
117.91836068333333,19.875692233333336,60929494.955328204
118.19589853888888,19.875692233333336,-55375820.161995955
118.47343639444445,19.875692233333336,-572126173.3044854
118.75097425,19.875692233333336,879241568.4803491
119.02851210555556,19.875692233333336,10023437441.677328
119.30604996111111,19.875692233333336,27363679911.593163
119.58358781666666,19.875692233333336,34454881183.92657
119.86112567222222,19.875692233333336,2736455235.3167257
120.13866352777778,19.875692233333336,-54265035467.559784
120.41620138333333,19.875692233333336,-41805766593.927086
120.6937392388889,19.875692233333336,116708865137.14503
120.97127709444445,19.875692233333336,273355686462.87527
121.24881495,19.875692233333336,152595416953.52945
121.52635280555556,19.875692233333336,-2904732058.85113
121.80389066111111,19.875692233333336,508468821587.04114
122.08142851666668,19.875692233333336,545129251454.21533
122.35896637222223,19.875692233333336,-1848452316644.759
122.63650422777778,19.875692233333336,179988472879.7339
122.91404208333333,19.875692233333336,-62874557809780.78
123.19157993888889,19.875692233333336,-997508577502763.9
123.46911779444444,19.875692233333336,-6211595653346597.0
123.74665565000001,19.875692233333336,-2.176023304059173e+16
124.02419350555556,19.875692233333336,-3.5910714070613468e+16
124.30173136111111,19.875692233333336,5.401267458683243e+16
124.57926921666667,19.875692233333336,3.850708729929421e+17
124.85680707222222,19.875692233333336,-9.786857790410964e+17
125.13434492777779,19.875692233333336,-2.2904002362213528e+19
125.41188278333334,19.875692233333336,-1.7521057833322326e+20
125.68942063888889,19.875692233333336,-9.650224951147598e+20
125.96695849444444,19.875692233333336,-4.4160545014034014e+21
126.24449635,19.875692233333336,-1.77937913444651e+22
98.76824864999999,20.153255766666668,1.1274412370783028e+21
99.04578650555554,20.153255766666668,2.676128683898981e+20
99.3233243611111,20.153255766666668,5.526200038052537e+19
99.60086221666666,20.153255766666668,9.402531555595203e+18
99.8784000722222,20.153255766666668,1.187432254440796e+18
100.15593792777777,20.153255766666668,8.62525030590867e+16
100.43347578333332,20.153255766666668,1171206500131728.0
100.71101363888889,20.153255766666668,4419977838065.426
100.98855149444444,20.153255766666668,-767646825232677.8
101.26608934999999,20.153255766666668,-677932652368860.2
101.54362720555555,20.153255766666668,-172755391743924.34
101.8211650611111,20.153255766666668,551937176443.187
102.09870291666665,20.153255766666668,-66372086522757.47
102.37624077222222,20.153255766666668,-126247262556773.98
102.65377862777777,20.153255766666668,-110542933866622.42
102.93131648333332,20.153255766666668,-61535445107341.18
103.20885433888888,20.153255766666668,-22199267368362.285
103.48639219444443,20.153255766666668,-3749131844846.692
103.76393005,20.153255766666668,939736408511.0892
104.04146790555555,20.153255766666668,711746959147.2443
104.3190057611111,20.153255766666668,26296925631.107452
104.59654361666666,20.153255766666668,-148321904032.0764
104.87408147222222,20.153255766666668,-71735450583.63632
105.15161932777777,20.153255766666668,-7169866714.821943
105.42915718333333,20.153255766666668,-349374392.9491479
105.70669503888888,20.153255766666668,-10356747248.12399
105.98423289444443,20.153255766666668,-11462676646.389235
106.26177075,20.153255766666668,-5343060951.4018135
106.53930860555555,20.153255766666668,-302966503.9366166
106.81684646111111,20.153255766666668,907455890.0732398
107.09438431666666,20.153255766666668,149653350.66603848
107.37192217222221,20.153255766666668,-484518747.62226886
107.64946002777778,20.153255766666668,-465498163.29049414
107.92699788333333,20.153255766666668,-189615974.4214823
108.20453573888888,20.153255766666668,-15009407.278384747
108.48207359444444,20.153255766666668,17942904.08378692
108.75961145,20.153255766666668,4262706.35540455
109.03714930555554,20.153255766666668,-476591.811440208
109.31468716111111,20.153255766666668,2855302.096656521
109.59222501666666,20.153255766666668,3671721.278583292
109.86976287222222,20.153255766666668,1453086.4115390114
110.14730072777778,20.153255766666668,-1716720.827977776
110.42483858333333,20.153255766666668,-4998696.818484372
110.70237643888889,20.153255766666668,-4479068.212411912
110.97991429444444,20.153255766666668,5210555.374958569
111.25745214999999,20.153255766666668,21661941.27316322
111.53499000555556,20.153255766666668,31929108.282340597
111.8125278611111,20.153255766666668,23848699.81769317
112.09006571666666,20.153255766666668,-5889.963299537645
112.36760357222222,20.153255766666668,-22613197.919079874
112.64514142777777,20.153255766666668,-28234354.055956487
112.92267928333334,20.153255766666668,-17000344.452723235
113.20021713888889,20.153255766666668,-2936164.7274710326
113.47775499444444,20.153255766666668,1514686.385409376
113.75529285,20.153255766666668,-2981764.3102785465
114.03283070555555,20.153255766666668,-6793229.333115082
114.3103685611111,20.153255766666668,-4415464.846695602
114.58790641666667,20.153255766666668,-295878.2171727606
114.86544427222222,20.153255766666668,-1273283.392961228
115.14298212777777,20.153255766666668,-6494452.877334804
115.42051998333334,20.153255766666668,-8448978.52702381
115.69805783888889,20.153255766666668,-3692224.5383273996
115.97559569444445,20.153255766666668,1757527.645818497
116.25313355,20.153255766666668,636810.7515283814
116.53067140555555,20.153255766666668,-4943408.914728753
